=============================================================
 starting episode: 1900/2000
Waiting for server on 3103............
Count Down : 5
Client connected on 3103..............
Ep:1900 step:0(865249), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  0.14 /  0.14 /  6573.83, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1913 step:1040(873309), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.18, prog=-1.64, pen= 0.46, r_old=-1.18], Reward= -976.73 / -976.73 /  6573.83, epsilon=  0.100, speed= -0.55, gear= 1, damage= 0.00
Ep:1913 step:1060(873329), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.51, prog=-2.11, pen= 0.60, r_old=-1.51], Reward= -1005.57 / -1005.57 /  6573.83, epsilon=  0.100, speed= -0.70, gear= 1, damage= 0.00
Ep:1913 step:1080(873349), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.54, prog=-2.17, pen= 0.63, r_old=-1.54], Reward= -1036.56 / -1036.56 /  6573.83, epsilon=  0.100, speed= -0.72, gear= 1, damage= 0.00
Ep:1913 step:1100(873369), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.14, prog=-1.61, pen= 0.47, r_old=-1.14], Reward= -1064.72 / -1064.72 /  6573.83, epsilon=  0.100, speed= -0.54, gear= 1, damage= 0.00
Ep:1913 step:1120(873389), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.22, prog=-0.31, pen= 0.09, r_old=-0.22], Reward= -1073.13 / -1073.13 /  6573.83, epsilon=  0.100, speed= -0.10, gear= 1, damage= 0.00
Ep:1913 step:1140(873409), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.30, prog=-0.44, pen= 0.13, r_old=-0.30], Reward= -1077.22 / -1077.22 /  6573.83, epsilon=  0.100, speed= -0.15, gear= 1, damage= 0.00
Ep:1913 step:1160(873429), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.09, prog=-0.13, pen= 0.04, r_old=-0.09], Reward= -1081.30 / -1081.30 /  6573.83, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1913 step:1180(873449), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.16, prog=-0.23, pen= 0.07, r_old=-0.16], Reward= -1088.47 / -1088.47 /  6573.83, epsilon=  0.100, speed= -0.08, gear= 1, damage= 0.00
Ep:1913 step:1200(873469), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.43, prog=-0.63, pen= 0.20, r_old=-0.43], Reward= -1095.12 / -1095.12 /  6573.83, epsilon=  0.100, speed= -0.21, gear= 1, damage= 0.00
Ep:1913 step:1220(873489), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.71, prog=-1.05, pen= 0.34, r_old=-0.71], Reward= -1108.44 / -1108.44 /  6573.83, epsilon=  0.100, speed= -0.35, gear= 1, damage= 0.00
Ep:1913 step:1240(873509), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.00, prog=-1.49, pen= 0.49, r_old=-1.00], Reward= -1126.57 / -1126.57 /  6573.83, epsilon=  0.100, speed= -0.50, gear= 1, damage= 0.00
Ep:1913 step:1260(873529), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.97, prog=-1.46, pen= 0.49, r_old=-0.97], Reward= -1144.76 / -1144.76 /  6573.83, epsilon=  0.100, speed= -0.49, gear= 1, damage= 0.00
Ep:1913 step:1280(873549), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.12, prog=-1.71, pen= 0.58, r_old=-1.12], Reward= -1165.76 / -1165.76 /  6573.83, epsilon=  0.100, speed= -0.57, gear= 1, damage= 0.00
Ep:1913 step:1300(873569), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.20, prog=-1.83, pen= 0.63, r_old=-1.20], Reward= -1188.73 / -1188.73 /  6573.83, epsilon=  0.100, speed= -0.61, gear= 1, damage= 0.00
Ep:1913 step:1320(873589), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.30, prog=-2.01, pen= 0.71, r_old=-1.30], Reward= -1216.03 / -1216.03 /  6573.83, epsilon=  0.100, speed= -0.67, gear= 1, damage= 0.00
Ep:1913 step:1340(873609), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.19, prog=-1.87, pen= 0.67, r_old=-1.19], Reward= -1242.09 / -1242.09 /  6573.83, epsilon=  0.100, speed= -0.62, gear= 1, damage= 0.00
Ep:1913 step:1360(873629), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.19, prog=-0.31, pen= 0.11, r_old=-0.19], Reward= -1257.08 / -1257.08 /  6573.83, epsilon=  0.100, speed= -0.10, gear= 1, damage= 0.00
Ep:1913 step:1380(873649), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.36, prog=-0.57, pen= 0.21, r_old=-0.36], Reward= -1263.81 / -1263.81 /  6573.83, epsilon=  0.100, speed= -0.19, gear= 1, damage= 0.00
Ep:1913 step:1400(873669), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.68, prog=-1.08, pen= 0.40, r_old=-0.68], Reward= -1271.49 / -1271.49 /  6573.83, epsilon=  0.100, speed= -0.36, gear= 1, damage= 0.00
Ep:1913 step:1420(873689), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.45, prog=-0.72, pen= 0.27, r_old=-0.45], Reward= -1278.67 / -1278.67 /  6573.83, epsilon=  0.100, speed= -0.24, gear= 1, damage= 0.00
Ep:1913 step:1440(873709), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.21, prog=-1.96, pen= 0.75, r_old=-1.21], Reward= -1297.20 / -1297.20 /  6573.83, epsilon=  0.100, speed= -0.65, gear= 1, damage= 0.00
Ep:1913 step:1460(873729), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.22, prog=-2.00, pen= 0.77, r_old=-1.22], Reward= -1319.01 / -1319.01 /  6573.83, epsilon=  0.100, speed= -0.67, gear= 1, damage= 0.00
Ep:1913 step:1480(873749), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.14, prog=-1.89, pen= 0.74, r_old=-1.14], Reward= -1345.33 / -1345.33 /  6573.83, epsilon=  0.100, speed= -0.63, gear= 1, damage= 0.00
Ep:1913 step:1500(873769), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.46, prog=-2.44, pen= 0.99, r_old=-1.46], Reward= -1373.95 / -1373.95 /  6573.83, epsilon=  0.100, speed= -0.81, gear= 1, damage= 0.00
Ep:1913 step:1520(873789), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.91, prog=-1.55, pen= 0.64, r_old=-0.91], Reward= -1397.74 / -1397.74 /  6573.83, epsilon=  0.100, speed= -0.52, gear= 1, damage= 0.00
Ep:1913 step:1540(873809), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.69, prog=-1.18, pen= 0.49, r_old=-0.69], Reward= -1411.08 / -1411.08 /  6573.83, epsilon=  0.100, speed= -0.39, gear= 1, damage= 0.00
Ep:1913 step:1560(873829), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.28, prog=-0.48, pen= 0.20, r_old=-0.28], Reward= -1422.35 / -1422.35 /  6573.83, epsilon=  0.100, speed= -0.16, gear= 1, damage= 0.00
Ep:1913 step:1580(873849), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.73, prog=-1.27, pen= 0.54, r_old=-0.73], Reward= -1431.10 / -1431.10 /  6573.83, epsilon=  0.100, speed= -0.42, gear= 1, damage= 0.00
Ep:1913 step:1600(873869), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.85, prog=-1.50, pen= 0.64, r_old=-0.85], Reward= -1447.54 / -1447.54 /  6573.83, epsilon=  0.100, speed= -0.50, gear= 1, damage= 0.00
Ep:1913 step:1620(873889), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.33, prog=-2.36, pen= 1.03, r_old=-1.33], Reward= -1470.84 / -1470.84 /  6573.83, epsilon=  0.100, speed= -0.79, gear= 1, damage= 0.00
Ep:1913 step:1640(873909), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.37, prog=-2.47, pen= 1.10, r_old=-1.37], Reward= -1499.19 / -1499.19 /  6573.83, epsilon=  0.100, speed= -0.83, gear= 1, damage= 0.00
Ep:1913 step:1660(873929), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.19, prog=-2.19, pen= 1.00, r_old=-1.19], Reward= -1526.11 / -1526.11 /  6573.83, epsilon=  0.100, speed= -0.73, gear= 1, damage= 0.00
Ep:1913 step:1680(873949), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.75, prog=-1.41, pen= 0.65, r_old=-0.75], Reward= -1543.49 / -1543.49 /  6573.83, epsilon=  0.100, speed= -0.47, gear= 1, damage= 0.00
Ep:1913 step:1700(873969), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.41, prog=-0.77, pen= 0.36, r_old=-0.41], Reward= -1552.02 / -1552.02 /  6573.83, epsilon=  0.100, speed= -0.26, gear= 1, damage= 0.00
Ep:1913 step:1720(873989), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.49, prog=-0.92, pen= 0.43, r_old=-0.49], Reward= -1557.91 / -1557.91 /  6573.83, epsilon=  0.100, speed= -0.31, gear= 1, damage= 0.00
Ep:1913 step:1740(874009), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.74, prog=-1.42, pen= 0.68, r_old=-0.74], Reward= -1567.55 / -1567.55 /  6573.83, epsilon=  0.100, speed= -0.47, gear= 1, damage= 0.00
Ep:1913 step:1760(874029), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.09, prog=-2.11, pen= 1.01, r_old=-1.09], Reward= -1585.92 / -1585.92 /  6573.83, epsilon=  0.100, speed= -0.70, gear= 1, damage= 0.00
Ep:1913 step:1780(874049), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.27, prog=-2.49, pen= 1.22, r_old=-1.27], Reward= -1609.76 / -1609.76 /  6573.83, epsilon=  0.100, speed= -0.83, gear= 1, damage= 0.00
Ep:1913 step:1800(874069), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.21, prog=-2.43, pen= 1.22, r_old=-1.21], Reward= -1635.26 / -1635.26 /  6573.83, epsilon=  0.100, speed= -0.81, gear= 1, damage= 0.00
Ep:1913 step:1820(874089), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.85, prog=-1.74, pen= 0.88, r_old=-0.85], Reward= -1655.85 / -1655.85 /  6573.83, epsilon=  0.100, speed= -0.58, gear= 1, damage= 0.00
Ep:1913 step:1840(874109), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.62, prog=-1.28, pen= 0.66, r_old=-0.62], Reward= -1668.36 / -1668.36 /  6573.83, epsilon=  0.100, speed= -0.43, gear= 1, damage= 0.00
Ep:1913 step:1860(874129), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.45, prog=-0.94, pen= 0.49, r_old=-0.45], Reward= -1676.92 / -1676.92 /  6573.83, epsilon=  0.100, speed= -0.31, gear= 1, damage= 0.00
Ep:1913 step:1880(874149), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.45, prog=-0.94, pen= 0.49, r_old=-0.45], Reward= -1684.59 / -1684.59 /  6573.83, epsilon=  0.100, speed= -0.31, gear= 1, damage= 0.00
Ep:1913 step:1900(874169), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.83, prog=-1.75, pen= 0.92, r_old=-0.83], Reward= -1699.59 / -1699.59 /  6573.83, epsilon=  0.100, speed= -0.58, gear= 1, damage= 0.00
Ep:1913 step:1920(874189), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.11, prog=-2.39, pen= 1.28, r_old=-1.11], Reward= -1717.28 / -1717.28 /  6573.83, epsilon=  0.100, speed= -0.80, gear= 1, damage= 0.00
Ep:1913 step:1940(874209), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.22, prog=-2.68, pen= 1.45, r_old=-1.22], Reward= -1739.39 / -1739.39 /  6573.83, epsilon=  0.100, speed= -0.89, gear= 1, damage= 0.00
Ep:1913 step:1960(874229), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.08, prog=-2.40, pen= 1.32, r_old=-1.08], Reward= -1762.14 / -1762.14 /  6573.83, epsilon=  0.100, speed= -0.80, gear= 1, damage= 0.00
Ep:1913 step:1980(874249), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.41, prog=-0.91, pen= 0.50, r_old=-0.41], Reward= -1775.40 / -1775.40 /  6573.83, epsilon=  0.100, speed= -0.30, gear= 1, damage= 0.00
=============================================================
 starting episode: 1914/2000
### TORCS is RELAUNCHED ###
Client connected on 3103..............
Ep:1914 step:0(874269), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  0.14 /  0.14 /  6573.83, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1914 step:20(874289), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.22, prog= 0.22, pen=-0.00, r_old= 0.22], Reward= -0.47 / -0.47 /  6573.83, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1914 step:40(874309), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.28, prog= 0.29, pen=-0.01, r_old= 0.28], Reward=  4.63 /  4.63 /  6573.83, epsilon=  0.100, speed=  0.10, gear= 1, damage= 0.00
Ep:1914 step:60(874329), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward=  5.76 /  5.76 /  6573.83, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1914 step:80(874349), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  5.24 /  5.24 /  6573.83, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1914 step:100(874369), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.44, prog=-0.46, pen= 0.02, r_old=-0.44], Reward=  3.76 /  3.76 /  6573.83, epsilon=  0.100, speed= -0.15, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1915/2000
Waiting for server on 3103............
Count Down : 5
Client connected on 3103..............
Ep:1915 step:0(874371), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  0.14 /  0.14 /  6573.83, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1915 step:20(874391), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.22, prog= 0.22, pen=-0.00, r_old= 0.22], Reward= -0.47 / -0.47 /  6573.83, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1915 step:40(874411), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.28, prog= 0.29, pen=-0.01, r_old= 0.28], Reward=  4.63 /  4.63 /  6573.83, epsilon=  0.100, speed=  0.10, gear= 1, damage= 0.00
Ep:1915 step:60(874431), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward=  5.76 /  5.76 /  6573.83, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1915 step:80(874451), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  5.24 /  5.24 /  6573.83, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1915 step:100(874471), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.44, prog=-0.46, pen= 0.02, r_old=-0.44], Reward=  3.76 /  3.76 /  6573.83, epsilon=  0.100, speed= -0.15, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1916/2000
Waiting for server on 3103............
Count Down : 5
Client connected on 3103..............
Ep:1916 step:0(874473), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  0.14 /  0.14 /  6573.83, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1916 step:20(874493), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.22, prog= 0.22, pen=-0.00, r_old= 0.22], Reward= -0.47 / -0.47 /  6573.83, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1916 step:40(874513), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.28, prog= 0.29, pen=-0.01, r_old= 0.28], Reward=  4.63 /  4.63 /  6573.83, epsilon=  0.100, speed=  0.10, gear= 1, damage= 0.00
Ep:1916 step:60(874533), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward=  5.76 /  5.76 /  6573.83, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1916 step:80(874553), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  5.24 /  5.24 /  6573.83, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1916 step:100(874573), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.44, prog=-0.46, pen= 0.02, r_old=-0.44], Reward=  3.76 /  3.76 /  6573.83, epsilon=  0.100, speed= -0.15, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1917/2000
Waiting for server on 3103............
Count Down : 5
Client connected on 3103..............
Ep:1917 step:0(874575), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  0.14 /  0.14 /  6573.83, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1917 step:20(874595), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.22, prog= 0.22, pen=-0.00, r_old= 0.22], Reward= -0.47 / -0.47 /  6573.83, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1917 step:40(874615), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.28, prog= 0.29, pen=-0.01, r_old= 0.28], Reward=  4.63 /  4.63 /  6573.83, epsilon=  0.100, speed=  0.10, gear= 1, damage= 0.00
Ep:1917 step:60(874635), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward=  5.76 /  5.76 /  6573.83, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1917 step:80(874655), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  5.24 /  5.24 /  6573.83, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1917 step:100(874675), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.44, prog=-0.46, pen= 0.02, r_old=-0.44], Reward=  3.76 /  3.76 /  6573.83, epsilon=  0.100, speed= -0.15, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1918/2000
Waiting for server on 3103............
Count Down : 5
Client connected on 3103..............
Ep:1918 step:0(874677), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  0.14 /  0.14 /  6573.83, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1918 step:20(874697), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.22, prog= 0.22, pen=-0.00, r_old= 0.22], Reward= -0.47 / -0.47 /  6573.83, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1918 step:40(874717), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.28, prog= 0.29, pen=-0.01, r_old= 0.28], Reward=  4.63 /  4.63 /  6573.83, epsilon=  0.100, speed=  0.10, gear= 1, damage= 0.00
Ep:1918 step:60(874737), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward=  5.76 /  5.76 /  6573.83, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1918 step:80(874757), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  5.24 /  5.24 /  6573.83, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1918 step:100(874777), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.44, prog=-0.46, pen= 0.02, r_old=-0.44], Reward=  3.76 /  3.76 /  6573.83, epsilon=  0.100, speed= -0.15, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1919/2000
Waiting for server on 3103............
Count Down : 5
Client connected on 3103..............
Ep:1919 step:0(874779), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  0.14 /  0.14 /  6573.83, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1919 step:20(874799), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.22, prog= 0.22, pen=-0.00, r_old= 0.22], Reward= -0.47 / -0.47 /  6573.83, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1919 step:40(874819), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.28, prog= 0.29, pen=-0.01, r_old= 0.28], Reward=  4.63 /  4.63 /  6573.83, epsilon=  0.100, speed=  0.10, gear= 1, damage= 0.00
Ep:1919 step:60(874839), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward=  5.76 /  5.76 /  6573.83, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1919 step:80(874859), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  5.24 /  5.24 /  6573.83, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1919 step:100(874879), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.44, prog=-0.46, pen= 0.02, r_old=-0.44], Reward=  3.76 /  3.76 /  6573.83, epsilon=  0.100, speed= -0.15, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1920/2000
### TORCS is RELAUNCHED ###
Client connected on 3103..............
Ep:1920 step:0(874881), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  0.14 /  0.14 /  6573.83, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1920 step:20(874901), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.22, prog= 0.22, pen=-0.00, r_old= 0.22], Reward= -0.47 / -0.47 /  6573.83, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1920 step:40(874921), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.28, prog= 0.29, pen=-0.01, r_old= 0.28], Reward=  4.63 /  4.63 /  6573.83, epsilon=  0.100, speed=  0.10, gear= 1, damage= 0.00
Ep:1920 step:60(874941), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward=  5.76 /  5.76 /  6573.83, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1920 step:80(874961), a_t=[s= nan, t= nan, b= nan], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  5.24 /  5.24 /  6573.83, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1920 step:100(874981), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.44, prog=-0.46, pen= 0.02, r_old=-0.44], Reward=  3.76 /  3.76 /  6573.83, epsilon=  0.100, speed= -0.15, gear= 1, damage= 0.00
Ep:1920 step:120(875001), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.25, prog=-0.26, pen= 0.01, r_old=-0.25], Reward= -0.17 / -0.17 /  6573.83, epsilon=  0.100, speed= -0.09, gear= 1, damage= 0.00
Ep:1920 step:140(875021), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.62, prog=-0.65, pen= 0.03, r_old=-0.62], Reward= -7.09 / -7.09 /  6573.83, epsilon=  0.100, speed= -0.22, gear= 1, damage= 0.00
Ep:1920 step:160(875041), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.48, prog=-0.51, pen= 0.02, r_old=-0.48], Reward= -16.16 / -16.16 /  6573.83, epsilon=  0.100, speed= -0.17, gear= 1, damage= 0.00
Ep:1920 step:180(875061), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.69, prog=-0.73, pen= 0.04, r_old=-0.69], Reward= -28.23 / -28.23 /  6573.83, epsilon=  0.100, speed= -0.24, gear= 1, damage= 0.00
Ep:1920 step:200(875081), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.86, prog=-0.91, pen= 0.05, r_old=-0.86], Reward= -43.79 / -43.79 /  6573.83, epsilon=  0.100, speed= -0.30, gear= 1, damage= 0.00
Ep:1920 step:220(875101), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.95, prog=-1.01, pen= 0.06, r_old=-0.95], Reward= -62.29 / -62.29 /  6573.83, epsilon=  0.100, speed= -0.34, gear= 1, damage= 0.00
Ep:1920 step:240(875121), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.47, prog=-0.50, pen= 0.03, r_old=-0.47], Reward= -77.95 / -77.95 /  6573.83, epsilon=  0.100, speed= -0.17, gear= 1, damage= 0.00
Ep:1920 step:260(875141), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.46, prog=-1.57, pen= 0.11, r_old=-1.46], Reward= -96.20 / -96.20 /  6573.83, epsilon=  0.100, speed= -0.52, gear= 1, damage= 0.00
Ep:1920 step:280(875161), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.69, prog=-1.83, pen= 0.14, r_old=-1.69], Reward= -127.86 / -127.86 /  6573.83, epsilon=  0.100, speed= -0.61, gear= 1, damage= 0.00
Ep:1920 step:300(875181), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.89, prog=-2.06, pen= 0.17, r_old=-1.89], Reward= -162.34 / -162.34 /  6573.83, epsilon=  0.100, speed= -0.69, gear= 1, damage= 0.00
Ep:1920 step:320(875201), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.89, prog=-2.08, pen= 0.19, r_old=-1.89], Reward= -201.75 / -201.75 /  6573.83, epsilon=  0.100, speed= -0.70, gear= 1, damage= 0.00
Ep:1920 step:340(875221), a_t=[s= nan, t= nan, b= nan], r_t=[r=-1.54, prog=-1.72, pen= 0.17, r_old=-1.54], Reward= -238.43 / -238.43 /  6573.83, epsilon=  0.100, speed= -0.57, gear= 1, damage= 0.00
Ep:1920 step:360(875241), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.74, prog=-0.83, pen= 0.09, r_old=-0.74], Reward= -263.59 / -263.59 /  6573.83, epsilon=  0.100, speed= -0.28, gear= 1, damage= 0.00
Ep:1920 step:380(875261), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.38, prog=-0.43, pen= 0.05, r_old=-0.38], Reward= -275.20 / -275.20 /  6573.83, epsilon=  0.100, speed= -0.14, gear= 1, damage= 0.00
Ep:1920 step:400(875281), a_t=[s= nan, t= nan, b= nan], r_t=[r=-0.92, prog=-1.04, pen= 0.12, r_old=-0.92], Reward= -287.62 / -287.62 /  6573.83, epsilon=  0.100, speed= -0.35, gear= 1, damage= 0.00
