=============================================================
 starting episode: 100/2000
Client connected on 3109..............
Ep:100 step:0(64193), a_t=[s= 1.00, t= 1.000000, b= 0.000001], r_t=[r= 0.59, prog= 0.59, pen=-0.00, r_old= 0.59], Reward=  0.59 /  0.59 /  15224.45, epsilon=  0.813, speed=  0.20, gear= 1, damage= 0.00
Ep:120 step:1140(72840), a_t=[s=-1.00, t= 1.000000, b= 0.589669], r_t=[r= 0.00, prog= 0.01, pen=-0.00, r_old= 0.00], Reward=  8015.28 /  7944.35 /  15224.45, epsilon=  0.794, speed=  0.00, gear= 1, damage= 1.00
Ep:120 step:1160(72860), a_t=[s=-1.00, t= 1.000000, b= 0.606009], r_t=[r= 0.15, prog= 0.26, pen=-0.11, r_old= 0.15], Reward=  8016.48 /  7945.55 /  15224.45, epsilon=  0.794, speed=  0.09, gear= 1, damage= 1.00
Ep:120 step:1180(72880), a_t=[s=-1.00, t= 1.000000, b= 0.599810], r_t=[r= 0.10, prog= 0.17, pen=-0.07, r_old= 0.10], Reward=  8017.98 /  7947.04 /  15224.45, epsilon=  0.794, speed=  0.06, gear= 1, damage= 1.00
Ep:120 step:1200(72900), a_t=[s=-1.00, t= 1.000000, b= 0.564242], r_t=[r= 0.13, prog= 0.21, pen=-0.09, r_old= 0.13], Reward=  8019.92 /  7948.98 /  15224.45, epsilon=  0.794, speed=  0.07, gear= 1, damage= 1.00
Ep:120 step:1220(72920), a_t=[s=-1.00, t= 1.000000, b= 0.566827], r_t=[r= 0.02, prog= 0.04, pen=-0.02, r_old= 0.02], Reward=  8021.45 /  7950.52 /  15224.45, epsilon=  0.794, speed=  0.01, gear= 1, damage= 1.00
Ep:120 step:1240(72940), a_t=[s=-1.00, t= 1.000000, b= 0.580063], r_t=[r= 0.06, prog= 0.09, pen=-0.04, r_old= 0.06], Reward=  8022.62 /  7951.68 /  15224.45, epsilon=  0.794, speed=  0.03, gear= 1, damage= 1.00
Ep:120 step:1260(72960), a_t=[s=-1.00, t= 1.000000, b= 0.568190], r_t=[r= 0.14, prog= 0.23, pen=-0.10, r_old= 0.14], Reward=  8023.66 /  7952.72 /  15224.45, epsilon=  0.794, speed=  0.08, gear= 1, damage= 1.00
Ep:120 step:1280(72980), a_t=[s=-1.00, t= 1.000000, b= 0.570155], r_t=[r= 0.23, prog= 0.39, pen=-0.16, r_old= 0.23], Reward=  8024.82 /  7953.89 /  15224.45, epsilon=  0.794, speed=  0.13, gear= 1, damage= 1.00
Ep:120 step:1300(73000), a_t=[s=-1.00, t= 1.000000, b= 0.595596], r_t=[r= 0.04, prog= 0.07, pen=-0.03, r_old= 0.04], Reward=  8026.28 /  7955.35 /  15224.45, epsilon=  0.794, speed=  0.02, gear= 1, damage= 1.00
Ep:120 step:1320(73020), a_t=[s=-1.00, t= 1.000000, b= 0.554304], r_t=[r= 0.16, prog= 0.28, pen=-0.12, r_old= 0.16], Reward=  8032.24 /  7961.31 /  15224.45, epsilon=  0.794, speed=  0.10, gear= 1, damage= 1.00
Ep:120 step:1340(73040), a_t=[s=-1.00, t= 1.000000, b= 0.569412], r_t=[r=-0.12, prog=-0.16, pen= 0.04, r_old=-0.12], Reward=  8033.88 /  7962.94 /  15224.45, epsilon=  0.794, speed= -0.05, gear= 1, damage= 1.00
Ep:120 step:1360(73060), a_t=[s=-1.00, t= 1.000000, b= 0.593345], r_t=[r= 0.13, prog= 0.22, pen=-0.09, r_old= 0.13], Reward=  8035.00 /  7964.07 /  15224.45, epsilon=  0.794, speed=  0.07, gear= 1, damage= 1.00
Ep:120 step:1380(73080), a_t=[s=-1.00, t= 1.000000, b= 0.615260], r_t=[r=-0.04, prog=-0.06, pen= 0.01, r_old=-0.04], Reward=  8036.66 /  7965.73 /  15224.45, epsilon=  0.794, speed= -0.02, gear= 1, damage= 1.00
Ep:120 step:1400(73100), a_t=[s=-1.00, t= 1.000000, b= 0.596199], r_t=[r= 0.12, prog= 0.21, pen=-0.09, r_old= 0.12], Reward=  8037.32 /  7966.38 /  15224.45, epsilon=  0.794, speed=  0.07, gear= 1, damage= 1.00
Ep:120 step:1420(73120), a_t=[s=-1.00, t= 1.000000, b= 0.609728], r_t=[r= 0.20, prog= 0.35, pen=-0.14, r_old= 0.20], Reward=  8038.67 /  7967.73 /  15224.45, epsilon=  0.794, speed=  0.12, gear= 1, damage= 1.00
Ep:120 step:1440(73140), a_t=[s=-1.00, t= 1.000000, b= 0.559833], r_t=[r= 0.24, prog= 0.40, pen=-0.17, r_old= 0.24], Reward=  8039.54 /  7968.61 /  15224.45, epsilon=  0.794, speed=  0.14, gear= 1, damage= 1.00
Ep:120 step:1460(73160), a_t=[s=-1.00, t= 1.000000, b= 0.597368], r_t=[r=-0.07, prog=-0.10, pen= 0.03, r_old=-0.07], Reward=  8039.95 /  7969.01 /  15224.45, epsilon=  0.794, speed= -0.03, gear= 1, damage= 1.00
Ep:120 step:1480(73180), a_t=[s=-1.00, t= 1.000000, b= 0.583013], r_t=[r= 0.14, prog= 0.23, pen=-0.10, r_old= 0.14], Reward=  8040.34 /  7969.40 /  15224.45, epsilon=  0.794, speed=  0.08, gear= 1, damage= 1.00
Ep:120 step:1500(73200), a_t=[s=-1.00, t= 1.000000, b= 0.577882], r_t=[r= 0.13, prog= 0.23, pen=-0.09, r_old= 0.13], Reward=  8041.69 /  7970.75 /  15224.45, epsilon=  0.794, speed=  0.08, gear= 1, damage= 1.00
Ep:120 step:1520(73220), a_t=[s=-1.00, t= 1.000000, b= 0.554617], r_t=[r= 0.05, prog= 0.09, pen=-0.04, r_old= 0.05], Reward=  8048.46 /  7977.53 /  15224.45, epsilon=  0.794, speed=  0.03, gear= 1, damage= 1.00
Ep:120 step:1540(73240), a_t=[s=-1.00, t= 1.000000, b= 0.567665], r_t=[r= 0.09, prog= 0.15, pen=-0.06, r_old= 0.09], Reward=  8049.90 /  7978.97 /  15224.45, epsilon=  0.794, speed=  0.05, gear= 1, damage= 1.00
Ep:120 step:1560(73260), a_t=[s=-1.00, t= 1.000000, b= 0.583361], r_t=[r= 0.03, prog= 0.06, pen=-0.02, r_old= 0.03], Reward=  8051.01 /  7980.08 /  15224.45, epsilon=  0.794, speed=  0.02, gear= 1, damage= 1.00
Ep:120 step:1580(73280), a_t=[s=-1.00, t= 1.000000, b= 0.561724], r_t=[r= 0.01, prog= 0.02, pen=-0.01, r_old= 0.01], Reward=  8052.87 /  7981.94 /  15224.45, epsilon=  0.794, speed=  0.01, gear= 1, damage= 1.00
Ep:120 step:1600(73300), a_t=[s=-1.00, t= 1.000000, b= 0.578542], r_t=[r= 0.16, prog= 0.27, pen=-0.11, r_old= 0.16], Reward=  8053.87 /  7982.94 /  15224.45, epsilon=  0.794, speed=  0.09, gear= 1, damage= 1.00
Ep:120 step:1620(73320), a_t=[s=-1.00, t= 1.000000, b= 0.573586], r_t=[r= 0.07, prog= 0.12, pen=-0.05, r_old= 0.07], Reward=  8055.03 /  7984.10 /  15224.45, epsilon=  0.794, speed=  0.04, gear= 1, damage= 1.00
Ep:120 step:1640(73340), a_t=[s=-1.00, t= 1.000000, b= 0.596285], r_t=[r= 0.14, prog= 0.23, pen=-0.10, r_old= 0.14], Reward=  8056.17 /  7985.24 /  15224.45, epsilon=  0.794, speed=  0.08, gear= 1, damage= 1.00
Ep:120 step:1660(73360), a_t=[s=-1.00, t= 1.000000, b= 0.592312], r_t=[r= 0.10, prog= 0.18, pen=-0.07, r_old= 0.10], Reward=  8057.12 /  7986.18 /  15224.45, epsilon=  0.794, speed=  0.06, gear= 1, damage= 1.00
Ep:120 step:1680(73380), a_t=[s=-1.00, t= 1.000000, b= 0.583744], r_t=[r= 0.17, prog= 0.30, pen=-0.12, r_old= 0.17], Reward=  8058.38 /  7987.44 /  15224.45, epsilon=  0.794, speed=  0.10, gear= 1, damage= 1.00
Ep:120 step:1700(73400), a_t=[s=-1.00, t= 1.000000, b= 0.576599], r_t=[r= 0.20, prog= 0.34, pen=-0.14, r_old= 0.20], Reward=  8059.20 /  7988.26 /  15224.45, epsilon=  0.794, speed=  0.12, gear= 1, damage= 1.00
Ep:120 step:1720(73420), a_t=[s=-1.00, t= 1.000000, b= 0.545465], r_t=[r= 0.11, prog= 0.18, pen=-0.08, r_old= 0.11], Reward=  8065.53 /  7994.59 /  15224.45, epsilon=  0.794, speed=  0.06, gear= 1, damage= 1.00
Ep:120 step:1740(73440), a_t=[s=-1.00, t= 1.000000, b= 0.559431], r_t=[r=-0.23, prog=-0.31, pen= 0.08, r_old=-0.23], Reward=  8066.05 /  7995.12 /  15224.45, epsilon=  0.794, speed= -0.11, gear= 1, damage= 1.00
Ep:120 step:1760(73460), a_t=[s=-1.00, t= 1.000000, b= 0.576462], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward=  8067.11 /  7996.18 /  15224.45, epsilon=  0.794, speed= -0.00, gear= 1, damage= 1.00
Ep:120 step:1780(73480), a_t=[s=-1.00, t= 1.000000, b= 0.567920], r_t=[r= 0.07, prog= 0.12, pen=-0.05, r_old= 0.07], Reward=  8068.23 /  7997.29 /  15224.45, epsilon=  0.794, speed=  0.04, gear= 1, damage= 1.00
Ep:120 step:1800(73500), a_t=[s=-1.00, t= 1.000000, b= 0.575608], r_t=[r= 0.08, prog= 0.13, pen=-0.05, r_old= 0.08], Reward=  8069.45 /  7998.52 /  15224.45, epsilon=  0.794, speed=  0.05, gear= 1, damage= 1.00
Ep:120 step:1820(73520), a_t=[s=-1.00, t= 1.000000, b= 0.606042], r_t=[r= 0.17, prog= 0.28, pen=-0.12, r_old= 0.17], Reward=  8069.93 /  7998.99 /  15224.45, epsilon=  0.794, speed=  0.10, gear= 1, damage= 1.00
Ep:120 step:1840(73540), a_t=[s=-1.00, t= 1.000000, b= 0.601566], r_t=[r=-0.10, prog=-0.14, pen= 0.04, r_old=-0.10], Reward=  8070.40 /  7999.46 /  15224.45, epsilon=  0.794, speed= -0.05, gear= 1, damage= 1.00
Ep:120 step:1860(73560), a_t=[s=-1.00, t= 1.000000, b= 0.589117], r_t=[r= 0.19, prog= 0.33, pen=-0.13, r_old= 0.19], Reward=  8070.92 /  7999.99 /  15224.45, epsilon=  0.794, speed=  0.11, gear= 1, damage= 1.00
Ep:120 step:1880(73580), a_t=[s=-1.00, t= 1.000000, b= 0.585227], r_t=[r=-0.02, prog=-0.03, pen= 0.01, r_old=-0.02], Reward=  8072.24 /  8001.30 /  15224.45, epsilon=  0.794, speed= -0.01, gear= 1, damage= 1.00
Ep:120 step:1900(73600), a_t=[s=-1.00, t= 1.000000, b= 0.579702], r_t=[r= 0.19, prog= 0.32, pen=-0.13, r_old= 0.19], Reward=  8074.41 /  8003.48 /  15224.45, epsilon=  0.794, speed=  0.11, gear= 1, damage= 1.00
Ep:120 step:1920(73620), a_t=[s=-1.00, t= 1.000000, b= 0.568881], r_t=[r= 0.12, prog= 0.21, pen=-0.09, r_old= 0.12], Reward=  8080.32 /  8009.39 /  15224.45, epsilon=  0.794, speed=  0.07, gear= 1, damage= 1.00
Ep:120 step:1940(73640), a_t=[s=-1.00, t= 1.000000, b= 0.581863], r_t=[r=-0.07, prog=-0.09, pen= 0.02, r_old=-0.07], Reward=  8081.52 /  8010.59 /  15224.45, epsilon=  0.794, speed= -0.03, gear= 1, damage= 1.00
Ep:120 step:1960(73660), a_t=[s=-1.00, t= 1.000000, b= 0.575101], r_t=[r= 0.11, prog= 0.19, pen=-0.08, r_old= 0.11], Reward=  8083.18 /  8012.25 /  15224.45, epsilon=  0.794, speed=  0.07, gear= 1, damage= 1.00
Ep:120 step:1980(73680), a_t=[s=-1.00, t= 1.000000, b= 0.578183], r_t=[r=-0.17, prog=-0.23, pen= 0.06, r_old=-0.17], Reward=  8083.83 /  8012.90 /  15224.45, epsilon=  0.794, speed= -0.08, gear= 1, damage= 1.00
=============================================================
 starting episode: 121/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:121 step:0(73700), a_t=[s= 0.35, t= 0.675506, b= 0.000000], r_t=[r= 0.34, prog= 0.34, pen=-0.00, r_old= 0.34], Reward=  0.34 /  0.34 /  15224.45, epsilon=  0.794, speed=  0.11, gear= 1, damage= 0.00
Ep:121 step:20(73720), a_t=[s=-1.00, t= 0.498897, b= 0.000000], r_t=[r= 144.24, prog= 184.18, pen=-39.94, r_old= 144.24], Reward=  1530.65 /  1530.65 /  15224.45, epsilon=  0.794, speed=  63.62, gear= 1, damage= 0.00
Ep:121 step:40(73740), a_t=[s=-1.00, t= 0.580268, b= 0.148982], r_t=[r= 179.83, prog= 227.73, pen=-47.90, r_old= 179.83], Reward=  3931.34 /  3931.34 /  15224.45, epsilon=  0.794, speed=  80.02, gear= 1, damage= 0.00
Ep:121 step:60(73760), a_t=[s= 1.00, t= 0.675283, b= 0.121718], r_t=[r=-64.64, prog= 103.31, pen=-167.94, r_old=-64.64], Reward=  6941.86 /  6941.86 /  15224.45, epsilon=  0.794, speed=  73.20, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 122/2000
Client connected on 3109..............
Ep:122 step:0(73764), a_t=[s= 0.64, t= 0.609423, b= 0.000000], r_t=[r= 0.24, prog= 0.25, pen=-0.00, r_old= 0.24], Reward=  0.24 /  0.24 /  15224.45, epsilon=  0.794, speed=  0.08, gear= 1, damage= 0.00
Ep:122 step:20(73784), a_t=[s=-0.37, t= 0.570987, b= 0.000000], r_t=[r= 143.02, prog= 173.14, pen=-30.12, r_old= 143.02], Reward=  1410.21 /  1410.21 /  15224.45, epsilon=  0.794, speed=  58.34, gear= 1, damage= 0.00
Ep:122 step:40(73804), a_t=[s=-1.00, t= 0.484497, b= 0.028736], r_t=[r= 158.17, prog= 225.94, pen=-67.77, r_old= 158.17], Reward=  4211.94 /  4211.94 /  15224.45, epsilon=  0.794, speed=  75.68, gear= 1, damage= 0.00
Ep:122 step:60(73824), a_t=[s=-0.53, t= 0.462706, b= 0.165335], r_t=[r= 103.02, prog= 227.27, pen=-124.25, r_old= 103.02], Reward=  7177.64 /  7096.80 /  15224.45, epsilon=  0.794, speed=  75.76, gear= 1, damage= 13.00
META = 1 ... Running backwards
=============================================================
 starting episode: 123/2000
Client connected on 3109..............
Ep:123 step:0(73835), a_t=[s=-0.77, t= 0.628258, b= 0.000000], r_t=[r=-0.07, prog=-0.07, pen= 0.00, r_old=-0.07], Reward= -0.07 / -0.07 /  15224.45, epsilon=  0.794, speed= -0.02, gear= 1, damage= 0.00
Ep:123 step:20(73855), a_t=[s=-1.00, t= 0.624944, b= 0.000000], r_t=[r= 177.24, prog= 186.41, pen=-9.17, r_old= 177.24], Reward=  1437.42 /  1437.42 /  15224.45, epsilon=  0.794, speed=  62.69, gear= 1, damage= 0.00
Ep:123 step:40(73875), a_t=[s=-0.32, t= 0.632198, b= 0.122059], r_t=[r= 80.97, prog= 190.26, pen=-109.29, r_old= 80.97], Reward=  4380.51 /  4340.62 /  15224.45, epsilon=  0.794, speed=  63.58, gear= 1, damage= 151.00
Ep:123 step:60(73895), a_t=[s=-0.16, t= 0.569082, b= 0.107266], r_t=[r= 26.26, prog= 128.49, pen=-102.23, r_old= 26.26], Reward=  5962.31 /  5922.42 /  15224.45, epsilon=  0.794, speed=  53.87, gear= 1, damage= 151.00
META = 1 ... Running backwards
=============================================================
 starting episode: 124/2000
Client connected on 3109..............
Ep:124 step:0(73899), a_t=[s= 0.90, t= 0.450758, b= 0.000000], r_t=[r= 0.34, prog= 0.34, pen=-0.00, r_old= 0.34], Reward=  0.34 /  0.34 /  15224.45, epsilon=  0.794, speed=  0.11, gear= 1, damage= 0.00
Ep:124 step:20(73919), a_t=[s= 0.64, t= 0.663399, b= 0.000000], r_t=[r= 133.46, prog= 157.80, pen=-24.34, r_old= 133.46], Reward=  1297.31 /  1297.31 /  15224.45, epsilon=  0.794, speed=  53.56, gear= 1, damage= 0.00
Ep:124 step:40(73939), a_t=[s=-1.00, t= 0.501377, b= 0.156439], r_t=[r= 115.72, prog= 230.17, pen=-114.45, r_old= 115.72], Reward=  4535.52 /  4535.52 /  15224.45, epsilon=  0.794, speed=  76.73, gear= 1, damage= 0.00
Ep:124 step:60(73959), a_t=[s=-0.30, t= 0.662286, b= 0.163030], r_t=[r= 98.80, prog= 197.13, pen=-98.33, r_old= 98.80], Reward=  6355.83 /  6355.83 /  15224.45, epsilon=  0.793, speed=  66.05, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 125/2000
Client connected on 3109..............
Ep:125 step:0(73967), a_t=[s= 0.89, t= 0.479037, b= 0.000000], r_t=[r= 0.41, prog= 0.41, pen=-0.00, r_old= 0.41], Reward=  0.41 /  0.41 /  15224.45, epsilon=  0.793, speed=  0.14, gear= 1, damage= 0.00
Ep:125 step:20(73987), a_t=[s=-0.11, t= 0.629083, b= 0.000000], r_t=[r= 174.23, prog= 194.79, pen=-20.56, r_old= 174.23], Reward=  1549.38 /  1549.38 /  15224.45, epsilon=  0.793, speed=  64.97, gear= 1, damage= 0.00
Ep:125 step:40(74007), a_t=[s= 0.26, t= 0.578102, b= 0.000000], r_t=[r= 183.43, prog= 231.11, pen=-47.68, r_old= 183.43], Reward=  5497.32 /  5497.32 /  15224.45, epsilon=  0.793, speed=  79.29, gear= 1, damage= 0.00
Ep:125 step:60(74027), a_t=[s=-0.39, t= 0.647219, b= 0.053723], r_t=[r= 100.17, prog= 222.68, pen=-122.51, r_old= 100.17], Reward=  8449.74 /  8449.74 /  15224.45, epsilon=  0.793, speed=  74.45, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 126/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:126 step:0(74040), a_t=[s= 0.45, t= 0.533976, b= 0.000000], r_t=[r= 0.21, prog= 0.21, pen=-0.00, r_old= 0.21], Reward=  0.21 /  0.21 /  15224.45, epsilon=  0.793, speed=  0.07, gear= 1, damage= 0.00
Ep:126 step:20(74060), a_t=[s= 0.20, t= 0.613344, b= 0.000000], r_t=[r= 161.79, prog= 170.35, pen=-8.55, r_old= 161.79], Reward=  1356.09 /  1356.09 /  15224.45, epsilon=  0.793, speed=  57.24, gear= 1, damage= 0.00
Ep:126 step:40(74080), a_t=[s= 0.23, t= 0.725884, b= 0.000000], r_t=[r= 181.08, prog= 240.40, pen=-59.33, r_old= 181.08], Reward=  5142.73 /  5142.73 /  15224.45, epsilon=  0.793, speed=  80.53, gear= 1, damage= 0.00
Ep:126 step:60(74100), a_t=[s= 0.49, t= 0.513204, b= 0.206401], r_t=[r= 96.88, prog= 219.75, pen=-122.87, r_old= 96.88], Reward=  8384.77 /  8384.77 /  15224.45, epsilon=  0.793, speed=  76.24, gear= 1, damage= 0.00
Ep:126 step:80(74120), a_t=[s=-1.00, t= 0.506179, b= 0.047395], r_t=[r= 132.45, prog= 190.25, pen=-57.80, r_old= 132.45], Reward=  10260.24 /  10201.85 /  15224.45, epsilon=  0.793, speed=  64.29, gear= 1, damage= 67.00
META = 1 ... Running backwards
=============================================================
 starting episode: 127/2000
Client connected on 3109..............
Ep:127 step:0(74133), a_t=[s=-0.10, t= 0.805026, b= 0.000000], r_t=[r= 0.71, prog= 0.71, pen=-0.00, r_old= 0.71], Reward=  0.71 /  0.71 /  15224.45, epsilon=  0.793, speed=  0.24, gear= 1, damage= 0.00
Ep:127 step:20(74153), a_t=[s= 1.00, t= 0.775096, b= 0.018118], r_t=[r= 171.03, prog= 191.41, pen=-20.38, r_old= 171.03], Reward=  1402.22 /  1402.22 /  15224.45, epsilon=  0.793, speed=  64.00, gear= 1, damage= 0.00
Ep:127 step:40(74173), a_t=[s=-0.77, t= 0.798853, b= 0.000000], r_t=[r= 182.67, prog= 220.70, pen=-38.03, r_old= 182.67], Reward=  5190.34 /  5190.34 /  15224.45, epsilon=  0.793, speed=  80.90, gear= 1, damage= 0.00
Ep:127 step:60(74193), a_t=[s=-1.00, t= 0.686644, b= 0.150316], r_t=[r= 94.30, prog= 183.02, pen=-88.72, r_old= 94.30], Reward=  7250.75 /  7175.06 /  15224.45, epsilon=  0.793, speed=  61.19, gear= 1, damage= 2.00
META = 1 ... Running backwards
=============================================================
 starting episode: 128/2000
Client connected on 3109..............
Ep:128 step:0(74201), a_t=[s= 0.27, t= 0.682436, b= 0.000000], r_t=[r= 0.24, prog= 0.24, pen=-0.00, r_old= 0.24], Reward=  0.24 /  0.24 /  15224.45, epsilon=  0.793, speed=  0.08, gear= 1, damage= 0.00
Ep:128 step:20(74221), a_t=[s= 0.06, t= 0.668981, b= 0.000000], r_t=[r= 147.86, prog= 178.34, pen=-30.48, r_old= 147.86], Reward=  1395.80 /  1395.80 /  15224.45, epsilon=  0.793, speed=  63.66, gear= 1, damage= 0.00
Ep:128 step:40(74241), a_t=[s= 1.00, t= 0.588640, b= 0.186194], r_t=[r= 74.83, prog= 174.00, pen=-99.17, r_old= 74.83], Reward=  3609.08 /  3545.20 /  15224.45, epsilon=  0.793, speed=  58.12, gear= 1, damage= 15.00
META = 1 ... Running backwards
=============================================================
 starting episode: 129/2000
Client connected on 3109..............
Ep:129 step:0(74256), a_t=[s= 0.82, t= 0.510377, b= 0.000000], r_t=[r= 0.21, prog= 0.21, pen=-0.00, r_old= 0.21], Reward=  0.21 /  0.21 /  15224.45, epsilon=  0.792, speed=  0.07, gear= 1, damage= 0.00
Ep:129 step:20(74276), a_t=[s= 1.00, t= 0.625796, b= 0.000000], r_t=[r= 170.99, prog= 185.29, pen=-14.29, r_old= 170.99], Reward=  1444.92 /  1444.92 /  15224.45, epsilon=  0.792, speed=  62.66, gear= 1, damage= 0.00
Ep:129 step:40(74296), a_t=[s= 1.00, t= 0.631332, b= 0.000000], r_t=[r= 203.19, prog= 249.98, pen=-46.78, r_old= 203.19], Reward=  5429.39 /  5429.39 /  15224.45, epsilon=  0.792, speed=  83.34, gear= 1, damage= 0.00
Ep:129 step:60(74316), a_t=[s=-0.89, t= 0.619222, b= 0.168447], r_t=[r= 73.11, prog= 198.65, pen=-125.54, r_old= 73.11], Reward=  7607.27 /  7528.52 /  15224.45, epsilon=  0.792, speed=  68.60, gear= 1, damage= 26.00
META = 1 ... Running backwards
=============================================================
 starting episode: 130/2000
Client connected on 3109..............
Ep:130 step:0(74325), a_t=[s= 0.77, t= 0.766482, b= 0.000000], r_t=[r= 0.43, prog= 0.43, pen=-0.00, r_old= 0.43], Reward=  0.43 /  0.43 /  15224.45, epsilon=  0.792, speed=  0.14, gear= 1, damage= 0.00
Ep:130 step:20(74345), a_t=[s= 0.22, t= 0.556692, b= 0.000000], r_t=[r= 177.15, prog= 198.38, pen=-21.23, r_old= 177.15], Reward=  1538.87 /  1538.87 /  15224.45, epsilon=  0.792, speed=  67.46, gear= 1, damage= 0.00
Ep:130 step:40(74365), a_t=[s=-0.91, t= 0.667801, b= 0.107921], r_t=[r= 237.93, prog= 241.36, pen=-3.43, r_old= 237.93], Reward=  5735.92 /  5735.92 /  15224.45, epsilon=  0.792, speed=  80.46, gear= 1, damage= 0.00
META = 1 ... Running backwards
Ep:130 step:60(74385), a_t=[s= 0.33, t= 0.571573, b= 0.142573], r_t=[r= 30.68, prog= 20.56, pen= 10.12, r_old= 30.68], Reward=  7087.36 /  7022.25 /  15224.45, epsilon=  0.792, speed= -18.96, gear= 1, damage= 59.00
=============================================================
 starting episode: 131/2000
Client connected on 3109..............
Ep:131 step:0(74386), a_t=[s= 1.00, t= 0.607911, b= 0.000000], r_t=[r= 0.51, prog= 0.51, pen=-0.00, r_old= 0.51], Reward=  0.51 /  0.51 /  15224.45, epsilon=  0.792, speed=  0.17, gear= 1, damage= 0.00
Ep:131 step:20(74406), a_t=[s= 0.80, t= 0.425120, b= 0.000000], r_t=[r= 124.03, prog= 144.42, pen=-20.39, r_old= 124.03], Reward=  1269.74 /  1269.74 /  15224.45, epsilon=  0.792, speed=  48.15, gear= 1, damage= 0.00
META = 1 ... out of track
Ep:131 step:40(74426), a_t=[s=-0.03, t= 0.684882, b= 0.146388], r_t=[r=-132.28, prog= 228.62, pen=-360.90, r_old=-200.00], Reward=  4681.15 /  4613.43 /  15224.45, epsilon=  0.792, speed=  82.94, gear= 1, damage= 0.00
=============================================================
 starting episode: 132/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:132 step:0(74427), a_t=[s= 0.25, t= 0.601785, b= 0.000000], r_t=[r= 0.40, prog= 0.40, pen=-0.00, r_old= 0.40], Reward=  0.40 /  0.40 /  15224.45, epsilon=  0.792, speed=  0.13, gear= 1, damage= 0.00
Ep:132 step:20(74447), a_t=[s= 0.28, t= 0.649443, b= 0.000000], r_t=[r= 112.41, prog= 155.57, pen=-43.15, r_old= 112.41], Reward=  1299.21 /  1299.21 /  15224.45, epsilon=  0.792, speed=  53.76, gear= 1, damage= 0.00
Ep:132 step:40(74467), a_t=[s= 0.23, t= 0.454234, b= 0.000000], r_t=[r= 186.68, prog= 247.00, pen=-60.32, r_old= 186.68], Reward=  4491.49 /  4491.49 /  15224.45, epsilon=  0.792, speed=  82.34, gear= 1, damage= 0.00
Ep:132 step:60(74487), a_t=[s=-1.00, t= 0.636688, b= 0.128668], r_t=[r= 212.21, prog= 241.53, pen=-29.31, r_old= 212.21], Reward=  7904.58 /  7904.58 /  15224.45, epsilon=  0.792, speed=  81.48, gear= 1, damage= 0.00
Ep:132 step:80(74507), a_t=[s= 1.00, t= 0.531040, b= 0.000000], r_t=[r= 97.12, prog= 169.87, pen=-72.75, r_old= 97.12], Reward=  11353.33 /  11353.33 /  15224.45, epsilon=  0.792, speed=  71.82, gear= 1, damage= 0.00
Ep:132 step:100(74527), a_t=[s= 0.32, t= 0.676965, b= 0.051191], r_t=[r= 80.60, prog= 186.66, pen=-106.06, r_old= 80.60], Reward=  12523.63 /  12393.32 /  15224.45, epsilon=  0.792, speed=  62.32, gear= 1, damage= 277.00
Ep:132 step:120(74547), a_t=[s= 0.45, t= 0.604152, b= 0.156266], r_t=[r=-14.94, prog= 63.66, pen=-78.60, r_old=-14.94], Reward=  13947.22 /  13816.91 /  15224.45, epsilon=  0.792, speed=  50.67, gear= 1, damage= 277.00
META = 1 ... Running backwards
=============================================================
 starting episode: 133/2000
Client connected on 3109..............
Ep:133 step:0(74551), a_t=[s= 0.34, t= 0.677001, b= 0.000000], r_t=[r= 0.01, prog= 0.01, pen=-0.00, r_old= 0.01], Reward=  0.01 /  0.01 /  15224.45, epsilon=  0.791, speed=  0.00, gear= 1, damage= 0.00
Ep:133 step:20(74571), a_t=[s=-0.03, t= 0.449168, b= 0.080780], r_t=[r= 78.23, prog= 135.93, pen=-57.71, r_old= 78.23], Reward=  1072.29 /  1072.29 /  15224.45, epsilon=  0.791, speed=  49.84, gear= 1, damage= 0.00
Ep:133 step:40(74591), a_t=[s= 0.85, t= 0.689331, b= 0.000000], r_t=[r= 136.73, prog= 228.00, pen=-91.27, r_old= 136.73], Reward=  3466.34 /  3466.34 /  15224.45, epsilon=  0.791, speed=  82.88, gear= 1, damage= 0.00
Ep:133 step:60(74611), a_t=[s= 0.26, t= 0.568945, b= 0.102552], r_t=[r=-21.47, prog= 50.03, pen=-71.50, r_old=-21.47], Reward=  4883.24 /  4729.21 /  15224.45, epsilon=  0.791, speed=  30.85, gear= 1, damage= 6.00
META = 1 ... Running backwards
=============================================================
 starting episode: 134/2000
Client connected on 3109..............
Ep:134 step:0(74614), a_t=[s= 0.16, t= 0.575673, b= 0.000000], r_t=[r= 0.52, prog= 0.52, pen=-0.00, r_old= 0.52], Reward=  0.52 /  0.52 /  15224.45, epsilon=  0.791, speed=  0.17, gear= 1, damage= 0.00
