=============================================================
 starting episode: 200/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:200 step:0(96154), a_t=[s= 1.00, t= 1.000000, b= 0.000000], r_t=[r= 0.59, prog= 0.59, pen=-0.00, r_old= 0.59], Reward=  0.59 /  0.59 /  24766.61, epsilon=  0.739, speed=  0.20, gear= 1, damage= 0.00
Ep:220 step:320(101862), a_t=[s=-1.00, t= 1.000000, b= 0.968882], r_t=[r= 0.28, prog= 0.37, pen=-0.09, r_old= 0.28], Reward=  5309.71 /  5309.71 /  24766.61, epsilon=  0.728, speed=  0.12, gear= 1, damage= 0.00
Ep:220 step:340(101882), a_t=[s=-1.00, t= 1.000000, b= 0.969244], r_t=[r= 0.06, prog= 0.08, pen=-0.02, r_old= 0.06], Reward=  5310.99 /  5310.99 /  24766.61, epsilon=  0.728, speed=  0.03, gear= 1, damage= 0.00
Ep:220 step:360(101902), a_t=[s=-1.00, t= 1.000000, b= 0.966304], r_t=[r=-0.20, prog=-0.23, pen= 0.03, r_old=-0.20], Reward=  5311.58 /  5311.58 /  24766.61, epsilon=  0.728, speed= -0.08, gear= 1, damage= 0.00
Ep:220 step:380(101922), a_t=[s=-1.00, t= 1.000000, b= 0.966084], r_t=[r=-0.02, prog=-0.02, pen= 0.00, r_old=-0.02], Reward=  5311.28 /  5311.28 /  24766.61, epsilon=  0.728, speed= -0.01, gear= 1, damage= 0.00
Ep:220 step:400(101942), a_t=[s=-1.00, t= 1.000000, b= 0.966905], r_t=[r= 0.10, prog= 0.14, pen=-0.03, r_old= 0.10], Reward=  5310.69 /  5310.69 /  24766.61, epsilon=  0.728, speed=  0.05, gear= 1, damage= 0.00
Ep:220 step:420(101962), a_t=[s=-1.00, t= 1.000000, b= 0.967191], r_t=[r= 0.09, prog= 0.12, pen=-0.03, r_old= 0.09], Reward=  5311.56 /  5311.56 /  24766.61, epsilon=  0.728, speed=  0.04, gear= 1, damage= 0.00
Ep:220 step:440(101982), a_t=[s=-1.00, t= 1.000000, b= 0.964361], r_t=[r=-0.14, prog=-0.16, pen= 0.02, r_old=-0.14], Reward=  5312.22 /  5312.22 /  24766.61, epsilon=  0.728, speed= -0.05, gear= 1, damage= 0.00
Ep:220 step:460(102002), a_t=[s=-1.00, t= 1.000000, b= 0.964653], r_t=[r=-0.18, prog=-0.21, pen= 0.03, r_old=-0.18], Reward=  5312.48 /  5312.48 /  24766.61, epsilon=  0.728, speed= -0.07, gear= 1, damage= 0.00
Ep:220 step:480(102022), a_t=[s=-1.00, t= 1.000000, b= 0.964315], r_t=[r=-0.05, prog=-0.06, pen= 0.01, r_old=-0.05], Reward=  5312.81 /  5312.81 /  24766.61, epsilon=  0.728, speed= -0.02, gear= 1, damage= 0.00
Ep:220 step:500(102042), a_t=[s=-1.00, t= 1.000000, b= 0.964078], r_t=[r= 0.15, prog= 0.19, pen=-0.05, r_old= 0.15], Reward=  5312.78 /  5312.78 /  24766.61, epsilon=  0.728, speed=  0.07, gear= 1, damage= 0.00
Ep:220 step:520(102062), a_t=[s=-1.00, t= 1.000000, b= 0.964046], r_t=[r=-0.08, prog=-0.09, pen= 0.01, r_old=-0.08], Reward=  5313.70 /  5313.70 /  24766.61, epsilon=  0.728, speed= -0.03, gear= 1, damage= 0.00
Ep:220 step:540(102082), a_t=[s=-1.00, t= 1.000000, b= 0.964813], r_t=[r= 0.05, prog= 0.07, pen=-0.02, r_old= 0.05], Reward=  5314.54 /  5314.54 /  24766.61, epsilon=  0.728, speed=  0.02, gear= 1, damage= 0.00
Ep:220 step:560(102102), a_t=[s=-1.00, t= 1.000000, b= 0.963522], r_t=[r= 0.03, prog= 0.03, pen=-0.01, r_old= 0.03], Reward=  5315.29 /  5315.29 /  24766.61, epsilon=  0.728, speed=  0.01, gear= 1, damage= 0.00
Ep:220 step:580(102122), a_t=[s=-1.00, t= 1.000000, b= 0.963411], r_t=[r= 0.14, prog= 0.19, pen=-0.05, r_old= 0.14], Reward=  5316.12 /  5316.12 /  24766.61, epsilon=  0.728, speed=  0.06, gear= 1, damage= 0.00
Ep:220 step:600(102142), a_t=[s=-1.00, t= 1.000000, b= 0.961718], r_t=[r= 0.02, prog= 0.02, pen=-0.01, r_old= 0.02], Reward=  5317.19 /  5317.19 /  24766.61, epsilon=  0.728, speed=  0.01, gear= 1, damage= 0.00
Ep:220 step:620(102162), a_t=[s=-1.00, t= 1.000000, b= 0.961699], r_t=[r=-0.16, prog=-0.18, pen= 0.02, r_old=-0.16], Reward=  5317.25 /  5317.25 /  24766.61, epsilon=  0.728, speed= -0.06, gear= 1, damage= 0.00
Ep:220 step:640(102182), a_t=[s=-1.00, t= 1.000000, b= 0.962140], r_t=[r= 0.16, prog= 0.21, pen=-0.05, r_old= 0.16], Reward=  5318.85 /  5318.85 /  24766.61, epsilon=  0.728, speed=  0.07, gear= 1, damage= 0.00
Ep:220 step:660(102202), a_t=[s=-1.00, t= 1.000000, b= 0.962974], r_t=[r= 0.10, prog= 0.13, pen=-0.03, r_old= 0.10], Reward=  5319.59 /  5319.59 /  24766.61, epsilon=  0.728, speed=  0.04, gear= 1, damage= 0.00
Ep:220 step:680(102222), a_t=[s=-1.00, t= 1.000000, b= 0.962146], r_t=[r= 0.29, prog= 0.39, pen=-0.09, r_old= 0.29], Reward=  5320.43 /  5320.43 /  24766.61, epsilon=  0.728, speed=  0.13, gear= 1, damage= 0.00
Ep:220 step:700(102242), a_t=[s=-1.00, t= 1.000000, b= 0.961828], r_t=[r= 0.20, prog= 0.27, pen=-0.07, r_old= 0.20], Reward=  5322.07 /  5322.07 /  24766.61, epsilon=  0.728, speed=  0.09, gear= 1, damage= 0.00
Ep:220 step:720(102262), a_t=[s=-1.00, t= 1.000000, b= 0.962278], r_t=[r= 0.05, prog= 0.06, pen=-0.02, r_old= 0.05], Reward=  5321.71 /  5321.71 /  24766.61, epsilon=  0.728, speed=  0.02, gear= 1, damage= 0.00
Ep:220 step:740(102282), a_t=[s=-1.00, t= 1.000000, b= 0.961710], r_t=[r=-0.32, prog=-0.36, pen= 0.04, r_old=-0.32], Reward=  5321.86 /  5321.86 /  24766.61, epsilon=  0.728, speed= -0.12, gear= 1, damage= 0.00
Ep:220 step:760(102302), a_t=[s=-1.00, t= 1.000000, b= 0.961977], r_t=[r= 0.03, prog= 0.04, pen=-0.01, r_old= 0.03], Reward=  5322.90 /  5322.90 /  24766.61, epsilon=  0.728, speed=  0.01, gear= 1, damage= 0.00
Ep:220 step:780(102322), a_t=[s=-1.00, t= 1.000000, b= 0.961589], r_t=[r= 0.07, prog= 0.09, pen=-0.02, r_old= 0.07], Reward=  5323.35 /  5323.35 /  24766.61, epsilon=  0.728, speed=  0.03, gear= 1, damage= 0.00
Ep:220 step:800(102342), a_t=[s=-1.00, t= 1.000000, b= 0.961523], r_t=[r= 0.05, prog= 0.06, pen=-0.01, r_old= 0.05], Reward=  5324.20 /  5324.20 /  24766.61, epsilon=  0.728, speed=  0.02, gear= 1, damage= 0.00
Ep:220 step:820(102362), a_t=[s=-1.00, t= 1.000000, b= 0.962444], r_t=[r=-0.10, prog=-0.12, pen= 0.01, r_old=-0.10], Reward=  5323.70 /  5323.70 /  24766.61, epsilon=  0.728, speed= -0.04, gear= 1, damage= 0.00
Ep:220 step:840(102382), a_t=[s=-1.00, t= 1.000000, b= 0.963271], r_t=[r= 0.28, prog= 0.37, pen=-0.09, r_old= 0.28], Reward=  5324.18 /  5324.18 /  24766.61, epsilon=  0.728, speed=  0.12, gear= 1, damage= 0.00
Ep:220 step:860(102402), a_t=[s=-1.00, t= 1.000000, b= 0.961656], r_t=[r=-0.12, prog=-0.13, pen= 0.02, r_old=-0.12], Reward=  5324.93 /  5324.93 /  24766.61, epsilon=  0.728, speed= -0.05, gear= 1, damage= 0.00
Ep:220 step:880(102422), a_t=[s=-1.00, t= 1.000000, b= 0.961522], r_t=[r=-0.14, prog=-0.16, pen= 0.02, r_old=-0.14], Reward=  5325.71 /  5325.71 /  24766.61, epsilon=  0.728, speed= -0.06, gear= 1, damage= 0.00
Ep:220 step:900(102442), a_t=[s=-1.00, t= 1.000000, b= 0.962699], r_t=[r=-0.09, prog=-0.10, pen= 0.01, r_old=-0.09], Reward=  5327.26 /  5327.26 /  24766.61, epsilon=  0.728, speed= -0.03, gear= 1, damage= 0.00
Ep:220 step:920(102462), a_t=[s=-1.00, t= 1.000000, b= 0.961717], r_t=[r=-0.04, prog=-0.04, pen= 0.00, r_old=-0.04], Reward=  5327.78 /  5327.78 /  24766.61, epsilon=  0.728, speed= -0.01, gear= 1, damage= 0.00
Ep:220 step:940(102482), a_t=[s=-1.00, t= 1.000000, b= 0.961582], r_t=[r=-0.10, prog=-0.11, pen= 0.01, r_old=-0.10], Reward=  5327.51 /  5327.51 /  24766.61, epsilon=  0.728, speed= -0.04, gear= 1, damage= 0.00
Ep:220 step:960(102502), a_t=[s=-1.00, t= 1.000000, b= 0.963318], r_t=[r= 0.03, prog= 0.04, pen=-0.01, r_old= 0.03], Reward=  5328.34 /  5328.34 /  24766.61, epsilon=  0.728, speed=  0.01, gear= 1, damage= 0.00
Ep:220 step:980(102522), a_t=[s=-1.00, t= 1.000000, b= 0.962989], r_t=[r= 0.01, prog= 0.01, pen=-0.00, r_old= 0.01], Reward=  5329.60 /  5329.60 /  24766.61, epsilon=  0.728, speed=  0.00, gear= 1, damage= 0.00
Ep:220 step:1000(102542), a_t=[s=-1.00, t= 1.000000, b= 0.963180], r_t=[r= 0.03, prog= 0.04, pen=-0.01, r_old= 0.03], Reward=  5330.11 /  5330.11 /  24766.61, epsilon=  0.728, speed=  0.01, gear= 1, damage= 0.00
Ep:220 step:1020(102562), a_t=[s=-1.00, t= 1.000000, b= 0.963731], r_t=[r= 0.07, prog= 0.09, pen=-0.02, r_old= 0.07], Reward=  5331.57 /  5331.57 /  24766.61, epsilon=  0.728, speed=  0.03, gear= 1, damage= 0.00
Ep:220 step:1040(102582), a_t=[s=-1.00, t= 1.000000, b= 0.964807], r_t=[r= 0.05, prog= 0.06, pen=-0.02, r_old= 0.05], Reward=  5332.35 /  5332.35 /  24766.61, epsilon=  0.728, speed=  0.02, gear= 1, damage= 0.00
Ep:220 step:1060(102602), a_t=[s=-1.00, t= 1.000000, b= 0.967977], r_t=[r= 0.05, prog= 0.07, pen=-0.02, r_old= 0.05], Reward=  5333.26 /  5333.26 /  24766.61, epsilon=  0.728, speed=  0.02, gear= 1, damage= 0.00
Ep:220 step:1080(102622), a_t=[s=-1.00, t= 1.000000, b= 0.965497], r_t=[r=-0.03, prog=-0.03, pen= 0.00, r_old=-0.03], Reward=  5333.75 /  5333.75 /  24766.61, epsilon=  0.728, speed= -0.01, gear= 1, damage= 0.00
Ep:220 step:1100(102642), a_t=[s=-1.00, t= 1.000000, b= 0.964966], r_t=[r= 0.17, prog= 0.23, pen=-0.06, r_old= 0.17], Reward=  5334.88 /  5334.88 /  24766.61, epsilon=  0.728, speed=  0.08, gear= 1, damage= 0.00
Ep:220 step:1120(102662), a_t=[s=-1.00, t= 1.000000, b= 0.971555], r_t=[r= 0.15, prog= 0.20, pen=-0.05, r_old= 0.15], Reward=  5336.31 /  5336.31 /  24766.61, epsilon=  0.728, speed=  0.07, gear= 1, damage= 0.00
Ep:220 step:1140(102682), a_t=[s=-1.00, t= 1.000000, b= 0.972184], r_t=[r= 0.33, prog= 0.44, pen=-0.11, r_old= 0.33], Reward=  5337.18 /  5337.18 /  24766.61, epsilon=  0.728, speed=  0.15, gear= 1, damage= 0.00
Ep:220 step:1160(102702), a_t=[s=-1.00, t= 1.000000, b= 0.972042], r_t=[r=-0.03, prog=-0.03, pen= 0.00, r_old=-0.03], Reward=  5338.74 /  5338.74 /  24766.61, epsilon=  0.728, speed= -0.01, gear= 1, damage= 0.00
Ep:220 step:1180(102722), a_t=[s=-1.00, t= 1.000000, b= 0.975184], r_t=[r= 0.08, prog= 0.11, pen=-0.03, r_old= 0.08], Reward=  5340.32 /  5340.32 /  24766.61, epsilon=  0.728, speed=  0.04, gear= 1, damage= 0.00
Ep:220 step:1200(102742), a_t=[s=-1.00, t= 1.000000, b= 0.975110], r_t=[r= 0.14, prog= 0.18, pen=-0.05, r_old= 0.14], Reward=  5341.76 /  5341.76 /  24766.61, epsilon=  0.728, speed=  0.06, gear= 1, damage= 0.00
Ep:220 step:1220(102762), a_t=[s=-1.00, t= 1.000000, b= 0.976579], r_t=[r= 0.06, prog= 0.09, pen=-0.02, r_old= 0.06], Reward=  5342.44 /  5342.44 /  24766.61, epsilon=  0.728, speed=  0.03, gear= 1, damage= 0.00
Ep:220 step:1240(102782), a_t=[s=-1.00, t= 1.000000, b= 0.975460], r_t=[r=-0.03, prog=-0.04, pen= 0.00, r_old=-0.03], Reward=  5343.91 /  5343.91 /  24766.61, epsilon=  0.728, speed= -0.01, gear= 1, damage= 0.00
Ep:220 step:1260(102802), a_t=[s=-1.00, t= 1.000000, b= 0.973711], r_t=[r=-0.15, prog=-0.16, pen= 0.02, r_old=-0.15], Reward=  5344.10 /  5344.10 /  24766.61, epsilon=  0.728, speed= -0.06, gear= 1, damage= 0.00
Ep:220 step:1280(102822), a_t=[s=-1.00, t= 1.000000, b= 0.974377], r_t=[r= 0.18, prog= 0.24, pen=-0.06, r_old= 0.18], Reward=  5344.46 /  5344.46 /  24766.61, epsilon=  0.728, speed=  0.08, gear= 1, damage= 0.00
Ep:220 step:1300(102842), a_t=[s=-1.00, t= 1.000000, b= 0.973253], r_t=[r= 0.16, prog= 0.21, pen=-0.05, r_old= 0.16], Reward=  5345.79 /  5345.79 /  24766.61, epsilon=  0.728, speed=  0.07, gear= 1, damage= 0.00
Ep:220 step:1320(102862), a_t=[s=-1.00, t= 1.000000, b= 0.974261], r_t=[r= 0.20, prog= 0.27, pen=-0.07, r_old= 0.20], Reward=  5347.25 /  5347.25 /  24766.61, epsilon=  0.728, speed=  0.09, gear= 1, damage= 0.00
Ep:220 step:1340(102882), a_t=[s=-1.00, t= 1.000000, b= 0.974659], r_t=[r= 0.17, prog= 0.22, pen=-0.06, r_old= 0.17], Reward=  5347.48 /  5347.48 /  24766.61, epsilon=  0.728, speed=  0.08, gear= 1, damage= 0.00
Ep:220 step:1360(102902), a_t=[s=-1.00, t= 1.000000, b= 0.975641], r_t=[r= 0.03, prog= 0.04, pen=-0.01, r_old= 0.03], Reward=  5348.13 /  5348.13 /  24766.61, epsilon=  0.728, speed=  0.01, gear= 1, damage= 0.00
Ep:220 step:1380(102922), a_t=[s=-1.00, t= 1.000000, b= 0.974079], r_t=[r=-0.13, prog=-0.14, pen= 0.02, r_old=-0.13], Reward=  5348.95 /  5348.95 /  24766.61, epsilon=  0.728, speed= -0.05, gear= 1, damage= 0.00
Ep:220 step:1400(102942), a_t=[s=-1.00, t= 1.000000, b= 0.972434], r_t=[r= 0.32, prog= 0.43, pen=-0.11, r_old= 0.32], Reward=  5350.15 /  5350.15 /  24766.61, epsilon=  0.728, speed=  0.15, gear= 1, damage= 0.00
Ep:220 step:1420(102962), a_t=[s=-1.00, t= 1.000000, b= 0.971532], r_t=[r= 0.00, prog= 0.01, pen=-0.00, r_old= 0.00], Reward=  5350.63 /  5350.63 /  24766.61, epsilon=  0.728, speed=  0.00, gear= 1, damage= 0.00
Ep:220 step:1440(102982), a_t=[s=-1.00, t= 1.000000, b= 0.972291], r_t=[r= 0.22, prog= 0.29, pen=-0.07, r_old= 0.22], Reward=  5351.45 /  5351.45 /  24766.61, epsilon=  0.728, speed=  0.10, gear= 1, damage= 0.00
Ep:220 step:1460(103002), a_t=[s=-1.00, t= 1.000000, b= 0.973316], r_t=[r=-0.10, prog=-0.11, pen= 0.01, r_old=-0.10], Reward=  5351.78 /  5351.78 /  24766.61, epsilon=  0.728, speed= -0.04, gear= 1, damage= 0.00
Ep:220 step:1480(103022), a_t=[s=-1.00, t= 1.000000, b= 0.975640], r_t=[r=-0.03, prog=-0.04, pen= 0.00, r_old=-0.03], Reward=  5352.42 /  5352.42 /  24766.61, epsilon=  0.728, speed= -0.01, gear= 1, damage= 0.00
Ep:220 step:1500(103042), a_t=[s=-1.00, t= 1.000000, b= 0.975568], r_t=[r=-0.01, prog=-0.01, pen= 0.00, r_old=-0.01], Reward=  5352.97 /  5352.97 /  24766.61, epsilon=  0.728, speed= -0.00, gear= 1, damage= 0.00
Ep:220 step:1520(103062), a_t=[s=-1.00, t= 1.000000, b= 0.976053], r_t=[r=-0.28, prog=-0.31, pen= 0.03, r_old=-0.28], Reward=  5353.31 /  5353.31 /  24766.61, epsilon=  0.728, speed= -0.11, gear= 1, damage= 0.00
Ep:220 step:1540(103082), a_t=[s=-1.00, t= 1.000000, b= 0.975870], r_t=[r=-0.07, prog=-0.08, pen= 0.01, r_old=-0.07], Reward=  5353.86 /  5353.86 /  24766.61, epsilon=  0.728, speed= -0.03, gear= 1, damage= 0.00
Ep:220 step:1560(103102), a_t=[s=-1.00, t= 1.000000, b= 0.974783], r_t=[r= 0.00, prog= 0.00, pen=-0.00, r_old= 0.00], Reward=  5355.19 /  5355.19 /  24766.61, epsilon=  0.728, speed=  0.00, gear= 1, damage= 0.00
Ep:220 step:1580(103122), a_t=[s=-1.00, t= 1.000000, b= 0.973558], r_t=[r= 0.06, prog= 0.08, pen=-0.02, r_old= 0.06], Reward=  5356.68 /  5356.68 /  24766.61, epsilon=  0.728, speed=  0.03, gear= 1, damage= 0.00
Ep:220 step:1600(103142), a_t=[s=-1.00, t= 1.000000, b= 0.974850], r_t=[r= 0.04, prog= 0.06, pen=-0.01, r_old= 0.04], Reward=  5357.02 /  5357.02 /  24766.61, epsilon=  0.728, speed=  0.02, gear= 1, damage= 0.00
Ep:220 step:1620(103162), a_t=[s=-1.00, t= 1.000000, b= 0.976700], r_t=[r=-0.08, prog=-0.09, pen= 0.01, r_old=-0.08], Reward=  5358.20 /  5358.20 /  24766.61, epsilon=  0.728, speed= -0.03, gear= 1, damage= 0.00
Ep:220 step:1640(103182), a_t=[s=-1.00, t= 1.000000, b= 0.978280], r_t=[r=-0.06, prog=-0.06, pen= 0.01, r_old=-0.06], Reward=  5358.56 /  5358.56 /  24766.61, epsilon=  0.728, speed= -0.02, gear= 1, damage= 0.00
Ep:220 step:1660(103202), a_t=[s=-1.00, t= 1.000000, b= 0.978948], r_t=[r= 0.04, prog= 0.05, pen=-0.01, r_old= 0.04], Reward=  5359.06 /  5359.06 /  24766.61, epsilon=  0.728, speed=  0.02, gear= 1, damage= 0.00
Ep:220 step:1680(103222), a_t=[s=-1.00, t= 1.000000, b= 0.978630], r_t=[r=-0.07, prog=-0.08, pen= 0.01, r_old=-0.07], Reward=  5358.73 /  5358.73 /  24766.61, epsilon=  0.728, speed= -0.03, gear= 1, damage= 0.00
Ep:220 step:1700(103242), a_t=[s=-1.00, t= 1.000000, b= 0.977674], r_t=[r= 0.08, prog= 0.10, pen=-0.03, r_old= 0.08], Reward=  5359.23 /  5359.23 /  24766.61, epsilon=  0.728, speed=  0.03, gear= 1, damage= 0.00
Ep:220 step:1720(103262), a_t=[s=-1.00, t= 1.000000, b= 0.977506], r_t=[r= 0.00, prog= 0.00, pen=-0.00, r_old= 0.00], Reward=  5358.89 /  5358.89 /  24766.61, epsilon=  0.728, speed=  0.00, gear= 1, damage= 0.00
Ep:220 step:1740(103282), a_t=[s=-1.00, t= 1.000000, b= 0.977972], r_t=[r=-0.14, prog=-0.16, pen= 0.02, r_old=-0.14], Reward=  5359.82 /  5359.82 /  24766.61, epsilon=  0.728, speed= -0.05, gear= 1, damage= 0.00
Ep:220 step:1760(103302), a_t=[s=-1.00, t= 1.000000, b= 0.977188], r_t=[r= 0.12, prog= 0.16, pen=-0.04, r_old= 0.12], Reward=  5360.13 /  5360.13 /  24766.61, epsilon=  0.728, speed=  0.06, gear= 1, damage= 0.00
Ep:220 step:1780(103322), a_t=[s=-1.00, t= 1.000000, b= 0.977471], r_t=[r= 0.30, prog= 0.40, pen=-0.10, r_old= 0.30], Reward=  5361.54 /  5361.54 /  24766.61, epsilon=  0.728, speed=  0.14, gear= 1, damage= 0.00
Ep:220 step:1800(103342), a_t=[s=-1.00, t= 1.000000, b= 0.977840], r_t=[r= 0.23, prog= 0.32, pen=-0.08, r_old= 0.23], Reward=  5362.98 /  5362.98 /  24766.61, epsilon=  0.728, speed=  0.11, gear= 1, damage= 0.00
Ep:220 step:1820(103362), a_t=[s=-1.00, t= 1.000000, b= 0.976874], r_t=[r= 0.03, prog= 0.04, pen=-0.01, r_old= 0.03], Reward=  5363.91 /  5363.91 /  24766.61, epsilon=  0.728, speed=  0.01, gear= 1, damage= 0.00
Ep:220 step:1840(103382), a_t=[s=-1.00, t= 1.000000, b= 0.976214], r_t=[r= 0.17, prog= 0.23, pen=-0.06, r_old= 0.17], Reward=  5364.55 /  5364.55 /  24766.61, epsilon=  0.728, speed=  0.08, gear= 1, damage= 0.00
Ep:220 step:1860(103402), a_t=[s=-1.00, t= 1.000000, b= 0.975613], r_t=[r= 0.04, prog= 0.05, pen=-0.01, r_old= 0.04], Reward=  5364.95 /  5364.95 /  24766.61, epsilon=  0.728, speed=  0.02, gear= 1, damage= 0.00
Ep:220 step:1880(103422), a_t=[s=-1.00, t= 1.000000, b= 0.975293], r_t=[r= 0.02, prog= 0.03, pen=-0.01, r_old= 0.02], Reward=  5365.80 /  5365.80 /  24766.61, epsilon=  0.728, speed=  0.01, gear= 1, damage= 0.00
Ep:220 step:1900(103442), a_t=[s=-1.00, t= 1.000000, b= 0.974222], r_t=[r= 0.07, prog= 0.09, pen=-0.02, r_old= 0.07], Reward=  5366.06 /  5366.06 /  24766.61, epsilon=  0.728, speed=  0.03, gear= 1, damage= 0.00
Ep:220 step:1920(103462), a_t=[s=-1.00, t= 1.000000, b= 0.973572], r_t=[r=-0.05, prog=-0.05, pen= 0.01, r_old=-0.05], Reward=  5366.67 /  5366.67 /  24766.61, epsilon=  0.728, speed= -0.02, gear= 1, damage= 0.00
Ep:220 step:1940(103482), a_t=[s=-1.00, t= 1.000000, b= 0.975971], r_t=[r= 0.15, prog= 0.20, pen=-0.05, r_old= 0.15], Reward=  5367.57 /  5367.57 /  24766.61, epsilon=  0.728, speed=  0.07, gear= 1, damage= 0.00
Ep:220 step:1960(103502), a_t=[s=-1.00, t= 1.000000, b= 0.975485], r_t=[r=-0.20, prog=-0.22, pen= 0.02, r_old=-0.20], Reward=  5367.71 /  5367.71 /  24766.61, epsilon=  0.728, speed= -0.08, gear= 1, damage= 0.00
Ep:220 step:1980(103522), a_t=[s=-1.00, t= 1.000000, b= 0.973605], r_t=[r=-0.02, prog=-0.02, pen= 0.00, r_old=-0.02], Reward=  5368.33 /  5368.33 /  24766.61, epsilon=  0.728, speed= -0.01, gear= 1, damage= 0.00
=============================================================
 starting episode: 221/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:221 step:0(103542), a_t=[s= 0.24, t= 0.638507, b= 0.000000], r_t=[r= 0.38, prog= 0.38, pen=-0.00, r_old= 0.38], Reward=  0.38 /  0.38 /  24766.61, epsilon=  0.728, speed=  0.13, gear= 1, damage= 0.00
Ep:221 step:20(103562), a_t=[s= 1.00, t= 0.661799, b= 0.000000], r_t=[r= 164.26, prog= 177.96, pen=-13.70, r_old= 164.26], Reward=  1439.18 /  1439.18 /  24766.61, epsilon=  0.728, speed=  59.33, gear= 1, damage= 0.00
Ep:221 step:40(103582), a_t=[s= 0.30, t= 0.654176, b= 0.000000], r_t=[r= 219.34, prog= 242.29, pen=-22.95, r_old= 219.34], Reward=  5199.37 /  5199.37 /  24766.61, epsilon=  0.728, speed=  80.81, gear= 1, damage= 0.00
Ep:221 step:60(103602), a_t=[s=-0.67, t= 0.508814, b= 0.208920], r_t=[r= 178.42, prog= 221.87, pen=-43.45, r_old= 178.42], Reward=  9213.31 /  9213.31 /  24766.61, epsilon=  0.728, speed=  74.27, gear= 1, damage= 0.00
Ep:221 step:80(103622), a_t=[s=-0.94, t= 0.763097, b= 0.155378], r_t=[r= 200.38, prog= 239.77, pen=-39.39, r_old= 200.38], Reward=  13194.77 /  13194.77 /  24766.61, epsilon=  0.728, speed=  80.16, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 222/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:222 step:0(103639), a_t=[s= 1.00, t= 0.752012, b= 0.000000], r_t=[r= 0.68, prog= 0.68, pen=-0.00, r_old= 0.68], Reward=  0.68 /  0.68 /  24766.61, epsilon=  0.728, speed=  0.23, gear= 1, damage= 0.00
Ep:222 step:20(103659), a_t=[s=-0.00, t= 0.835036, b= 0.000000], r_t=[r= 120.18, prog= 172.47, pen=-52.29, r_old= 120.18], Reward=  1415.50 /  1415.50 /  24766.61, epsilon=  0.728, speed=  59.79, gear= 1, damage= 0.00
Ep:222 step:40(103679), a_t=[s=-0.44, t= 0.639217, b= 0.138886], r_t=[r= 66.46, prog= 169.85, pen=-103.39, r_old= 66.46], Reward=  3462.50 /  3373.01 /  24766.61, epsilon=  0.728, speed=  76.88, gear= 1, damage= 4.00
Ep:222 step:60(103699), a_t=[s= 0.93, t= 0.616814, b= 0.000000], r_t=[r= 117.13, prog= 247.32, pen=-130.19, r_old= 117.13], Reward=  6262.64 /  6067.48 /  24766.61, epsilon=  0.728, speed=  82.44, gear= 1, damage= 11.00
Ep:222 step:80(103719), a_t=[s=-0.32, t= 0.563133, b= 0.000000], r_t=[r=-0.14, prog= 0.12, pen=-0.26, r_old=-0.14], Reward=  5618.60 /  5438.17 /  24766.61, epsilon=  0.728, speed=  0.11, gear= 1, damage= 1084.00
Ep:222 step:100(103739), a_t=[s=-0.22, t= 0.598311, b= 0.000000], r_t=[r=-0.21, prog= 0.23, pen=-0.44, r_old=-0.21], Reward=  5616.08 /  5435.66 /  24766.61, epsilon=  0.728, speed=  0.18, gear= 1, damage= 1084.00
Ep:222 step:120(103759), a_t=[s=-0.90, t= 0.680958, b= 0.000000], r_t=[r=-0.18, prog= 0.30, pen=-0.48, r_old=-0.18], Reward=  5612.51 /  5432.08 /  24766.61, epsilon=  0.727, speed=  0.20, gear= 1, damage= 1084.00
Ep:222 step:140(103779), a_t=[s= 0.86, t= 0.762961, b= 0.000000], r_t=[r=-0.13, prog= 0.36, pen=-0.49, r_old=-0.13], Reward=  5609.49 /  5429.06 /  24766.61, epsilon=  0.727, speed=  0.21, gear= 1, damage= 1084.00
Ep:222 step:160(103799), a_t=[s=-0.20, t= 0.664529, b= 0.000000], r_t=[r=-0.21, prog= 0.74, pen=-0.95, r_old=-0.21], Reward=  5607.18 /  5426.75 /  24766.61, epsilon=  0.727, speed=  0.41, gear= 1, damage= 1084.00
Ep:222 step:180(103819), a_t=[s=-0.88, t= 0.663213, b= 0.000000], r_t=[r=-0.05, prog= 0.26, pen=-0.32, r_old=-0.05], Reward=  5605.16 /  5424.73 /  24766.61, epsilon=  0.727, speed=  0.14, gear= 1, damage= 1084.00
Ep:222 step:200(103839), a_t=[s= 0.32, t= 0.651327, b= 0.000000], r_t=[r=-0.01, prog= 0.95, pen=-0.96, r_old=-0.01], Reward=  5603.53 /  5423.10 /  24766.61, epsilon=  0.727, speed=  0.44, gear= 1, damage= 1084.00
Ep:222 step:220(103859), a_t=[s=-0.06, t= 0.724244, b= 0.000000], r_t=[r= 0.11, prog= 1.46, pen=-1.35, r_old= 0.11], Reward=  5604.23 /  5423.80 /  24766.61, epsilon=  0.727, speed=  0.63, gear= 1, damage= 1084.00
