=============================================================
 starting episode: 0/2000
Client connected on 3107..............
Ep:0 step:0(1), a_t=[s=-0.10, t= 0.491327, b= 0.000000], r_t=[r= 0.38, prog= 0.38, pen=-0.00, r_old= 0.38], Reward=  0.38 /  0.38 / -inf, epsilon=  1.000, speed=  0.13, gear= 0, damage= 0.00
 starting episode: 11/2000
Client connected on 3107..............
Ep:11 step:0(7197), a_t=[s= 1.00, t= 0.530768, b= 0.000000], r_t=[r= 0.43, prog= 0.43, pen=-0.00, r_old= 0.43], Reward=  0.43 /  0.43 /  8387.14, epsilon=  0.976, speed=  0.14, gear= 1, damage= 0.00
Ep:11 step:20(7217), a_t=[s= 0.30, t= 0.667085, b= 0.000000], r_t=[r= 75.44, prog= 95.02, pen=-19.57, r_old= 75.44], Reward=  781.72 /  781.72 /  8387.14, epsilon=  0.976, speed=  31.94, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 12/2000
### TORCS is RELAUNCHED ###
Client connected on 3107..............
Ep:12 step:0(7227), a_t=[s= 0.83, t= 0.379870, b= 0.000000], r_t=[r= 0.48, prog= 0.48, pen=-0.00, r_old= 0.48], Reward=  0.48 /  0.48 /  8387.14, epsilon=  0.976, speed=  0.16, gear= 1, damage= 0.00
Ep:12 step:20(7247), a_t=[s= 0.60, t= 0.520091, b= 0.000000], r_t=[r= 75.16, prog= 108.59, pen=-33.42, r_old= 75.16], Reward=  928.13 /  928.13 /  8387.14, epsilon=  0.976, speed=  38.84, gear= 1, damage= 0.00
Ep:12 step:40(7267), a_t=[s= 0.27, t= 0.422224, b= 0.000000], r_t=[r= 42.51, prog= 126.52, pen=-84.01, r_old= 42.51], Reward=  1794.71 /  1769.76 /  8387.14, epsilon=  0.976, speed=  42.40, gear= 1, damage= 40.00
Ep:12 step:60(7287), a_t=[s= 0.79, t= 0.586842, b= 0.000000], r_t=[r= 9.44, prog= 69.29, pen=-59.86, r_old= 9.44], Reward=  2263.40 /  2234.24 /  8387.14, epsilon=  0.976, speed=  28.46, gear= 1, damage= 414.00
META = 1 ... Running backwards
=============================================================
 starting episode: 13/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:13 step:0(7295), a_t=[s= 0.68, t= 0.475223, b= 0.000000], r_t=[r= 0.67, prog= 0.67, pen=-0.00, r_old= 0.67], Reward=  0.67 /  0.67 /  8387.14, epsilon=  0.976, speed=  0.22, gear= 1, damage= 0.00
Ep:13 step:20(7315), a_t=[s= 0.14, t= 0.524322, b= 0.000000], r_t=[r= 33.00, prog= 111.52, pen=-78.52, r_old= 33.00], Reward=  832.40 /  832.40 /  8387.14, epsilon=  0.976, speed=  46.22, gear= 1, damage= 0.00
Ep:13 step:40(7335), a_t=[s= 0.27, t= 0.545008, b= 0.000000], r_t=[r= 146.01, prog= 178.74, pen=-32.73, r_old= 146.01], Reward=  2796.84 /  2796.84 /  8387.14, epsilon=  0.976, speed=  60.61, gear= 2, damage= 0.00
Ep:13 step:60(7355), a_t=[s=-0.83, t= 0.467285, b= 0.000000], r_t=[r=-0.11, prog= 0.12, pen=-0.23, r_old=-0.11], Reward=  2956.77 /  2956.49 /  8387.14, epsilon=  0.975, speed=  0.10, gear= 1, damage= 181.00
Ep:13 step:80(7375), a_t=[s= 0.09, t= 0.352760, b= 0.000000], r_t=[r=-0.05, prog= 0.06, pen=-0.12, r_old=-0.05], Reward=  2954.20 /  2953.93 /  8387.14, epsilon=  0.975, speed=  0.05, gear= 1, damage= 181.00
Ep:13 step:100(7395), a_t=[s=-0.22, t= 0.635726, b= 0.000000], r_t=[r=-0.14, prog= 0.17, pen=-0.31, r_old=-0.14], Reward=  2952.65 /  2952.37 /  8387.14, epsilon=  0.975, speed=  0.13, gear= 1, damage= 181.00
Ep:13 step:120(7415), a_t=[s=-0.72, t= 0.407373, b= 0.028618], r_t=[r=-0.05, prog= 0.09, pen=-0.14, r_old=-0.05], Reward=  2949.52 /  2949.25 /  8387.14, epsilon=  0.975, speed=  0.06, gear= 1, damage= 181.00
Ep:13 step:140(7435), a_t=[s= 1.00, t= 0.713908, b= 0.000000], r_t=[r=-0.21, prog= 0.45, pen=-0.66, r_old=-0.21], Reward=  2947.48 /  2947.20 /  8387.14, epsilon=  0.975, speed=  0.28, gear= 1, damage= 181.00
Ep:13 step:160(7455), a_t=[s=-0.03, t= 0.491898, b= 0.000000], r_t=[r=-0.02, prog= 0.05, pen=-0.06, r_old=-0.02], Reward=  2945.27 /  2944.99 /  8387.14, epsilon=  0.975, speed=  0.03, gear= 1, damage= 181.00
Ep:13 step:180(7475), a_t=[s=-0.22, t= 0.552014, b= 0.000000], r_t=[r=-0.07, prog= 0.34, pen=-0.40, r_old=-0.07], Reward=  2943.34 /  2943.06 /  8387.14, epsilon=  0.975, speed=  0.18, gear= 1, damage= 181.00
Ep:13 step:200(7495), a_t=[s= 0.21, t= 0.400755, b= 0.000000], r_t=[r=-0.04, prog= 0.24, pen=-0.29, r_old=-0.04], Reward=  2941.91 /  2941.64 /  8387.14, epsilon=  0.975, speed=  0.13, gear= 1, damage= 181.00
Ep:13 step:220(7515), a_t=[s=-0.29, t= 0.504357, b= 0.000000], r_t=[r=-0.02, prog= 0.54, pen=-0.56, r_old=-0.02], Reward=  2940.72 /  2940.45 /  8387.14, epsilon=  0.975, speed=  0.26, gear= 1, damage= 181.00
Ep:13 step:240(7535), a_t=[s=-0.12, t= 0.522653, b= 0.000000], r_t=[r= 0.01, prog= 0.89, pen=-0.88, r_old= 0.01], Reward=  2940.60 /  2940.32 /  8387.14, epsilon=  0.975, speed=  0.41, gear= 1, damage= 181.00
Ep:13 step:260(7555), a_t=[s=-0.24, t= 0.480261, b= 0.000000], r_t=[r= 0.12, prog= 1.14, pen=-1.02, r_old= 0.12], Reward=  2942.02 /  2941.74 /  8387.14, epsilon=  0.975, speed=  0.48, gear= 1, damage= 181.00
Ep:13 step:280(7575), a_t=[s= 1.00, t= 0.519514, b= 0.000000], r_t=[r= 0.20, prog= 1.15, pen=-0.95, r_old= 0.20], Reward=  2946.19 /  2945.91 /  8387.14, epsilon=  0.975, speed=  0.46, gear= 1, damage= 181.00
Ep:13 step:300(7595), a_t=[s=-0.14, t= 0.445166, b= 0.000000], r_t=[r= 1.30, prog= 4.53, pen=-3.23, r_old= 1.30], Reward=  2965.21 /  2964.93 /  8387.14, epsilon=  0.975, speed=  1.65, gear= 1, damage= 181.00
Ep:13 step:320(7615), a_t=[s=-0.55, t= 0.415294, b= 0.000000], r_t=[r= 53.51, prog= 112.51, pen=-59.00, r_old= 53.51], Reward=  3375.77 /  3375.50 /  8387.14, epsilon=  0.975, speed=  37.51, gear= 1, damage= 181.00
Ep:13 step:340(7635), a_t=[s= 0.11, t= 0.435484, b= 0.000000], r_t=[r= 131.11, prog= 197.65, pen=-66.54, r_old= 131.11], Reward=  4949.72 /  4885.02 /  8387.14, epsilon=  0.975, speed=  66.09, gear= 2, damage= 184.00
Ep:13 step:360(7655), a_t=[s=-1.00, t= 0.568016, b= 0.000000], r_t=[r= 47.75, prog= 154.05, pen=-106.30, r_old= 47.75], Reward=  6239.00 /  6107.54 /  8387.14, epsilon=  0.974, speed=  55.05, gear= 2, damage= 200.00
META = 1 ... Running backwards
=============================================================
 starting episode: 14/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:14 step:0(7669), a_t=[s= 0.74, t= 0.429090, b= 0.000000], r_t=[r= 0.34, prog= 0.35, pen=-0.00, r_old= 0.34], Reward=  0.34 /  0.34 /  8387.14, epsilon=  0.974, speed=  0.12, gear= 1, damage= 0.00
Ep:14 step:20(7689), a_t=[s=-0.96, t= 0.518105, b= 0.000000], r_t=[r= 57.11, prog= 144.52, pen=-87.41, r_old= 57.11], Reward=  785.70 /  785.70 /  8387.14, epsilon=  0.974, speed=  50.56, gear= 1, damage= 0.00
Ep:14 step:40(7709), a_t=[s= 0.21, t= 0.599211, b= 0.000000], r_t=[r= 132.83, prog= 198.84, pen=-66.00, r_old= 132.83], Reward=  2607.73 /  2607.73 /  8387.14, epsilon=  0.974, speed=  67.08, gear= 2, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 15/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:15 step:0(7721), a_t=[s= 0.55, t= 0.566811, b= 0.000000], r_t=[r= 0.50, prog= 0.50, pen=-0.00, r_old= 0.50], Reward=  0.50 /  0.50 /  8387.14, epsilon=  0.974, speed=  0.17, gear= 1, damage= 0.00
Ep:15 step:20(7741), a_t=[s= 0.90, t= 0.542299, b= 0.000000], r_t=[r= 62.09, prog= 135.79, pen=-73.69, r_old= 62.09], Reward=  913.42 /  913.42 /  8387.14, epsilon=  0.974, speed=  50.57, gear= 1, damage= 0.00
Ep:15 step:40(7761), a_t=[s= 0.12, t= 0.486379, b= 0.000000], r_t=[r= 95.72, prog= 191.80, pen=-96.08, r_old= 95.72], Reward=  2821.03 /  2821.03 /  8387.14, epsilon=  0.974, speed=  70.95, gear= 2, damage= 0.00
Ep:15 step:60(7781), a_t=[s=-1.00, t= 0.538604, b= 0.000000], r_t=[r=-13.69, prog= 42.69, pen=-56.37, r_old=-13.69], Reward=  3877.50 /  3892.98 /  8387.14, epsilon=  0.974, speed=  24.57, gear= 1, damage= 754.00
Ep:15 step:80(7801), a_t=[s= 0.07, t= 0.550223, b= 0.000000], r_t=[r=-0.01, prog= 0.67, pen=-0.68, r_old=-0.01], Reward=  3833.52 /  3849.00 /  8387.14, epsilon=  0.974, speed=  0.31, gear= 1, damage= 754.00
Ep:15 step:100(7821), a_t=[s= 0.93, t= 0.477222, b= 0.000000], r_t=[r= 0.03, prog= 0.44, pen=-0.41, r_old= 0.03], Reward=  3833.97 /  3849.45 /  8387.14, epsilon=  0.974, speed=  0.19, gear= 1, damage= 754.00
Ep:15 step:120(7841), a_t=[s=-0.43, t= 0.600076, b= 0.000000], r_t=[r= 0.35, prog= 2.17, pen=-1.82, r_old= 0.35], Reward=  3837.83 /  3853.31 /  8387.14, epsilon=  0.974, speed=  0.87, gear= 1, damage= 754.00
Ep:15 step:140(7861), a_t=[s=-0.62, t= 0.613999, b= 0.000000], r_t=[r= 1.53, prog= 6.07, pen=-4.55, r_old= 1.53], Reward=  3850.10 /  3865.58 /  8387.14, epsilon=  0.974, speed=  2.27, gear= 1, damage= 754.00
Ep:15 step:160(7881), a_t=[s=-1.00, t= 0.413095, b= 0.000000], r_t=[r= 13.45, prog= 32.28, pen=-18.82, r_old= 13.45], Reward=  3923.61 /  3939.09 /  8387.14, epsilon=  0.974, speed=  10.85, gear= 1, damage= 754.00
Ep:15 step:180(7901), a_t=[s=-0.80, t= 0.525288, b= 0.000000], r_t=[r= 0.08, prog= 1.45, pen=-1.37, r_old= 0.08], Reward=  4069.58 /  4059.48 /  8387.14, epsilon=  0.974, speed=  0.64, gear= 1, damage= 788.00
Ep:15 step:200(7921), a_t=[s=-0.08, t= 0.365235, b= 0.000000], r_t=[r= 0.07, prog= 0.55, pen=-0.48, r_old= 0.07], Reward=  4071.87 /  4061.77 /  8387.14, epsilon=  0.974, speed=  0.23, gear= 1, damage= 788.00
Ep:15 step:220(7941), a_t=[s= 0.10, t= 0.419984, b= 0.000000], r_t=[r= 0.58, prog= 2.47, pen=-1.89, r_old= 0.58], Reward=  4082.00 /  4071.90 /  8387.14, epsilon=  0.974, speed=  0.94, gear= 1, damage= 788.00
Ep:15 step:240(7961), a_t=[s=-0.71, t= 0.422812, b= 0.000000], r_t=[r= 2.54, prog= 7.81, pen=-5.27, r_old= 2.54], Reward=  4111.10 /  4101.01 /  8387.14, epsilon=  0.973, speed=  2.76, gear= 1, damage= 788.00
Ep:15 step:260(7981), a_t=[s=-0.73, t= 0.555055, b= 0.000000], r_t=[r= 5.53, prog= 38.79, pen=-33.26, r_old= 5.53], Reward=  4344.26 /  4319.38 /  8387.14, epsilon=  0.973, speed=  15.85, gear= 1, damage= 809.00
Ep:15 step:280(8001), a_t=[s= 0.19, t= 0.617764, b= 0.000000], r_t=[r=-0.08, prog= 0.13, pen=-0.21, r_old=-0.08], Reward=  4328.54 /  4303.66 /  8387.14, epsilon=  0.973, speed=  0.09, gear= 1, damage= 809.00
Ep:15 step:300(8021), a_t=[s=-1.00, t= 0.528286, b= 0.000000], r_t=[r=-0.10, prog= 0.25, pen=-0.35, r_old=-0.10], Reward=  4326.17 /  4301.29 /  8387.14, epsilon=  0.973, speed=  0.15, gear= 1, damage= 809.00
Ep:15 step:320(8041), a_t=[s=-0.63, t= 0.499634, b= 0.000000], r_t=[r=-0.12, prog= 0.35, pen=-0.47, r_old=-0.12], Reward=  4324.19 /  4299.32 /  8387.14, epsilon=  0.973, speed=  0.20, gear= 1, damage= 809.00
Ep:15 step:340(8061), a_t=[s=-0.53, t= 0.663779, b= 0.000000], r_t=[r=-0.13, prog= 0.47, pen=-0.60, r_old=-0.13], Reward=  4322.03 /  4297.16 /  8387.14, epsilon=  0.973, speed=  0.26, gear= 1, damage= 809.00
Ep:15 step:360(8081), a_t=[s=-0.77, t= 0.534019, b= 0.000000], r_t=[r=-0.11, prog= 0.52, pen=-0.63, r_old=-0.11], Reward=  4320.51 /  4295.64 /  8387.14, epsilon=  0.973, speed=  0.28, gear= 1, damage= 809.00
Ep:15 step:380(8101), a_t=[s=-0.68, t= 0.671169, b= 0.000000], r_t=[r=-0.05, prog= 0.75, pen=-0.81, r_old=-0.05], Reward=  4318.92 /  4294.04 /  8387.14, epsilon=  0.973, speed=  0.36, gear= 1, damage= 809.00
Ep:15 step:400(8121), a_t=[s=-1.00, t= 0.574978, b= 0.000000], r_t=[r= 0.01, prog= 1.59, pen=-1.58, r_old= 0.01], Reward=  4318.50 /  4293.62 /  8387.14, epsilon=  0.973, speed=  0.72, gear= 1, damage= 809.00
Ep:15 step:420(8141), a_t=[s=-1.00, t= 0.415150, b= 0.000000], r_t=[r= 0.24, prog= 2.05, pen=-1.80, r_old= 0.24], Reward=  4320.59 /  4295.71 /  8387.14, epsilon=  0.973, speed=  0.85, gear= 1, damage= 809.00
Ep:15 step:440(8161), a_t=[s=-1.00, t= 0.556723, b= 0.000000], r_t=[r= 0.88, prog= 3.96, pen=-3.08, r_old= 0.88], Reward=  4329.33 /  4304.46 /  8387.14, epsilon=  0.973, speed=  1.52, gear= 1, damage= 809.00
Ep:15 step:460(8181), a_t=[s= 0.99, t= 0.487411, b= 0.000000], r_t=[r= 2.51, prog= 7.66, pen=-5.16, r_old= 2.51], Reward=  4359.90 /  4335.02 /  8387.14, epsilon=  0.973, speed=  2.70, gear= 1, damage= 809.00
Ep:15 step:480(8201), a_t=[s= 0.40, t= 0.689964, b= 0.000000], r_t=[r= 35.54, prog= 111.57, pen=-76.03, r_old= 35.54], Reward=  4821.34 /  4796.47 /  8387.14, epsilon=  0.973, speed=  43.79, gear= 1, damage= 809.00
META = 1 ... Running backwards
=============================================================
 starting episode: 16/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:16 step:0(8216), a_t=[s= 1.00, t= 0.578301, b= 0.000000], r_t=[r= 0.70, prog= 0.70, pen=-0.00, r_old= 0.70], Reward=  0.70 /  0.70 /  8387.14, epsilon=  0.973, speed=  0.23, gear= 1, damage= 0.00
Ep:16 step:20(8236), a_t=[s=-0.15, t= 0.441146, b= 0.000000], r_t=[r= 30.70, prog= 107.15, pen=-76.45, r_old= 30.70], Reward=  682.84 /  682.84 /  8387.14, epsilon=  0.973, speed=  42.96, gear= 1, damage= 0.00
Ep:16 step:40(8256), a_t=[s=-0.07, t= 0.494352, b= 0.000000], r_t=[r= 168.09, prog= 196.60, pen=-28.51, r_old= 168.09], Reward=  2646.95 /  2646.95 /  8387.14, epsilon=  0.972, speed=  70.24, gear= 2, damage= 0.00
Ep:16 step:60(8276), a_t=[s=-0.91, t= 0.518177, b= 0.000000], r_t=[r=-12.52, prog= 22.39, pen=-34.91, r_old=-12.52], Reward=  4152.14 /  4170.69 /  8387.14, epsilon=  0.972, speed=  14.92, gear= 1, damage= 663.00
Ep:16 step:80(8296), a_t=[s=-0.58, t= 0.316933, b= 0.000000], r_t=[r= 0.39, prog= 2.05, pen=-1.67, r_old= 0.39], Reward=  4144.83 /  4163.38 /  8387.14, epsilon=  0.972, speed=  0.81, gear= 1, damage= 663.00
Ep:16 step:100(8316), a_t=[s=-0.83, t= 0.360250, b= 0.000000], r_t=[r= 1.41, prog= 5.11, pen=-3.70, r_old= 1.41], Reward=  4160.40 /  4178.96 /  8387.14, epsilon=  0.972, speed=  1.87, gear= 1, damage= 663.00
Ep:16 step:120(8336), a_t=[s=-0.54, t= 0.640882, b= 0.000000], r_t=[r= 6.99, prog= 19.50, pen=-12.52, r_old= 6.99], Reward=  4204.31 /  4222.87 /  8387.14, epsilon=  0.972, speed=  6.74, gear= 1, damage= 663.00
Ep:16 step:140(8356), a_t=[s= 0.13, t= 0.464940, b= 0.000000], r_t=[r= 84.24, prog= 135.64, pen=-51.40, r_old= 84.24], Reward=  4815.99 /  4834.55 /  8387.14, epsilon=  0.972, speed=  53.06, gear= 1, damage= 663.00
Ep:16 step:160(8376), a_t=[s=-0.72, t= 0.501707, b= 0.000000], r_t=[r= 68.61, prog= 155.28, pen=-86.67, r_old= 68.61], Reward=  6446.81 /  6440.94 /  8387.14, epsilon=  0.972, speed=  51.89, gear= 2, damage= 819.00
Ep:16 step:180(8396), a_t=[s= 0.69, t= 0.531212, b= 0.000000], r_t=[r= 3.57, prog= 14.61, pen=-11.04, r_old= 3.57], Reward=  5793.41 /  5799.66 /  8387.14, epsilon=  0.972, speed=  5.49, gear= 1, damage= 1680.00
Ep:16 step:200(8416), a_t=[s= 0.45, t= 0.450532, b= 0.000000], r_t=[r= 9.32, prog= 25.15, pen=-15.83, r_old= 9.32], Reward=  5883.97 /  5890.23 /  8387.14, epsilon=  0.972, speed=  8.62, gear= 1, damage= 1680.00
META = 1 ... Running backwards
=============================================================
 starting episode: 17/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:17 step:0(8431), a_t=[s= 1.00, t= 0.330802, b= 0.000000], r_t=[r= 0.60, prog= 0.61, pen=-0.00, r_old= 0.60], Reward=  0.60 /  0.60 /  8387.14, epsilon=  0.972, speed=  0.20, gear= 1, damage= 0.00
Ep:17 step:20(8451), a_t=[s= 0.33, t= 0.396460, b= 0.000000], r_t=[r= 93.39, prog= 134.73, pen=-41.34, r_old= 93.39], Reward=  1032.94 /  1032.94 /  8387.14, epsilon=  0.972, speed=  46.31, gear= 1, damage= 0.00
Ep:17 step:40(8471), a_t=[s=-0.13, t= 0.563319, b= 0.000000], r_t=[r=-0.17, prog= 0.41, pen=-0.58, r_old=-0.17], Reward=  1052.07 /  1052.50 /  8387.14, epsilon=  0.972, speed=  0.25, gear= 1, damage= 185.00
Ep:17 step:60(8491), a_t=[s=-1.00, t= 0.518314, b= 0.000000], r_t=[r=-0.11, prog= 0.34, pen=-0.45, r_old=-0.11], Reward=  1049.91 /  1050.33 /  8387.14, epsilon=  0.972, speed=  0.20, gear= 1, damage= 185.00
Ep:17 step:80(8511), a_t=[s=-0.17, t= 0.334818, b= 0.000000], r_t=[r=-0.05, prog= 0.21, pen=-0.25, r_old=-0.05], Reward=  1048.28 /  1048.70 /  8387.14, epsilon=  0.972, speed=  0.11, gear= 1, damage= 185.00
Ep:17 step:100(8531), a_t=[s=-1.00, t= 0.521806, b= 0.000000], r_t=[r=-0.13, prog= 0.89, pen=-1.02, r_old=-0.13], Reward=  1046.75 /  1047.17 /  8387.14, epsilon=  0.972, speed=  0.46, gear= 1, damage= 185.00
Ep:17 step:120(8551), a_t=[s=-1.00, t= 0.479176, b= 0.000000], r_t=[r=-0.02, prog= 0.80, pen=-0.81, r_old=-0.02], Reward=  1045.68 /  1046.10 /  8387.14, epsilon=  0.971, speed=  0.37, gear= 1, damage= 185.00
Ep:17 step:140(8571), a_t=[s=-0.64, t= 0.562769, b= 0.000000], r_t=[r= 0.06, prog= 1.20, pen=-1.14, r_old= 0.06], Reward=  1045.98 /  1046.41 /  8387.14, epsilon=  0.971, speed=  0.53, gear= 1, damage= 185.00
Ep:17 step:160(8591), a_t=[s=-0.29, t= 0.584695, b= 0.000000], r_t=[r= 0.14, prog= 1.18, pen=-1.04, r_old= 0.14], Reward=  1047.75 /  1048.18 /  8387.14, epsilon=  0.971, speed=  0.49, gear= 1, damage= 185.00
Ep:17 step:180(8611), a_t=[s=-0.61, t= 0.447695, b= 0.000000], r_t=[r= 1.47, prog= 6.30, pen=-4.83, r_old= 1.47], Reward=  1057.03 /  1057.45 /  8387.14, epsilon=  0.971, speed=  2.39, gear= 1, damage= 185.00
Ep:17 step:200(8631), a_t=[s=-1.00, t= 0.611330, b= 0.000000], r_t=[r= 6.20, prog= 17.63, pen=-11.42, r_old= 6.20], Reward=  1085.67 /  1082.11 /  8387.14, epsilon=  0.971, speed=  6.11, gear= 1, damage= 217.00
Ep:17 step:220(8651), a_t=[s= 0.73, t= 0.588857, b= 0.000000], r_t=[r=-2.85, prog= 54.62, pen=-57.47, r_old=-2.85], Reward=  1295.10 /  1286.34 /  8387.14, epsilon=  0.971, speed=  39.56, gear= 1, damage= 244.00
Ep:17 step:240(8671), a_t=[s= 0.96, t= 0.429288, b= 0.000000], r_t=[r=-1012.73, prog= 8.17, pen=-1020.90, r_old=-1000.00], Reward=  1833.67 /  1837.64 /  8387.14, epsilon=  0.971, speed=  8.63, gear= 2, damage= 1244.00
Ep:17 step:260(8691), a_t=[s= 0.49, t= 0.568530, b= 0.000000], r_t=[r=-0.30, prog= 0.16, pen=-0.47, r_old=-0.30], Reward=  1820.08 /  1824.05 /  8387.14, epsilon=  0.971, speed=  0.19, gear= 1, damage= 1244.00
Ep:17 step:280(8711), a_t=[s=-0.64, t= 0.495260, b= 0.000000], r_t=[r=-0.16, prog= 0.10, pen=-0.26, r_old=-0.16], Reward=  1818.07 /  1822.04 /  8387.14, epsilon=  0.971, speed=  0.11, gear= 1, damage= 1244.00
Ep:17 step:300(8731), a_t=[s=-0.59, t= 0.814911, b= 0.000000], r_t=[r=-0.16, prog= 0.12, pen=-0.28, r_old=-0.16], Reward=  1815.75 /  1819.73 /  8387.14, epsilon=  0.971, speed=  0.11, gear= 1, damage= 1244.00
Ep:17 step:320(8751), a_t=[s=-0.56, t= 0.520923, b= 0.000000], r_t=[r=-0.19, prog= 0.17, pen=-0.37, r_old=-0.19], Reward=  1813.55 /  1817.53 /  8387.14, epsilon=  0.971, speed=  0.15, gear= 1, damage= 1244.00
Ep:17 step:340(8771), a_t=[s=-0.31, t= 0.572916, b= 0.000000], r_t=[r=-0.29, prog= 0.33, pen=-0.62, r_old=-0.29], Reward=  1811.25 /  1815.23 /  8387.14, epsilon=  0.971, speed=  0.26, gear= 1, damage= 1244.00
Ep:17 step:360(8791), a_t=[s=-0.85, t= 0.410923, b= 0.000000], r_t=[r=-0.10, prog= 0.14, pen=-0.24, r_old=-0.10], Reward=  1809.02 /  1812.99 /  8387.14, epsilon=  0.971, speed=  0.10, gear= 1, damage= 1244.00
Ep:17 step:380(8811), a_t=[s= 0.75, t= 0.616022, b= 0.000000], r_t=[r=-0.20, prog= 0.31, pen=-0.51, r_old=-0.20], Reward=  1806.58 /  1810.55 /  8387.14, epsilon=  0.971, speed=  0.22, gear= 1, damage= 1244.00
Ep:17 step:400(8831), a_t=[s=-0.50, t= 0.532019, b= 0.000000], r_t=[r=-0.10, prog= 0.19, pen=-0.29, r_old=-0.10], Reward=  1804.72 /  1808.70 /  8387.14, epsilon=  0.971, speed=  0.12, gear= 1, damage= 1244.00
Ep:17 step:420(8851), a_t=[s=-0.92, t= 0.371723, b= 0.000000], r_t=[r=-0.11, prog= 0.25, pen=-0.36, r_old=-0.11], Reward=  1802.48 /  1806.46 /  8387.14, epsilon=  0.970, speed=  0.15, gear= 1, damage= 1244.00
Ep:17 step:440(8871), a_t=[s=-1.00, t= 0.603941, b= 0.000000], r_t=[r=-0.12, prog= 0.43, pen=-0.55, r_old=-0.12], Reward=  1799.91 /  1803.88 /  8387.14, epsilon=  0.970, speed=  0.24, gear= 1, damage= 1244.00
Ep:17 step:460(8891), a_t=[s=-1.00, t= 0.587987, b= 0.000000], r_t=[r=-0.07, prog= 0.45, pen=-0.53, r_old=-0.07], Reward=  1797.69 /  1801.66 /  8387.14, epsilon=  0.970, speed=  0.23, gear= 1, damage= 1244.00
Ep:17 step:480(8911), a_t=[s=-0.63, t= 0.398969, b= 0.000000], r_t=[r=-0.07, prog= 0.60, pen=-0.67, r_old=-0.07], Reward=  1796.53 /  1800.50 /  8387.14, epsilon=  0.970, speed=  0.30, gear= 1, damage= 1244.00
Ep:17 step:500(8931), a_t=[s=-1.00, t= 0.575720, b= 0.000000], r_t=[r=-0.02, prog= 0.88, pen=-0.90, r_old=-0.02], Reward=  1795.75 /  1799.72 /  8387.14, epsilon=  0.970, speed=  0.41, gear= 1, damage= 1244.00
Ep:17 step:520(8951), a_t=[s= 0.35, t= 0.473062, b= 0.000000], r_t=[r= 0.03, prog= 0.55, pen=-0.51, r_old= 0.03], Reward=  1796.26 /  1800.23 /  8387.14, epsilon=  0.970, speed=  0.24, gear= 1, damage= 1244.00
Ep:17 step:540(8971), a_t=[s= 0.13, t= 0.425940, b= 0.000000], r_t=[r= 0.14, prog= 0.91, pen=-0.76, r_old= 0.14], Reward=  1800.12 /  1804.09 /  8387.14, epsilon=  0.970, speed=  0.37, gear= 1, damage= 1244.00
Ep:17 step:560(8991), a_t=[s=-0.00, t= 0.507934, b= 0.000000], r_t=[r= 1.15, prog= 4.62, pen=-3.47, r_old= 1.15], Reward=  1810.91 /  1814.89 /  8387.14, epsilon=  0.970, speed=  1.73, gear= 1, damage= 1244.00
Ep:17 step:580(9011), a_t=[s=-1.00, t= 0.600502, b= 0.005275], r_t=[r= 6.47, prog= 18.10, pen=-11.62, r_old= 6.47], Reward=  1879.29 /  1883.26 /  8387.14, epsilon=  0.970, speed=  6.26, gear= 1, damage= 1244.00
Ep:17 step:600(9031), a_t=[s=-0.81, t= 0.459405, b= 0.000000], r_t=[r= 11.92, prog= 32.49, pen=-20.57, r_old= 11.92], Reward=  1981.20 /  1970.02 /  8387.14, epsilon=  0.970, speed=  11.17, gear= 1, damage= 1273.00
Ep:17 step:620(9051), a_t=[s=-1.00, t= 0.399070, b= 0.000000], r_t=[r= 47.20, prog= 138.85, pen=-91.65, r_old= 47.20], Reward=  2660.50 /  2633.17 /  8387.14, epsilon=  0.970, speed=  53.62, gear= 2, damage= 1274.00
Ep:17 step:640(9071), a_t=[s=-0.68, t= 0.642068, b= 0.000000], r_t=[r= 16.66, prog= 91.99, pen=-75.33, r_old= 16.66], Reward=  3693.26 /  3669.88 /  8387.14, epsilon=  0.970, speed=  36.42, gear= 1, damage= 1856.00
Ep:17 step:660(9091), a_t=[s=-0.88, t= 0.398571, b= 0.000000], r_t=[r= 0.00, prog= 0.74, pen=-0.74, r_old= 0.00], Reward=  3685.18 /  3661.81 /  8387.14, epsilon=  0.970, speed=  0.34, gear= 1, damage= 1856.00
Ep:17 step:680(9111), a_t=[s=-1.00, t= 0.528421, b= 0.000000], r_t=[r= 0.21, prog= 2.24, pen=-2.03, r_old= 0.21], Reward=  3686.30 /  3662.92 /  8387.14, epsilon=  0.970, speed=  0.95, gear= 1, damage= 1856.00
Ep:17 step:700(9131), a_t=[s= 0.56, t= 0.473877, b= 0.000000], r_t=[r= 0.24, prog= 1.47, pen=-1.23, r_old= 0.24], Reward=  3690.30 /  3666.93 /  8387.14, epsilon=  0.970, speed=  0.59, gear= 1, damage= 1856.00
