=============================================================
 starting episode: 0/2000
Client connected on 3102..............
Ep:0 step:0(1), a_t=[s=-1.00, t= 0.427896, b= 0.000000], r_t=[r= 0.30, prog= 0.30, pen=-0.00, r_old= 0.30], Reward=  0.30 /  0.30 / -inf, epsilon=  1.000, speed=  0.10, gear= 0, damage= 0.00
Ep:8 step:940(10988), a_t=[s=-0.88, t= 0.568721, b= 0.000000], r_t=[r= 0.44, prog= 2.43, pen=-1.99, r_old= 0.44], Reward= -497.72 / -497.08 /  7426.18, epsilon=  0.963, speed=  0.85, gear= 1, damage= 700.00
Ep:8 step:960(11008), a_t=[s=-0.77, t= 0.488221, b= 0.000000], r_t=[r= 1.47, prog= 7.08, pen=-5.62, r_old= 1.47], Reward= -476.94 / -476.31 /  7426.18, epsilon=  0.963, speed=  2.44, gear= 1, damage= 700.00
Ep:8 step:980(11028), a_t=[s=-1.00, t= 0.682585, b= 0.000000], r_t=[r= 5.45, prog= 21.07, pen=-15.62, r_old= 5.45], Reward= -429.89 / -429.25 /  7426.18, epsilon=  0.963, speed=  7.10, gear= 1, damage= 700.00
Ep:8 step:1000(11048), a_t=[s=-0.38, t= 0.592212, b= 0.000000], r_t=[r= 3.22, prog= 11.90, pen=-8.68, r_old= 3.22], Reward= -365.60 / -364.96 /  7426.18, epsilon=  0.963, speed=  4.00, gear= 1, damage= 700.00
Ep:8 step:1020(11068), a_t=[s=-1.00, t= 0.632831, b= 0.000000], r_t=[r= 9.81, prog= 32.56, pen=-22.75, r_old= 9.81], Reward= -264.34 / -263.70 /  7426.18, epsilon=  0.963, speed=  10.89, gear= 1, damage= 700.00
Ep:8 step:1040(11088), a_t=[s= 0.41, t= 0.531269, b= 0.000000], r_t=[r= 4.47, prog= 14.48, pen=-10.00, r_old= 4.47], Reward= -143.21 / -142.57 /  7426.18, epsilon=  0.963, speed=  4.85, gear= 1, damage= 700.00
Ep:8 step:1060(11108), a_t=[s=-0.59, t= 0.595361, b= 0.000000], r_t=[r= 6.60, prog= 20.42, pen=-13.82, r_old= 6.60], Reward= -43.67 / -43.03 /  7426.18, epsilon=  0.963, speed=  6.83, gear= 1, damage= 700.00
Ep:8 step:1080(11128), a_t=[s=-0.85, t= 0.502808, b= 0.000000], r_t=[r= 3.11, prog= 9.68, pen=-6.57, r_old= 3.11], Reward=  30.86 /  31.49 /  7426.18, epsilon=  0.963, speed=  3.25, gear= 1, damage= 700.00
Ep:8 step:1100(11148), a_t=[s=-1.00, t= 0.500860, b= 0.000000], r_t=[r= 2.03, prog= 6.33, pen=-4.30, r_old= 2.03], Reward=  89.16 /  89.79 /  7426.18, epsilon=  0.963, speed=  2.13, gear= 1, damage= 700.00
Ep:8 step:1120(11168), a_t=[s=-0.73, t= 0.464385, b= 0.000000], r_t=[r= 0.82, prog= 2.67, pen=-1.85, r_old= 0.82], Reward=  126.87 /  127.51 /  7426.18, epsilon=  0.963, speed=  0.91, gear= 1, damage= 700.00
Ep:8 step:1140(11188), a_t=[s= 0.84, t= 0.486411, b= 0.000000], r_t=[r= 3.08, prog= 10.09, pen=-7.01, r_old= 3.08], Reward=  151.57 /  152.21 /  7426.18, epsilon=  0.963, speed=  3.44, gear= 1, damage= 700.00
Ep:8 step:1160(11208), a_t=[s=-1.00, t= 0.619645, b= 0.000000], r_t=[r= 1.35, prog= 4.36, pen=-3.02, r_old= 1.35], Reward=  191.39 /  192.03 /  7426.18, epsilon=  0.963, speed=  1.49, gear= 1, damage= 700.00
Ep:8 step:1180(11228), a_t=[s= 0.93, t= 0.508606, b= 0.000000], r_t=[r= 3.41, prog= 10.94, pen=-7.53, r_old= 3.41], Reward=  226.85 /  227.48 /  7426.18, epsilon=  0.963, speed=  3.73, gear= 1, damage= 700.00
Ep:8 step:1200(11248), a_t=[s=-0.75, t= 0.453261, b= 0.000000], r_t=[r= 1.06, prog= 3.30, pen=-2.23, r_old= 1.06], Reward=  268.91 /  269.55 /  7426.18, epsilon=  0.963, speed=  1.12, gear= 1, damage= 700.00
Ep:8 step:1220(11268), a_t=[s=-0.14, t= 0.475196, b= 0.000000], r_t=[r= 3.48, prog= 10.67, pen=-7.18, r_old= 3.48], Reward=  306.17 /  306.81 /  7426.18, epsilon=  0.962, speed=  3.62, gear= 1, damage= 700.00
Ep:8 step:1240(11288), a_t=[s=-1.00, t= 0.462524, b= 0.000000], r_t=[r= 1.90, prog= 5.38, pen=-3.48, r_old= 1.90], Reward=  396.77 /  397.41 /  7426.18, epsilon=  0.962, speed=  1.81, gear= 1, damage= 700.00
Ep:8 step:1260(11308), a_t=[s= 0.47, t= 0.451938, b= 0.000000], r_t=[r= 1.82, prog= 5.23, pen=-3.41, r_old= 1.82], Reward=  448.53 /  449.17 /  7426.18, epsilon=  0.962, speed=  1.77, gear= 1, damage= 700.00
Ep:8 step:1280(11328), a_t=[s=-0.83, t= 0.429451, b= 0.000000], r_t=[r= 1.29, prog= 3.76, pen=-2.47, r_old= 1.29], Reward=  481.54 /  482.18 /  7426.18, epsilon=  0.962, speed=  1.28, gear= 1, damage= 700.00
Ep:8 step:1300(11348), a_t=[s=-0.13, t= 0.644656, b= 0.000000], r_t=[r= 1.81, prog= 5.44, pen=-3.63, r_old= 1.81], Reward=  509.30 /  509.94 /  7426.18, epsilon=  0.962, speed=  1.86, gear= 1, damage= 700.00
Ep:8 step:1320(11368), a_t=[s= 0.65, t= 0.496707, b= 0.000000], r_t=[r= 3.86, prog= 11.05, pen=-7.18, r_old= 3.86], Reward=  556.24 /  556.87 /  7426.18, epsilon=  0.962, speed=  3.76, gear= 1, damage= 700.00
Ep:8 step:1340(11388), a_t=[s=-0.94, t= 0.530389, b= 0.000000], r_t=[r= 1.19, prog= 3.37, pen=-2.18, r_old= 1.19], Reward=  595.68 /  596.31 /  7426.18, epsilon=  0.962, speed=  1.15, gear= 1, damage= 700.00
Ep:8 step:1360(11408), a_t=[s= 0.26, t= 0.473563, b= 0.000000], r_t=[r= 2.11, prog= 5.83, pen=-3.72, r_old= 2.11], Reward=  652.74 /  653.38 /  7426.18, epsilon=  0.962, speed=  1.98, gear= 1, damage= 700.00
Ep:8 step:1380(11428), a_t=[s=-0.43, t= 0.426718, b= 0.000000], r_t=[r= 3.53, prog= 9.39, pen=-5.86, r_old= 3.53], Reward=  707.61 /  708.25 /  7426.18, epsilon=  0.962, speed=  3.18, gear= 1, damage= 700.00
Ep:8 step:1400(11448), a_t=[s=-1.00, t= 0.384419, b= 0.000000], r_t=[r= 0.88, prog= 2.36, pen=-1.49, r_old= 0.88], Reward=  758.71 /  759.35 /  7426.18, epsilon=  0.962, speed=  0.80, gear= 1, damage= 700.00
Ep:8 step:1420(11468), a_t=[s=-1.00, t= 0.500788, b= 0.000000], r_t=[r= 2.93, prog= 7.86, pen=-4.93, r_old= 2.93], Reward=  799.16 /  799.80 /  7426.18, epsilon=  0.962, speed=  2.67, gear= 1, damage= 700.00
Ep:8 step:1440(11488), a_t=[s=-0.55, t= 0.567868, b= 0.000000], r_t=[r= 2.11, prog= 5.44, pen=-3.32, r_old= 2.11], Reward=  859.66 /  860.30 /  7426.18, epsilon=  0.962, speed=  1.84, gear= 1, damage= 700.00
Ep:8 step:1460(11508), a_t=[s=-0.73, t= 0.612180, b= 0.000000], r_t=[r= 3.86, prog= 9.79, pen=-5.93, r_old= 3.86], Reward=  940.48 /  941.12 /  7426.18, epsilon=  0.962, speed=  3.31, gear= 1, damage= 700.00
Ep:8 step:1480(11528), a_t=[s=-1.00, t= 0.675684, b= 0.000000], r_t=[r= 1.32, prog= 3.84, pen=-2.52, r_old= 1.32], Reward=  1019.46 /  1014.40 /  7426.18, epsilon=  0.962, speed=  1.34, gear= 1, damage= 711.00
Ep:8 step:1500(11548), a_t=[s=-0.42, t= 0.517393, b= 0.000000], r_t=[r= 1.68, prog= 4.66, pen=-2.97, r_old= 1.68], Reward=  1066.00 /  1060.95 /  7426.18, epsilon=  0.962, speed=  1.60, gear= 1, damage= 711.00
Ep:8 step:1520(11568), a_t=[s=-1.00, t= 0.451110, b= 0.000000], r_t=[r= 1.78, prog= 4.69, pen=-2.92, r_old= 1.78], Reward=  1134.28 /  1129.23 /  7426.18, epsilon=  0.961, speed=  1.60, gear= 1, damage= 711.00
Ep:8 step:1540(11588), a_t=[s=-0.60, t= 0.616109, b= 0.000000], r_t=[r= 1.40, prog= 4.03, pen=-2.63, r_old= 1.40], Reward=  1208.31 /  1199.35 /  7426.18, epsilon=  0.961, speed=  1.40, gear= 1, damage= 728.00
Ep:8 step:1560(11608), a_t=[s= 0.48, t= 0.472750, b= 0.000000], r_t=[r= 2.36, prog= 6.58, pen=-4.22, r_old= 2.36], Reward=  1259.03 /  1250.07 /  7426.18, epsilon=  0.961, speed=  2.27, gear= 1, damage= 728.00
Ep:8 step:1580(11628), a_t=[s=-0.20, t= 0.493007, b= 0.000000], r_t=[r= 3.38, prog= 9.70, pen=-6.33, r_old= 3.38], Reward=  1339.65 /  1326.01 /  7426.18, epsilon=  0.961, speed=  3.37, gear= 1, damage= 738.00
Ep:8 step:1600(11648), a_t=[s=-1.00, t= 0.641458, b= 0.000000], r_t=[r= 1.33, prog= 3.70, pen=-2.37, r_old= 1.33], Reward=  1372.22 /  1358.57 /  7426.18, epsilon=  0.961, speed=  1.28, gear= 1, damage= 738.00
Ep:8 step:1620(11668), a_t=[s= 0.50, t= 0.373525, b= 0.000000], r_t=[r= 3.17, prog= 8.82, pen=-5.65, r_old= 3.17], Reward=  1414.22 /  1397.84 /  7426.18, epsilon=  0.961, speed=  3.04, gear= 1, damage= 751.00
Ep:8 step:1640(11688), a_t=[s=-0.46, t= 0.705103, b= 0.000000], r_t=[r= 3.68, prog= 9.77, pen=-6.09, r_old= 3.68], Reward=  1477.22 /  1460.85 /  7426.18, epsilon=  0.961, speed=  3.34, gear= 1, damage= 751.00
Ep:8 step:1660(11708), a_t=[s=-0.26, t= 0.528570, b= 0.000000], r_t=[r= 7.62, prog= 19.57, pen=-11.94, r_old= 7.62], Reward=  1554.74 /  1538.36 /  7426.18, epsilon=  0.961, speed=  6.63, gear= 1, damage= 751.00
Ep:8 step:1680(11728), a_t=[s= 0.19, t= 0.503926, b= 0.000000], r_t=[r= 0.85, prog= 3.33, pen=-2.48, r_old= 0.85], Reward=  1682.68 /  1652.49 /  7426.18, epsilon=  0.961, speed=  1.24, gear= 1, damage= 794.00
Ep:8 step:1700(11748), a_t=[s=-0.43, t= 0.402327, b= 0.000000], r_t=[r= 0.42, prog= 1.49, pen=-1.07, r_old= 0.42], Reward=  1695.37 /  1665.18 /  7426.18, epsilon=  0.961, speed=  0.54, gear= 1, damage= 794.00
Ep:8 step:1720(11768), a_t=[s=-1.00, t= 0.516554, b= 0.000000], r_t=[r= 0.88, prog= 2.66, pen=-1.78, r_old= 0.88], Reward=  1723.83 /  1693.64 /  7426.18, epsilon=  0.961, speed=  0.94, gear= 1, damage= 794.00
Ep:8 step:1740(11788), a_t=[s=-0.12, t= 0.560031, b= 0.000000], r_t=[r= 2.96, prog= 8.23, pen=-5.27, r_old= 2.96], Reward=  1766.69 /  1736.50 /  7426.18, epsilon=  0.961, speed=  2.84, gear= 1, damage= 794.00
Ep:8 step:1760(11808), a_t=[s=-0.19, t= 0.753920, b= 0.000000], r_t=[r= 3.49, prog= 9.83, pen=-6.34, r_old= 3.49], Reward=  1809.94 /  1776.89 /  7426.18, epsilon=  0.961, speed=  3.40, gear= 1, damage= 807.00
Ep:8 step:1780(11828), a_t=[s=-0.31, t= 0.546144, b= 0.000000], r_t=[r= 3.91, prog= 12.29, pen=-8.38, r_old= 3.91], Reward=  1872.44 /  1834.31 /  7426.18, epsilon=  0.961, speed=  4.37, gear= 1, damage= 822.00
Ep:8 step:1800(11848), a_t=[s=-0.28, t= 0.446744, b= 0.000000], r_t=[r= 1.96, prog= 5.53, pen=-3.58, r_old= 1.96], Reward=  1913.16 /  1875.03 /  7426.18, epsilon=  0.961, speed=  1.92, gear= 1, damage= 822.00
Ep:8 step:1820(11868), a_t=[s=-1.00, t= 0.561439, b= 0.000000], r_t=[r= 2.58, prog= 7.10, pen=-4.52, r_old= 2.58], Reward=  1959.53 /  1918.27 /  7426.18, epsilon=  0.960, speed=  2.45, gear= 1, damage= 835.00
Ep:8 step:1840(11888), a_t=[s= 0.09, t= 0.389767, b= 0.000000], r_t=[r= 3.90, prog= 12.12, pen=-8.22, r_old= 3.90], Reward=  2028.45 /  1967.47 /  7426.18, epsilon=  0.960, speed=  4.29, gear= 1, damage= 870.00
Ep:8 step:1860(11908), a_t=[s=-0.03, t= 0.573137, b= 0.000000], r_t=[r= 2.34, prog= 6.60, pen=-4.26, r_old= 2.34], Reward=  2083.31 /  2022.34 /  7426.18, epsilon=  0.960, speed=  2.29, gear= 1, damage= 870.00
Ep:8 step:1880(11928), a_t=[s= 0.19, t= 0.448113, b= 0.000000], r_t=[r= 3.59, prog= 9.71, pen=-6.13, r_old= 3.59], Reward=  2122.48 /  2061.51 /  7426.18, epsilon=  0.960, speed=  3.33, gear= 1, damage= 870.00
Ep:8 step:1900(11948), a_t=[s=-0.84, t= 0.520185, b= 0.000000], r_t=[r= 6.05, prog= 15.81, pen=-9.76, r_old= 6.05], Reward=  2218.61 /  2157.64 /  7426.18, epsilon=  0.960, speed=  5.38, gear= 1, damage= 870.00
Ep:8 step:1920(11968), a_t=[s=-1.00, t= 0.475858, b= 0.000000], r_t=[r= 1.52, prog= 4.31, pen=-2.79, r_old= 1.52], Reward=  2252.89 /  2188.24 /  7426.18, epsilon=  0.960, speed=  1.49, gear= 1, damage= 879.00
Ep:8 step:1940(11988), a_t=[s=-1.00, t= 0.506327, b= 0.000000], r_t=[r= 17.00, prog= 46.97, pen=-29.97, r_old= 17.00], Reward=  2462.88 /  2398.24 /  7426.18, epsilon=  0.960, speed=  16.19, gear= 1, damage= 879.00
Ep:8 step:1960(12008), a_t=[s= 0.75, t= 0.460448, b= 0.000000], r_t=[r= 0.23, prog= 1.90, pen=-1.67, r_old= 0.23], Reward=  2493.78 /  2429.14 /  7426.18, epsilon=  0.960, speed=  0.79, gear= 1, damage= 879.00
Ep:8 step:1980(12028), a_t=[s=-0.57, t= 0.591708, b= 0.000000], r_t=[r= 0.16, prog= 1.07, pen=-0.91, r_old= 0.16], Reward=  2496.35 /  2431.71 /  7426.18, epsilon=  0.960, speed=  0.43, gear= 1, damage= 879.00
=============================================================
 starting episode: 9/2000
Waiting for server on 3102............
Count Down : 5
Client connected on 3102..............
Ep:9 step:0(12048), a_t=[s=-0.60, t= 0.577378, b= 0.000000], r_t=[r=-0.05, prog=-0.05, pen= 0.00, r_old=-0.05], Reward= -0.05 / -0.05 /  7426.18, epsilon=  0.960, speed= -0.02, gear= 1, damage= 0.00
Ep:9 step:20(12068), a_t=[s= 0.29, t= 0.630853, b= 0.000000], r_t=[r= 43.78, prog= 89.45, pen=-45.67, r_old= 43.78], Reward=  821.48 /  821.48 /  7426.18, epsilon=  0.960, speed=  36.84, gear= 1, damage= 0.00
Ep:9 step:40(12088), a_t=[s=-1.00, t= 0.549253, b= 0.000000], r_t=[r=-0.01, prog= 0.00, pen=-0.01, r_old=-0.01], Reward=  158.80 /  170.63 /  7426.18, epsilon=  0.960, speed=  0.00, gear= 1, damage= 720.00
Ep:9 step:60(12108), a_t=[s=-0.27, t= 0.432384, b= 0.000000], r_t=[r=-0.25, prog= 0.21, pen=-0.46, r_old=-0.25], Reward=  156.05 /  167.88 /  7426.18, epsilon=  0.960, speed=  0.16, gear= 1, damage= 720.00
Ep:9 step:80(12128), a_t=[s=-1.00, t= 0.569667, b= 0.000000], r_t=[r=-0.14, prog= 0.13, pen=-0.27, r_old=-0.14], Reward=  153.40 /  165.22 /  7426.18, epsilon=  0.960, speed=  0.09, gear= 1, damage= 720.00
Ep:9 step:100(12148), a_t=[s=-1.00, t= 0.611289, b= 0.000000], r_t=[r=-0.01, prog=-0.03, pen= 0.02, r_old=-0.01], Reward=  151.18 /  163.01 /  7426.18, epsilon=  0.960, speed= -0.02, gear= 1, damage= 720.00
Ep:9 step:120(12168), a_t=[s=-0.10, t= 0.676367, b= 0.000000], r_t=[r=-0.48, prog= 0.56, pen=-1.03, r_old=-0.48], Reward=  147.54 /  159.37 /  7426.18, epsilon=  0.959, speed=  0.37, gear= 1, damage= 720.00
Ep:9 step:140(12188), a_t=[s=-0.81, t= 0.510929, b= 0.000000], r_t=[r=-0.15, prog= 0.21, pen=-0.37, r_old=-0.15], Reward=  143.83 /  155.66 /  7426.18, epsilon=  0.959, speed=  0.13, gear= 1, damage= 720.00
Ep:9 step:160(12208), a_t=[s= 0.36, t= 0.582113, b= 0.000000], r_t=[r=-0.37, prog= 0.64, pen=-1.01, r_old=-0.37], Reward=  139.80 /  151.63 /  7426.18, epsilon=  0.959, speed=  0.37, gear= 1, damage= 720.00
Ep:9 step:180(12228), a_t=[s= 0.53, t= 0.544594, b= 0.000000], r_t=[r=-0.16, prog= 0.32, pen=-0.47, r_old=-0.16], Reward=  136.64 /  148.46 /  7426.18, epsilon=  0.959, speed=  0.17, gear= 1, damage= 720.00
Ep:9 step:200(12248), a_t=[s=-0.48, t= 0.507635, b= 0.000000], r_t=[r=-0.17, prog= 0.47, pen=-0.64, r_old=-0.17], Reward=  133.08 /  144.91 /  7426.18, epsilon=  0.959, speed=  0.24, gear= 1, damage= 720.00
Ep:9 step:220(12268), a_t=[s= 0.54, t= 0.606986, b= 0.000000], r_t=[r=-0.22, prog= 0.83, pen=-1.05, r_old=-0.22], Reward=  129.61 /  141.44 /  7426.18, epsilon=  0.959, speed=  0.39, gear= 1, damage= 720.00
Ep:9 step:240(12288), a_t=[s=-0.15, t= 0.534244, b= 0.000000], r_t=[r=-0.18, prog= 0.90, pen=-1.08, r_old=-0.18], Reward=  126.58 /  138.40 /  7426.18, epsilon=  0.959, speed=  0.41, gear= 1, damage= 720.00
Ep:9 step:260(12308), a_t=[s=-1.00, t= 0.562453, b= 0.000000], r_t=[r=-0.08, prog= 0.56, pen=-0.64, r_old=-0.08], Reward=  124.17 /  136.00 /  7426.18, epsilon=  0.959, speed=  0.25, gear= 1, damage= 720.00
Ep:9 step:280(12328), a_t=[s= 0.27, t= 0.612506, b= 0.000000], r_t=[r=-0.11, prog= 1.07, pen=-1.18, r_old=-0.11], Reward=  122.49 /  134.32 /  7426.18, epsilon=  0.959, speed=  0.46, gear= 1, damage= 720.00
Ep:9 step:300(12348), a_t=[s=-0.21, t= 0.559940, b= 0.000000], r_t=[r=-0.04, prog= 0.89, pen=-0.93, r_old=-0.04], Reward=  121.16 /  132.99 /  7426.18, epsilon=  0.959, speed=  0.36, gear= 1, damage= 720.00
Ep:9 step:320(12368), a_t=[s= 0.47, t= 0.420087, b= 0.000000], r_t=[r=-0.03, prog= 1.58, pen=-1.61, r_old=-0.03], Reward=  120.54 /  132.37 /  7426.18, epsilon=  0.959, speed=  0.64, gear= 1, damage= 720.00
Ep:9 step:340(12388), a_t=[s=-1.00, t= 0.526304, b= 0.000000], r_t=[r= 0.02, prog= 1.06, pen=-1.03, r_old= 0.02], Reward=  120.69 /  132.52 /  7426.18, epsilon=  0.959, speed=  0.41, gear= 1, damage= 720.00
Ep:9 step:360(12408), a_t=[s=-1.00, t= 0.493952, b= 0.000000], r_t=[r= 0.07, prog= 1.29, pen=-1.22, r_old= 0.07], Reward=  121.71 /  133.54 /  7426.18, epsilon=  0.959, speed=  0.50, gear= 1, damage= 720.00
Ep:9 step:380(12428), a_t=[s=-0.87, t= 0.507524, b= 0.000000], r_t=[r= 0.10, prog= 1.39, pen=-1.29, r_old= 0.10], Reward=  123.84 /  135.66 /  7426.18, epsilon=  0.959, speed=  0.53, gear= 1, damage= 720.00
Ep:9 step:400(12448), a_t=[s=-1.00, t= 0.404791, b= 0.000000], r_t=[r= 0.15, prog= 1.36, pen=-1.21, r_old= 0.15], Reward=  128.18 /  140.01 /  7426.18, epsilon=  0.959, speed=  0.50, gear= 1, damage= 720.00
Ep:9 step:420(12468), a_t=[s=-0.39, t= 0.585018, b= 0.000000], r_t=[r= 0.21, prog= 1.67, pen=-1.46, r_old= 0.21], Reward=  133.51 /  145.33 /  7426.18, epsilon=  0.958, speed=  0.61, gear= 1, damage= 720.00
Ep:9 step:440(12488), a_t=[s=-0.79, t= 0.576983, b= 0.000000], r_t=[r= 0.25, prog= 1.77, pen=-1.52, r_old= 0.25], Reward=  140.05 /  151.88 /  7426.18, epsilon=  0.958, speed=  0.64, gear= 1, damage= 720.00
Ep:9 step:460(12508), a_t=[s=-0.45, t= 0.539222, b= 0.000000], r_t=[r= 0.29, prog= 1.95, pen=-1.66, r_old= 0.29], Reward=  146.38 /  158.21 /  7426.18, epsilon=  0.958, speed=  0.70, gear= 1, damage= 720.00
Ep:9 step:480(12528), a_t=[s=-1.00, t= 0.653924, b= 0.000000], r_t=[r= 0.51, prog= 2.76, pen=-2.24, r_old= 0.51], Reward=  159.51 /  171.34 /  7426.18, epsilon=  0.958, speed=  0.97, gear= 1, damage= 720.00
Ep:9 step:500(12548), a_t=[s=-1.00, t= 0.575662, b= 0.000000], r_t=[r= 0.41, prog= 2.11, pen=-1.70, r_old= 0.41], Reward=  171.03 /  182.86 /  7426.18, epsilon=  0.958, speed=  0.74, gear= 1, damage= 720.00
Ep:9 step:520(12568), a_t=[s= 1.00, t= 0.382613, b= 0.000000], r_t=[r= 2.01, prog= 8.94, pen=-6.94, r_old= 2.01], Reward=  190.38 /  202.21 /  7426.18, epsilon=  0.958, speed=  3.09, gear= 1, damage= 720.00
Ep:9 step:540(12588), a_t=[s= 0.48, t= 0.390125, b= 0.000000], r_t=[r= 1.02, prog= 4.70, pen=-3.68, r_old= 1.02], Reward=  204.12 /  215.95 /  7426.18, epsilon=  0.958, speed=  1.64, gear= 1, damage= 720.00
Ep:9 step:560(12608), a_t=[s=-0.13, t= 0.461368, b= 0.000000], r_t=[r= 1.21, prog= 4.97, pen=-3.76, r_old= 1.21], Reward=  230.77 /  242.60 /  7426.18, epsilon=  0.958, speed=  1.71, gear= 1, damage= 720.00
Ep:9 step:580(12628), a_t=[s= 0.61, t= 0.543773, b= 0.000000], r_t=[r= 2.93, prog= 11.51, pen=-8.59, r_old= 2.93], Reward=  256.32 /  268.15 /  7426.18, epsilon=  0.958, speed=  3.94, gear= 1, damage= 720.00
Ep:9 step:600(12648), a_t=[s=-0.47, t= 0.540537, b= 0.000000], r_t=[r= 1.47, prog= 5.22, pen=-3.75, r_old= 1.47], Reward=  309.10 /  320.93 /  7426.18, epsilon=  0.958, speed=  1.77, gear= 1, damage= 720.00
Ep:9 step:620(12668), a_t=[s=-0.17, t= 0.467896, b= 0.000000], r_t=[r= 3.14, prog= 10.89, pen=-7.76, r_old= 3.14], Reward=  353.23 /  365.05 /  7426.18, epsilon=  0.958, speed=  3.69, gear= 1, damage= 720.00
Ep:9 step:640(12688), a_t=[s= 0.05, t= 0.544371, b= 0.000000], r_t=[r= 2.71, prog= 9.07, pen=-6.36, r_old= 2.71], Reward=  406.03 /  417.86 /  7426.18, epsilon=  0.958, speed=  3.06, gear= 1, damage= 720.00
Ep:9 step:660(12708), a_t=[s=-0.59, t= 0.604028, b= 0.000000], r_t=[r= 2.76, prog= 9.05, pen=-6.29, r_old= 2.76], Reward=  469.30 /  481.13 /  7426.18, epsilon=  0.958, speed=  3.06, gear= 1, damage= 720.00
Ep:9 step:680(12728), a_t=[s=-1.00, t= 0.518605, b= 0.000000], r_t=[r= 1.49, prog= 4.76, pen=-3.26, r_old= 1.49], Reward=  523.54 /  535.37 /  7426.18, epsilon=  0.958, speed=  1.60, gear= 1, damage= 720.00
Ep:9 step:700(12748), a_t=[s= 0.29, t= 0.658789, b= 0.000000], r_t=[r= 4.98, prog= 14.78, pen=-9.80, r_old= 4.98], Reward=  636.14 /  647.97 /  7426.18, epsilon=  0.958, speed=  4.96, gear= 1, damage= 720.00
Ep:9 step:720(12768), a_t=[s=-0.79, t= 0.477815, b= 0.000000], r_t=[r= 2.03, prog= 5.93, pen=-3.90, r_old= 2.03], Reward=  724.69 /  736.51 /  7426.18, epsilon=  0.957, speed=  1.99, gear= 1, damage= 720.00
Ep:9 step:740(12788), a_t=[s=-1.00, t= 0.689138, b= 0.000000], r_t=[r= 1.94, prog= 5.70, pen=-3.76, r_old= 1.94], Reward=  786.01 /  797.84 /  7426.18, epsilon=  0.957, speed=  1.92, gear= 1, damage= 720.00
Ep:9 step:760(12808), a_t=[s= 0.75, t= 0.679337, b= 0.000000], r_t=[r= 4.88, prog= 13.93, pen=-9.05, r_old= 4.88], Reward=  843.41 /  855.24 /  7426.18, epsilon=  0.957, speed=  4.69, gear= 1, damage= 720.00
Ep:9 step:780(12828), a_t=[s=-0.49, t= 0.511621, b= 0.000000], r_t=[r= 3.11, prog= 8.50, pen=-5.38, r_old= 3.11], Reward=  951.48 /  963.31 /  7426.18, epsilon=  0.957, speed=  2.85, gear= 1, damage= 720.00
Ep:9 step:800(12848), a_t=[s=-0.85, t= 0.476115, b= 0.000000], r_t=[r= 13.73, prog= 34.44, pen=-20.72, r_old= 13.73], Reward=  1140.45 /  1152.28 /  7426.18, epsilon=  0.957, speed=  11.51, gear= 1, damage= 720.00
Ep:9 step:820(12868), a_t=[s= 0.12, t= 0.459692, b= 0.000000], r_t=[r= 8.57, prog= 21.19, pen=-12.62, r_old= 8.57], Reward=  1291.42 /  1303.25 /  7426.18, epsilon=  0.957, speed=  7.10, gear= 1, damage= 720.00
Ep:9 step:840(12888), a_t=[s=-0.36, t= 0.513471, b= 0.000000], r_t=[r= 8.71, prog= 21.05, pen=-12.34, r_old= 8.71], Reward=  1493.36 /  1505.19 /  7426.18, epsilon=  0.957, speed=  7.06, gear= 1, damage= 720.00
META = 1 ... Running backwards
=============================================================
 starting episode: 10/2000
Client connected on 3102..............
Ep:10 step:0(12907), a_t=[s=-0.89, t= 0.529243, b= 0.000000], r_t=[r=-0.03, prog=-0.03, pen= 0.00, r_old=-0.03], Reward= -0.03 / -0.03 /  7426.18, epsilon=  0.957, speed= -0.01, gear= 1, damage= 0.00
Ep:10 step:20(12927), a_t=[s=-0.48, t= 0.275344, b= 0.000000], r_t=[r= 58.14, prog= 86.55, pen=-28.41, r_old= 58.14], Reward=  733.27 /  733.27 /  7426.18, epsilon=  0.957, speed=  30.39, gear= 1, damage= 0.00
Ep:10 step:40(12947), a_t=[s= 1.00, t= 0.459448, b= 0.000000], r_t=[r=-0.16, prog= 0.33, pen=-0.49, r_old=-0.16], Reward=  205.16 /  215.78 /  7426.18, epsilon=  0.957, speed=  0.18, gear= 1, damage= 532.00
Ep:10 step:60(12967), a_t=[s=-0.98, t= 0.433049, b= 0.005182], r_t=[r=-0.10, prog= 0.27, pen=-0.37, r_old=-0.10], Reward=  200.79 /  211.42 /  7426.18, epsilon=  0.957, speed=  0.13, gear= 1, damage= 532.00
Ep:10 step:80(12987), a_t=[s=-1.00, t= 0.550923, b= 0.000000], r_t=[r=-0.21, prog= 0.73, pen=-0.94, r_old=-0.21], Reward=  196.75 /  207.37 /  7426.18, epsilon=  0.957, speed=  0.35, gear= 1, damage= 532.00
Ep:10 step:100(13007), a_t=[s=-1.00, t= 0.400420, b= 0.000000], r_t=[r=-0.14, prog= 0.64, pen=-0.78, r_old=-0.14], Reward=  193.82 /  204.45 /  7426.18, epsilon=  0.957, speed=  0.29, gear= 1, damage= 532.00
Ep:10 step:120(13027), a_t=[s=-1.00, t= 0.557009, b= 0.000000], r_t=[r=-0.08, prog= 0.50, pen=-0.58, r_old=-0.08], Reward=  191.70 /  202.32 /  7426.18, epsilon=  0.957, speed=  0.22, gear= 1, damage= 532.00
