=============================================================
 starting episode: 0/2000
Client connected on 3105..............
Ep:0 step:0(1), a_t=[s=-1.00, t= 0.341279, b= 0.000000], r_t=[r= 0.30, prog= 0.30, pen=-0.00, r_old= 0.30], Reward=  0.30 /  0.30 / -inf, epsilon=  1.000, speed=  0.10, gear= 0, damage= 0.00
Ep:12 step:840(10997), a_t=[s=-0.13, t= 0.380043, b= 0.000000], r_t=[r= 5.12, prog= 13.62, pen=-8.51, r_old= 5.12], Reward=  2325.58 /  2255.58 /  4859.92, epsilon=  0.963, speed=  4.65, gear= 1, damage= 291.00
Ep:12 step:860(11017), a_t=[s= 0.67, t= 0.260603, b= 0.000000], r_t=[r= 1.94, prog= 5.10, pen=-3.16, r_old= 1.94], Reward=  2422.11 /  2352.11 /  4859.92, epsilon=  0.963, speed=  1.74, gear= 1, damage= 291.00
Ep:12 step:880(11037), a_t=[s= 0.25, t= 0.625496, b= 0.000000], r_t=[r= 4.43, prog= 11.60, pen=-7.17, r_old= 4.43], Reward=  2468.64 /  2393.60 /  4859.92, epsilon=  0.963, speed=  3.95, gear= 1, damage= 327.00
Ep:12 step:900(11057), a_t=[s=-1.00, t= 0.537822, b= 0.000000], r_t=[r= 4.81, prog= 13.69, pen=-8.87, r_old= 4.81], Reward=  2487.33 /  2401.09 /  4859.92, epsilon=  0.963, speed=  4.75, gear= 1, damage= 401.00
Ep:12 step:920(11077), a_t=[s= 0.36, t= 0.711914, b= 0.000000], r_t=[r= 2.65, prog= 7.17, pen=-4.52, r_old= 2.65], Reward=  2533.51 /  2447.26 /  4859.92, epsilon=  0.963, speed=  2.46, gear= 1, damage= 401.00
Ep:12 step:940(11097), a_t=[s= 0.94, t= 0.579535, b= 0.000000], r_t=[r= 8.15, prog= 20.44, pen=-12.28, r_old= 8.15], Reward=  2619.38 /  2533.14 /  4859.92, epsilon=  0.963, speed=  6.90, gear= 1, damage= 401.00
Ep:12 step:960(11117), a_t=[s= 0.77, t= 0.525524, b= 0.000000], r_t=[r= 2.06, prog= 5.82, pen=-3.75, r_old= 2.06], Reward=  2568.23 /  2476.41 /  4859.92, epsilon=  0.963, speed=  2.01, gear= 1, damage= 511.00
Ep:12 step:980(11137), a_t=[s= 0.39, t= 0.507541, b= 0.000000], r_t=[r= 3.12, prog= 8.31, pen=-5.19, r_old= 3.12], Reward=  2616.09 /  2524.27 /  4859.92, epsilon=  0.963, speed=  2.84, gear= 1, damage= 511.00
Ep:12 step:1000(11157), a_t=[s= 1.00, t= 0.429993, b= 0.000000], r_t=[r= 3.02, prog= 7.89, pen=-4.87, r_old= 3.02], Reward=  2692.86 /  2601.04 /  4859.92, epsilon=  0.963, speed=  2.69, gear= 1, damage= 511.00
Ep:12 step:1020(11177), a_t=[s= 1.00, t= 0.355594, b= 0.000000], r_t=[r= 1.66, prog= 4.47, pen=-2.81, r_old= 1.66], Reward=  2728.05 /  2632.88 /  4859.92, epsilon=  0.963, speed=  1.53, gear= 1, damage= 548.00
Ep:12 step:1040(11197), a_t=[s= 0.15, t= 0.421997, b= 0.000000], r_t=[r= 3.05, prog= 7.98, pen=-4.93, r_old= 3.05], Reward=  2783.76 /  2688.59 /  4859.92, epsilon=  0.963, speed=  2.72, gear= 1, damage= 548.00
Ep:12 step:1060(11217), a_t=[s= 0.74, t= 0.399238, b= 0.000000], r_t=[r= 1.90, prog= 5.01, pen=-3.11, r_old= 1.90], Reward=  2866.97 /  2771.80 /  4859.92, epsilon=  0.963, speed=  1.71, gear= 1, damage= 548.00
Ep:12 step:1080(11237), a_t=[s= 1.00, t= 0.493956, b= 0.000000], r_t=[r= 1.98, prog= 5.32, pen=-3.34, r_old= 1.98], Reward=  2930.69 /  2829.97 /  4859.92, epsilon=  0.963, speed=  1.82, gear= 1, damage= 559.00
Ep:12 step:1100(11257), a_t=[s= 0.04, t= 0.422026, b= 0.000000], r_t=[r= 3.29, prog= 8.55, pen=-5.26, r_old= 3.29], Reward=  2991.22 /  2890.50 /  4859.92, epsilon=  0.962, speed=  2.91, gear= 1, damage= 559.00
Ep:12 step:1120(11277), a_t=[s=-0.29, t= 0.362791, b= 0.000000], r_t=[r= 1.19, prog= 3.59, pen=-2.40, r_old= 1.19], Reward=  3028.92 /  2899.28 /  4859.92, epsilon=  0.962, speed=  1.26, gear= 1, damage= 624.00
Ep:12 step:1140(11297), a_t=[s= 0.32, t= 0.643141, b= 0.000000], r_t=[r= 3.08, prog= 8.64, pen=-5.56, r_old= 3.08], Reward=  3061.26 /  2931.62 /  4859.92, epsilon=  0.962, speed=  2.99, gear= 1, damage= 624.00
Ep:12 step:1160(11317), a_t=[s= 0.30, t= 0.521435, b= 0.029129], r_t=[r= 5.64, prog= 14.71, pen=-9.07, r_old= 5.64], Reward=  3126.38 /  2996.74 /  4859.92, epsilon=  0.962, speed=  5.00, gear= 1, damage= 624.00
Ep:12 step:1180(11337), a_t=[s= 1.00, t= 0.448908, b= 0.000000], r_t=[r= 3.26, prog= 9.11, pen=-5.85, r_old= 3.26], Reward=  3238.30 /  3100.60 /  4859.92, epsilon=  0.962, speed=  3.15, gear= 1, damage= 627.00
Ep:12 step:1200(11357), a_t=[s= 0.42, t= 0.446418, b= 0.005451], r_t=[r= 1.47, prog= 4.05, pen=-2.58, r_old= 1.47], Reward=  3280.51 /  3142.81 /  4859.92, epsilon=  0.962, speed=  1.40, gear= 1, damage= 627.00
Ep:12 step:1220(11377), a_t=[s= 1.00, t= 0.386034, b= 0.000000], r_t=[r= 1.13, prog= 3.04, pen=-1.92, r_old= 1.13], Reward=  3319.46 /  3181.76 /  4859.92, epsilon=  0.962, speed=  1.04, gear= 1, damage= 627.00
Ep:12 step:1240(11397), a_t=[s=-0.09, t= 0.390792, b= 0.000000], r_t=[r= 1.54, prog= 4.46, pen=-2.92, r_old= 1.54], Reward=  3380.34 /  3237.12 /  4859.92, epsilon=  0.962, speed=  1.55, gear= 1, damage= 652.00
Ep:12 step:1260(11417), a_t=[s=-0.88, t= 0.521416, b= 0.000000], r_t=[r= 3.96, prog= 10.57, pen=-6.62, r_old= 3.96], Reward=  3426.52 /  3283.30 /  4859.92, epsilon=  0.962, speed=  3.62, gear= 1, damage= 652.00
Ep:12 step:1280(11437), a_t=[s= 0.99, t= 0.374668, b= 0.000000], r_t=[r= 1.76, prog= 4.58, pen=-2.82, r_old= 1.76], Reward=  3497.16 /  3353.94 /  4859.92, epsilon=  0.962, speed=  1.56, gear= 1, damage= 652.00
Ep:12 step:1300(11457), a_t=[s= 0.67, t= 0.452084, b= 0.000000], r_t=[r= 3.34, prog= 8.59, pen=-5.25, r_old= 3.34], Reward=  3570.98 /  3427.77 /  4859.92, epsilon=  0.962, speed=  2.91, gear= 1, damage= 652.00
Ep:12 step:1320(11477), a_t=[s= 1.00, t= 0.616653, b= 0.000000], r_t=[r= 2.54, prog= 6.64, pen=-4.10, r_old= 2.54], Reward=  3632.89 /  3489.67 /  4859.92, epsilon=  0.962, speed=  2.26, gear= 1, damage= 652.00
Ep:12 step:1340(11497), a_t=[s= 0.64, t= 0.481124, b= 0.000000], r_t=[r= 4.13, prog= 10.94, pen=-6.81, r_old= 4.13], Reward=  3642.99 /  3491.63 /  4859.92, epsilon=  0.962, speed=  3.73, gear= 1, damage= 710.00
Ep:12 step:1360(11517), a_t=[s= 1.00, t= 0.544331, b= 0.000000], r_t=[r= 1.95, prog= 5.27, pen=-3.32, r_old= 1.95], Reward=  3667.82 /  3511.91 /  4859.92, epsilon=  0.962, speed=  1.81, gear= 1, damage= 755.00
Ep:12 step:1380(11537), a_t=[s=-0.57, t= 0.448162, b= 0.000000], r_t=[r= 8.32, prog= 21.33, pen=-13.01, r_old= 8.32], Reward=  3738.06 /  3582.16 /  4859.92, epsilon=  0.962, speed=  7.23, gear= 1, damage= 755.00
Ep:12 step:1400(11557), a_t=[s= 1.00, t= 0.545508, b= 0.000000], r_t=[r= 1.54, prog= 4.35, pen=-2.81, r_old= 1.54], Reward=  3752.13 /  3585.88 /  4859.92, epsilon=  0.961, speed=  1.51, gear= 1, damage= 793.00
Ep:12 step:1420(11577), a_t=[s= 1.00, t= 0.410587, b= 0.000000], r_t=[r= 1.01, prog= 2.80, pen=-1.79, r_old= 1.01], Reward=  3784.65 /  3618.41 /  4859.92, epsilon=  0.961, speed=  0.96, gear= 1, damage= 793.00
Ep:12 step:1440(11597), a_t=[s= 1.00, t= 0.355901, b= 0.000000], r_t=[r= 2.30, prog= 6.06, pen=-3.76, r_old= 2.30], Reward=  3836.94 /  3670.70 /  4859.92, epsilon=  0.961, speed=  2.07, gear= 1, damage= 793.00
Ep:12 step:1460(11617), a_t=[s=-0.43, t= 0.543883, b= 0.000000], r_t=[r= 1.74, prog= 5.17, pen=-3.43, r_old= 1.74], Reward=  3856.29 /  3685.54 /  4859.92, epsilon=  0.961, speed=  1.81, gear= 1, damage= 854.00
Ep:12 step:1480(11637), a_t=[s=-0.00, t= 0.492788, b= 0.000000], r_t=[r= 2.13, prog= 5.96, pen=-3.82, r_old= 2.13], Reward=  3896.78 /  3726.03 /  4859.92, epsilon=  0.961, speed=  2.06, gear= 1, damage= 854.00
Ep:12 step:1500(11657), a_t=[s=-0.42, t= 0.620872, b= 0.000000], r_t=[r= 6.54, prog= 17.29, pen=-10.75, r_old= 6.54], Reward=  3947.64 /  3776.90 /  4859.92, epsilon=  0.961, speed=  5.90, gear= 1, damage= 854.00
Ep:12 step:1520(11677), a_t=[s= 0.66, t= 0.442301, b= 0.000000], r_t=[r= 2.26, prog= 6.10, pen=-3.84, r_old= 2.26], Reward=  4009.57 /  3828.70 /  4859.92, epsilon=  0.961, speed=  2.09, gear= 1, damage= 881.00
Ep:12 step:1540(11697), a_t=[s= 0.71, t= 0.419670, b= 0.000000], r_t=[r= 2.48, prog= 6.56, pen=-4.08, r_old= 2.48], Reward=  4082.56 /  3901.69 /  4859.92, epsilon=  0.961, speed=  2.24, gear= 1, damage= 881.00
Ep:12 step:1560(11717), a_t=[s=-0.60, t= 0.321419, b= 0.000000], r_t=[r= 12.46, prog= 29.67, pen=-17.20, r_old= 12.46], Reward=  4173.52 /  3992.65 /  4859.92, epsilon=  0.961, speed=  9.94, gear= 1, damage= 881.00
Ep:12 step:1580(11737), a_t=[s= 0.79, t= 0.592839, b= 0.000000], r_t=[r= 13.57, prog= 43.21, pen=-29.64, r_old= 13.57], Reward=  4473.88 /  4293.02 /  4859.92, epsilon=  0.961, speed=  15.39, gear= 1, damage= 881.00
Ep:12 step:1600(11757), a_t=[s= 1.00, t= 0.554369, b= 0.000000], r_t=[r=-0.02, prog= 0.67, pen=-0.69, r_old=-0.02], Reward=  4482.14 /  4301.27 /  4859.92, epsilon=  0.961, speed=  0.31, gear= 1, damage= 881.00
Ep:12 step:1620(11777), a_t=[s= 0.61, t= 0.523796, b= 0.000000], r_t=[r= 0.01, prog= 0.99, pen=-0.98, r_old= 0.01], Reward=  4481.98 /  4301.11 /  4859.92, epsilon=  0.961, speed=  0.45, gear= 1, damage= 881.00
Ep:12 step:1640(11797), a_t=[s= 0.42, t= 0.539957, b= 0.000000], r_t=[r= 0.04, prog= 0.61, pen=-0.57, r_old= 0.04], Reward=  4482.61 /  4301.74 /  4859.92, epsilon=  0.961, speed=  0.26, gear= 1, damage= 881.00
Ep:12 step:1660(11817), a_t=[s=-0.60, t= 0.502247, b= 0.000000], r_t=[r= 0.17, prog= 1.83, pen=-1.66, r_old= 0.17], Reward=  4483.67 /  4302.80 /  4859.92, epsilon=  0.961, speed=  0.78, gear= 1, damage= 881.00
Ep:12 step:1680(11837), a_t=[s= 0.45, t= 0.559926, b= 0.000000], r_t=[r= 0.15, prog= 1.17, pen=-1.02, r_old= 0.15], Reward=  4485.79 /  4304.92 /  4859.92, epsilon=  0.961, speed=  0.48, gear= 1, damage= 881.00
Ep:12 step:1700(11857), a_t=[s= 1.00, t= 0.535408, b= 0.000000], r_t=[r= 0.19, prog= 1.13, pen=-0.94, r_old= 0.19], Reward=  4489.69 /  4308.82 /  4859.92, epsilon=  0.960, speed=  0.45, gear= 1, damage= 881.00
Ep:12 step:1720(11877), a_t=[s=-0.34, t= 0.360103, b= 0.000000], r_t=[r= 0.30, prog= 1.50, pen=-1.20, r_old= 0.30], Reward=  4494.28 /  4313.42 /  4859.92, epsilon=  0.960, speed=  0.58, gear= 1, damage= 881.00
Ep:12 step:1740(11897), a_t=[s=-0.66, t= 0.506543, b= 0.000000], r_t=[r= 0.62, prog= 2.76, pen=-2.14, r_old= 0.62], Reward=  4500.97 /  4320.10 /  4859.92, epsilon=  0.960, speed=  1.06, gear= 1, damage= 881.00
Ep:12 step:1760(11917), a_t=[s= 0.17, t= 0.505544, b= 0.000000], r_t=[r= 0.74, prog= 2.75, pen=-2.01, r_old= 0.74], Reward=  4513.40 /  4332.54 /  4859.92, epsilon=  0.960, speed=  1.01, gear= 1, damage= 881.00
Ep:12 step:1780(11937), a_t=[s= 0.06, t= 0.479788, b= 0.000000], r_t=[r= 0.92, prog= 3.13, pen=-2.22, r_old= 0.92], Reward=  4527.33 /  4346.46 /  4859.92, epsilon=  0.960, speed=  1.13, gear= 1, damage= 881.00
Ep:12 step:1800(11957), a_t=[s=-0.17, t= 0.627421, b= 0.000000], r_t=[r= 1.49, prog= 4.77, pen=-3.28, r_old= 1.49], Reward=  4544.97 /  4364.11 /  4859.92, epsilon=  0.960, speed=  1.70, gear= 1, damage= 881.00
Ep:12 step:1820(11977), a_t=[s=-0.68, t= 0.648570, b= 0.000000], r_t=[r= 5.34, prog= 14.72, pen=-9.39, r_old= 5.34], Reward=  4596.11 /  4415.24 /  4859.92, epsilon=  0.960, speed=  5.07, gear= 1, damage= 881.00
Ep:12 step:1840(11997), a_t=[s= 0.33, t= 0.703222, b= 0.000000], r_t=[r= 3.24, prog= 8.64, pen=-5.40, r_old= 3.24], Reward=  4647.49 /  4466.62 /  4859.92, epsilon=  0.960, speed=  2.95, gear= 1, damage= 881.00
Ep:12 step:1860(12017), a_t=[s=-0.08, t= 0.475174, b= 0.000000], r_t=[r= 6.17, prog= 15.92, pen=-9.75, r_old= 6.17], Reward=  4715.13 /  4534.26 /  4859.92, epsilon=  0.960, speed=  5.40, gear= 1, damage= 881.00
Ep:12 step:1880(12037), a_t=[s= 0.94, t= 0.439719, b= 0.000000], r_t=[r= 3.21, prog= 8.39, pen=-5.17, r_old= 3.21], Reward=  4799.92 /  4619.06 /  4859.92, epsilon=  0.960, speed=  2.85, gear= 1, damage= 881.00
Ep:12 step:1900(12057), a_t=[s= 1.00, t= 0.534883, b= 0.000000], r_t=[r= 2.42, prog= 6.29, pen=-3.86, r_old= 2.42], Reward=  4856.47 /  4675.60 /  4859.92, epsilon=  0.960, speed=  2.14, gear= 1, damage= 881.00
Ep:12 step:1920(12077), a_t=[s= 0.42, t= 0.453949, b= 0.000000], r_t=[r= 2.75, prog= 7.36, pen=-4.60, r_old= 2.75], Reward=  4865.95 /  4680.05 /  4859.92, epsilon=  0.960, speed=  2.52, gear= 1, damage= 940.00
Ep:12 step:1940(12097), a_t=[s= 0.03, t= 0.411179, b= 0.000000], r_t=[r= 4.83, prog= 12.41, pen=-7.57, r_old= 4.83], Reward=  4953.68 /  4767.78 /  4859.92, epsilon=  0.960, speed=  4.21, gear= 1, damage= 940.00
Ep:12 step:1960(12117), a_t=[s= 0.33, t= 0.390144, b= 0.000000], r_t=[r= 12.73, prog= 32.07, pen=-19.34, r_old= 12.73], Reward=  5077.02 /  4883.56 /  4859.92, epsilon=  0.960, speed=  10.83, gear= 1, damage= 957.00
Ep:12 step:1980(12137), a_t=[s= 0.67, t= 0.588448, b= 0.000000], r_t=[r= 5.83, prog= 15.61, pen=-9.77, r_old= 5.83], Reward=  5263.13 /  5069.67 /  4859.92, epsilon=  0.960, speed=  5.34, gear= 1, damage= 957.00
=============================================================
 starting episode: 13/2000
Waiting for server on 3105............
Count Down : 5
Client connected on 3105..............
Ep:13 step:0(12157), a_t=[s= 0.07, t= 0.454568, b= 0.000000], r_t=[r= 0.36, prog= 0.36, pen=-0.00, r_old= 0.36], Reward=  0.36 /  0.36 /  5336.77, epsilon=  0.959, speed=  0.12, gear= 1, damage= 0.00
Ep:13 step:20(12177), a_t=[s= 0.24, t= 0.516690, b= 0.000000], r_t=[r= 68.06, prog= 107.35, pen=-39.29, r_old= 68.06], Reward=  782.30 /  782.30 /  5336.77, epsilon=  0.959, speed=  38.35, gear= 1, damage= 0.00
Ep:13 step:40(12197), a_t=[s= 0.41, t= 0.391339, b= 0.000000], r_t=[r= 0.00, prog=-0.01, pen= 0.01, r_old= 0.00], Reward=  1115.32 /  1125.62 /  5336.77, epsilon=  0.959, speed= -0.02, gear= 1, damage= 47.00
Ep:13 step:60(12217), a_t=[s= 0.43, t= 0.587382, b= 0.000000], r_t=[r=-0.03, prog= 0.01, pen=-0.03, r_old=-0.03], Reward=  1114.07 /  1124.37 /  5336.77, epsilon=  0.959, speed=  0.01, gear= 1, damage= 47.00
Ep:13 step:80(12237), a_t=[s=-0.70, t= 0.467596, b= 0.000000], r_t=[r=-0.02, prog= 0.01, pen=-0.02, r_old=-0.02], Reward=  1112.25 /  1122.55 /  5336.77, epsilon=  0.959, speed=  0.01, gear= 1, damage= 47.00
Ep:13 step:100(12257), a_t=[s= 0.66, t= 0.481022, b= 0.006417], r_t=[r=-0.09, prog= 0.05, pen=-0.14, r_old=-0.09], Reward=  1110.44 /  1120.74 /  5336.77, epsilon=  0.959, speed=  0.06, gear= 1, damage= 47.00
Ep:13 step:120(12277), a_t=[s= 0.15, t= 0.545682, b= 0.000000], r_t=[r=-0.14, prog= 0.08, pen=-0.21, r_old=-0.14], Reward=  1108.06 /  1118.36 /  5336.77, epsilon=  0.959, speed=  0.09, gear= 1, damage= 47.00
Ep:13 step:140(12297), a_t=[s= 1.00, t= 0.576559, b= 0.000000], r_t=[r=-0.16, prog= 0.10, pen=-0.26, r_old=-0.16], Reward=  1106.61 /  1116.91 /  5336.77, epsilon=  0.959, speed=  0.11, gear= 1, damage= 47.00
Ep:13 step:160(12317), a_t=[s=-1.00, t= 0.542214, b= 0.000000], r_t=[r=-0.03, prog= 0.02, pen=-0.05, r_old=-0.03], Reward=  1104.19 /  1114.49 /  5336.77, epsilon=  0.959, speed=  0.02, gear= 1, damage= 47.00
Ep:13 step:180(12337), a_t=[s= 0.22, t= 0.255259, b= 0.000000], r_t=[r=-0.00, prog= 0.00, pen=-0.00, r_old=-0.00], Reward=  1102.68 /  1112.97 /  5336.77, epsilon=  0.959, speed=  0.00, gear= 1, damage= 47.00
Ep:13 step:200(12357), a_t=[s=-1.00, t= 0.598695, b= 0.000000], r_t=[r=-0.04, prog= 0.04, pen=-0.08, r_old=-0.04], Reward=  1100.83 /  1111.12 /  5336.77, epsilon=  0.959, speed=  0.03, gear= 1, damage= 47.00
Ep:13 step:220(12377), a_t=[s=-0.45, t= 0.425719, b= 0.000000], r_t=[r=-0.25, prog= 0.32, pen=-0.57, r_old=-0.25], Reward=  1098.23 /  1108.52 /  5336.77, epsilon=  0.959, speed=  0.24, gear= 1, damage= 47.00
Ep:13 step:240(12397), a_t=[s= 0.02, t= 0.496824, b= 0.000000], r_t=[r=-0.07, prog= 0.11, pen=-0.18, r_old=-0.07], Reward=  1096.67 /  1106.96 /  5336.77, epsilon=  0.959, speed=  0.08, gear= 1, damage= 47.00
Ep:13 step:260(12417), a_t=[s= 0.33, t= 0.409626, b= 0.000000], r_t=[r=-0.06, prog= 0.11, pen=-0.17, r_old=-0.06], Reward=  1094.74 /  1105.04 /  5336.77, epsilon=  0.959, speed=  0.07, gear= 1, damage= 47.00
Ep:13 step:280(12437), a_t=[s= 1.00, t= 0.425280, b= 0.000000], r_t=[r=-0.13, prog= 0.25, pen=-0.38, r_old=-0.13], Reward=  1092.73 /  1103.03 /  5336.77, epsilon=  0.959, speed=  0.16, gear= 1, damage= 47.00
Ep:13 step:300(12457), a_t=[s= 0.44, t= 0.657340, b= 0.000000], r_t=[r=-0.01, prog=-0.01, pen= 0.00, r_old=-0.01], Reward=  1090.91 /  1101.21 /  5336.77, epsilon=  0.958, speed= -0.01, gear= 1, damage= 47.00
Ep:13 step:320(12477), a_t=[s= 0.34, t= 0.479856, b= 0.000000], r_t=[r=-0.02, prog= 0.06, pen=-0.08, r_old=-0.02], Reward=  1088.83 /  1099.13 /  5336.77, epsilon=  0.958, speed=  0.03, gear= 1, damage= 47.00
Ep:13 step:340(12497), a_t=[s= 0.37, t= 0.655869, b= 0.000000], r_t=[r=-0.19, prog= 1.11, pen=-1.30, r_old=-0.19], Reward=  1087.01 /  1097.30 /  5336.77, epsilon=  0.958, speed=  0.58, gear= 1, damage= 47.00
Ep:13 step:360(12517), a_t=[s=-0.44, t= 0.504125, b= 0.000000], r_t=[r=-0.05, prog= 0.38, pen=-0.42, r_old=-0.05], Reward=  1086.03 /  1096.32 /  5336.77, epsilon=  0.958, speed=  0.19, gear= 1, damage= 47.00
Ep:13 step:380(12537), a_t=[s= 1.00, t= 0.434570, b= 0.000000], r_t=[r=-0.02, prog= 0.40, pen=-0.41, r_old=-0.02], Reward=  1085.15 /  1095.45 /  5336.77, epsilon=  0.958, speed=  0.19, gear= 1, damage= 47.00
Ep:13 step:400(12557), a_t=[s=-0.82, t= 0.518022, b= 0.000000], r_t=[r= 0.01, prog= 0.94, pen=-0.93, r_old= 0.01], Reward=  1085.02 /  1095.31 /  5336.77, epsilon=  0.958, speed=  0.43, gear= 1, damage= 47.00
Ep:13 step:420(12577), a_t=[s= 1.00, t= 0.371673, b= 0.000000], r_t=[r= 0.03, prog= 0.57, pen=-0.54, r_old= 0.03], Reward=  1085.44 /  1095.74 /  5336.77, epsilon=  0.958, speed=  0.25, gear= 1, damage= 47.00
Ep:13 step:440(12597), a_t=[s= 0.45, t= 0.579532, b= 0.000000], r_t=[r= 0.09, prog= 0.96, pen=-0.87, r_old= 0.09], Reward=  1086.49 /  1096.79 /  5336.77, epsilon=  0.958, speed=  0.41, gear= 1, damage= 47.00
Ep:13 step:460(12617), a_t=[s=-0.19, t= 0.524204, b= 0.000000], r_t=[r= 0.19, prog= 1.42, pen=-1.22, r_old= 0.19], Reward=  1088.58 /  1098.88 /  5336.77, epsilon=  0.958, speed=  0.58, gear= 1, damage= 47.00
Ep:13 step:480(12637), a_t=[s= 0.87, t= 0.609807, b= 0.000000], r_t=[r= 0.18, prog= 1.06, pen=-0.88, r_old= 0.18], Reward=  1091.66 /  1101.96 /  5336.77, epsilon=  0.958, speed=  0.42, gear= 1, damage= 47.00
Ep:13 step:500(12657), a_t=[s=-0.30, t= 0.298104, b= 0.000000], r_t=[r= 0.53, prog= 2.56, pen=-2.02, r_old= 0.53], Reward=  1097.70 /  1107.99 /  5336.77, epsilon=  0.958, speed=  0.99, gear= 1, damage= 47.00
Ep:13 step:520(12677), a_t=[s= 0.72, t= 0.609626, b= 0.000000], r_t=[r= 0.46, prog= 1.97, pen=-1.52, r_old= 0.46], Reward=  1104.32 /  1114.62 /  5336.77, epsilon=  0.958, speed=  0.75, gear= 1, damage= 47.00
Ep:13 step:540(12697), a_t=[s=-0.05, t= 0.426737, b= 0.000000], r_t=[r= 0.53, prog= 2.03, pen=-1.50, r_old= 0.53], Reward=  1113.92 /  1124.21 /  5336.77, epsilon=  0.958, speed=  0.75, gear= 1, damage= 47.00
Ep:13 step:560(12717), a_t=[s=-0.25, t= 0.504105, b= 0.000000], r_t=[r= 1.13, prog= 4.16, pen=-3.03, r_old= 1.13], Reward=  1122.07 /  1132.36 /  5336.77, epsilon=  0.958, speed=  1.53, gear= 1, damage= 47.00
Ep:13 step:580(12737), a_t=[s=-0.64, t= 0.459576, b= 0.000000], r_t=[r= 3.12, prog= 9.43, pen=-6.31, r_old= 3.12], Reward=  1148.74 /  1159.04 /  5336.77, epsilon=  0.958, speed=  3.31, gear= 1, damage= 47.00
Ep:13 step:600(12757), a_t=[s=-0.18, t= 0.605333, b= 0.000000], r_t=[r= 3.84, prog= 10.73, pen=-6.88, r_old= 3.84], Reward=  1184.94 /  1195.24 /  5336.77, epsilon=  0.957, speed=  3.70, gear= 1, damage= 47.00
Ep:13 step:620(12777), a_t=[s= 1.00, t= 0.611452, b= 0.000000], r_t=[r= 2.33, prog= 6.17, pen=-3.84, r_old= 2.33], Reward=  1257.34 /  1267.63 /  5336.77, epsilon=  0.957, speed=  2.10, gear= 1, damage= 47.00
Ep:13 step:640(12797), a_t=[s=-0.73, t= 0.559691, b= 0.000000], r_t=[r= 14.57, prog= 34.09, pen=-19.52, r_old= 14.57], Reward=  1378.30 /  1376.62 /  5336.77, epsilon=  0.957, speed=  11.41, gear= 1, damage= 53.00
Ep:13 step:660(12817), a_t=[s= 0.54, t= 0.651292, b= 0.000000], r_t=[r= 0.54, prog= 2.13, pen=-1.58, r_old= 0.54], Reward=  1430.64 /  1374.33 /  5336.77, epsilon=  0.957, speed=  0.79, gear= 1, damage= 107.00
Ep:13 step:680(12837), a_t=[s= 0.55, t= 0.488312, b= 0.000000], r_t=[r= 1.01, prog= 3.60, pen=-2.59, r_old= 1.01], Reward=  1441.63 /  1385.33 /  5336.77, epsilon=  0.957, speed=  1.31, gear= 1, damage= 107.00
Ep:13 step:700(12857), a_t=[s= 1.00, t= 0.637417, b= 0.000000], r_t=[r= 0.90, prog= 2.91, pen=-2.01, r_old= 0.90], Reward=  1458.52 /  1402.21 /  5336.77, epsilon=  0.957, speed=  1.04, gear= 1, damage= 107.00
Ep:13 step:720(12877), a_t=[s= 0.37, t= 0.532305, b= 0.000000], r_t=[r= 1.49, prog= 4.43, pen=-2.94, r_old= 1.49], Reward=  1484.85 /  1428.54 /  5336.77, epsilon=  0.957, speed=  1.55, gear= 1, damage= 107.00
Ep:13 step:740(12897), a_t=[s= 0.41, t= 0.521427, b= 0.000000], r_t=[r= 2.95, prog= 8.04, pen=-5.10, r_old= 2.95], Reward=  1534.91 /  1478.60 /  5336.77, epsilon=  0.957, speed=  2.76, gear= 1, damage= 107.00
Ep:13 step:760(12917), a_t=[s= 0.81, t= 0.453766, b= 0.000000], r_t=[r= 2.00, prog= 5.60, pen=-3.60, r_old= 2.00], Reward=  1509.67 /  1438.79 /  5336.77, epsilon=  0.957, speed=  1.93, gear= 1, damage= 219.00
Ep:13 step:780(12937), a_t=[s= 0.02, t= 0.617835, b= 0.000000], r_t=[r= 4.53, prog= 11.95, pen=-7.42, r_old= 4.53], Reward=  1597.46 /  1526.59 /  5336.77, epsilon=  0.957, speed=  4.07, gear= 1, damage= 219.00
Ep:13 step:800(12957), a_t=[s= 0.93, t= 0.433115, b= 0.000000], r_t=[r= 1.40, prog= 3.98, pen=-2.58, r_old= 1.40], Reward=  1565.08 /  1484.97 /  5336.77, epsilon=  0.957, speed=  1.38, gear= 1, damage= 321.00
Ep:13 step:820(12977), a_t=[s= 0.03, t= 0.557965, b= 0.000000], r_t=[r= 2.92, prog= 8.02, pen=-5.10, r_old= 2.92], Reward=  1599.82 /  1519.71 /  5336.77, epsilon=  0.957, speed=  2.76, gear= 1, damage= 321.00
Ep:13 step:840(12997), a_t=[s=-1.00, t= 0.399407, b= 0.000000], r_t=[r= 3.55, prog= 9.20, pen=-5.65, r_old= 3.55], Reward=  1656.17 /  1576.06 /  5336.77, epsilon=  0.957, speed=  3.13, gear= 1, damage= 321.00
Ep:13 step:860(13017), a_t=[s=-0.82, t= 0.488350, b= 0.000000], r_t=[r= 6.56, prog= 16.70, pen=-10.14, r_old= 6.56], Reward=  1746.61 /  1666.50 /  5336.77, epsilon=  0.957, speed=  5.65, gear= 1, damage= 321.00
