=============================================================
 starting episode: 1400/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:1400 step:0(702960), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward= -0.00 / -0.00 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1414/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:1414 step:0(708184), a_t=[s=-1.00, t= 0.057795, b= 0.890089], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  0.06 /  0.06 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1414 step:20(708204), a_t=[s=-0.84, t= 0.059256, b= 0.885741], r_t=[r=-0.11, prog=-0.11, pen= 0.00, r_old=-0.11], Reward= -0.64 / -0.64 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1414 step:40(708224), a_t=[s=-0.99, t= 0.053120, b= 0.891297], r_t=[r= 0.01, prog= 0.01, pen=-0.00, r_old= 0.01], Reward= -0.15 / -0.15 /  4879.33, epsilon=  0.100, speed=  0.00, gear= 1, damage= 0.00
Ep:1414 step:60(708244), a_t=[s=-1.00, t= 0.078370, b= 0.893476], r_t=[r=-0.01, prog=-0.01, pen=-0.00, r_old=-0.01], Reward=  0.23 /  0.23 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1414 step:80(708264), a_t=[s=-1.00, t= 0.060545, b= 0.889948], r_t=[r= 0.16, prog= 0.16, pen=-0.00, r_old= 0.16], Reward=  0.80 /  0.80 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1414 step:100(708284), a_t=[s=-0.93, t= 0.047640, b= 0.883160], r_t=[r=-0.10, prog=-0.10, pen=-0.00, r_old=-0.10], Reward=  0.04 /  0.04 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1414 step:120(708304), a_t=[s=-0.84, t= 0.062358, b= 0.891715], r_t=[r=-0.05, prog=-0.05, pen=-0.00, r_old=-0.05], Reward= -1.07 / -1.07 /  4879.33, epsilon=  0.100, speed= -0.02, gear= 1, damage= 0.00
Ep:1414 step:140(708324), a_t=[s=-0.91, t= 0.047783, b= 0.886652], r_t=[r=-0.11, prog=-0.11, pen=-0.00, r_old=-0.11], Reward= -0.66 / -0.66 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1414 step:160(708344), a_t=[s=-1.00, t= 0.060019, b= 0.895689], r_t=[r=-0.02, prog=-0.02, pen=-0.00, r_old=-0.02], Reward=  0.15 /  0.15 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1414 step:180(708364), a_t=[s=-1.00, t= 0.051754, b= 0.886906], r_t=[r=-0.22, prog=-0.22, pen=-0.00, r_old=-0.22], Reward=  0.63 /  0.63 /  4879.33, epsilon=  0.100, speed= -0.07, gear= 1, damage= 0.00
Ep:1414 step:200(708384), a_t=[s=-0.93, t= 0.051705, b= 0.894794], r_t=[r=-0.06, prog=-0.06, pen=-0.00, r_old=-0.06], Reward=  2.40 /  2.40 /  4879.33, epsilon=  0.100, speed= -0.02, gear= 1, damage= 0.00
Ep:1414 step:220(708404), a_t=[s=-0.98, t= 0.059639, b= 0.888998], r_t=[r= 0.12, prog= 0.13, pen=-0.00, r_old= 0.12], Reward=  5.39 /  5.39 /  4879.33, epsilon=  0.100, speed=  0.04, gear= 1, damage= 0.00
Ep:1414 step:240(708424), a_t=[s=-0.96, t= 0.045693, b= 0.885983], r_t=[r=-0.20, prog=-0.20, pen=-0.00, r_old=-0.20], Reward=  7.60 /  7.60 /  4879.33, epsilon=  0.100, speed= -0.07, gear= 1, damage= 0.00
Ep:1414 step:260(708444), a_t=[s=-0.90, t= 0.071969, b= 0.889969], r_t=[r= 0.21, prog= 0.22, pen=-0.01, r_old= 0.21], Reward=  9.18 /  9.18 /  4879.33, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1414 step:280(708464), a_t=[s=-0.83, t= 0.056440, b= 0.898109], r_t=[r= 0.18, prog= 0.19, pen=-0.01, r_old= 0.18], Reward=  11.38 /  11.38 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1414 step:300(708484), a_t=[s=-0.87, t= 0.050538, b= 0.889934], r_t=[r=-0.20, prog=-0.20, pen=-0.00, r_old=-0.20], Reward=  13.05 /  13.05 /  4879.33, epsilon=  0.100, speed= -0.07, gear= 1, damage= 0.00
Ep:1414 step:320(708504), a_t=[s=-1.00, t= 0.031687, b= 0.887817], r_t=[r= 0.14, prog= 0.14, pen=-0.01, r_old= 0.14], Reward=  14.66 /  14.66 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1414 step:340(708524), a_t=[s=-1.00, t= 0.050745, b= 0.897001], r_t=[r= 0.01, prog= 0.01, pen=-0.00, r_old= 0.01], Reward=  15.11 /  15.11 /  4879.33, epsilon=  0.100, speed=  0.00, gear= 1, damage= 0.00
Ep:1414 step:360(708544), a_t=[s=-0.88, t= 0.044885, b= 0.900423], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  15.19 /  15.19 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1414 step:380(708564), a_t=[s=-0.96, t= 0.063302, b= 0.893796], r_t=[r= 0.02, prog= 0.02, pen=-0.00, r_old= 0.02], Reward=  16.40 /  16.40 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1414 step:400(708584), a_t=[s=-0.93, t= 0.065759, b= 0.887445], r_t=[r= 0.00, prog= 0.00, pen=-0.00, r_old= 0.00], Reward=  15.85 /  15.85 /  4879.33, epsilon=  0.100, speed=  0.00, gear= 1, damage= 0.00
Ep:1414 step:420(708604), a_t=[s=-0.83, t= 0.060104, b= 0.888182], r_t=[r= 0.00, prog= 0.00, pen=-0.00, r_old= 0.00], Reward=  15.44 /  15.44 /  4879.33, epsilon=  0.100, speed=  0.00, gear= 1, damage= 0.00
Ep:1414 step:440(708624), a_t=[s=-0.94, t= 0.045215, b= 0.884674], r_t=[r= 0.09, prog= 0.10, pen=-0.01, r_old= 0.09], Reward=  15.29 /  15.29 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1414 step:460(708644), a_t=[s=-0.90, t= 0.035660, b= 0.885491], r_t=[r= 0.09, prog= 0.10, pen=-0.01, r_old= 0.09], Reward=  14.08 /  14.08 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1414 step:480(708664), a_t=[s=-1.00, t= 0.055613, b= 0.893966], r_t=[r=-0.10, prog=-0.10, pen=-0.00, r_old=-0.10], Reward=  13.60 /  13.60 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1414 step:500(708684), a_t=[s=-0.93, t= 0.063943, b= 0.894215], r_t=[r= 0.03, prog= 0.03, pen=-0.00, r_old= 0.03], Reward=  13.75 /  13.75 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1414 step:520(708704), a_t=[s=-1.00, t= 0.049606, b= 0.900137], r_t=[r= 0.18, prog= 0.19, pen=-0.01, r_old= 0.18], Reward=  13.02 /  13.02 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1414 step:540(708724), a_t=[s=-0.96, t= 0.042526, b= 0.890987], r_t=[r=-0.01, prog=-0.01, pen=-0.00, r_old=-0.01], Reward=  13.11 /  13.11 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1414 step:560(708744), a_t=[s=-0.96, t= 0.060262, b= 0.889954], r_t=[r= 0.03, prog= 0.03, pen=-0.00, r_old= 0.03], Reward=  12.80 /  12.80 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1414 step:580(708764), a_t=[s=-0.96, t= 0.049299, b= 0.891410], r_t=[r= 0.03, prog= 0.03, pen=-0.00, r_old= 0.03], Reward=  11.10 /  11.10 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1414 step:600(708784), a_t=[s=-0.87, t= 0.049821, b= 0.885472], r_t=[r=-0.02, prog=-0.02, pen=-0.00, r_old=-0.02], Reward=  10.21 /  10.21 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1414 step:620(708804), a_t=[s=-0.76, t= 0.045458, b= 0.885519], r_t=[r= 0.03, prog= 0.03, pen=-0.00, r_old= 0.03], Reward=  10.95 /  10.95 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1414 step:640(708824), a_t=[s=-0.95, t= 0.034654, b= 0.888110], r_t=[r=-0.22, prog=-0.22, pen=-0.00, r_old=-0.22], Reward=  11.43 /  11.43 /  4879.33, epsilon=  0.100, speed= -0.07, gear= 1, damage= 0.00
Ep:1414 step:660(708844), a_t=[s=-0.98, t= 0.050953, b= 0.893524], r_t=[r=-0.03, prog=-0.03, pen=-0.00, r_old=-0.03], Reward=  10.15 /  10.15 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1414 step:680(708864), a_t=[s=-0.84, t= 0.047078, b= 0.889581], r_t=[r= 0.01, prog= 0.01, pen=-0.00, r_old= 0.01], Reward=  8.47 /  8.47 /  4879.33, epsilon=  0.100, speed=  0.00, gear= 1, damage= 0.00
Ep:1414 step:700(708884), a_t=[s=-0.96, t= 0.045203, b= 0.896391], r_t=[r=-0.01, prog=-0.01, pen=-0.00, r_old=-0.01], Reward=  7.71 /  7.71 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1414 step:720(708904), a_t=[s=-0.96, t= 0.051450, b= 0.889308], r_t=[r= 0.10, prog= 0.11, pen=-0.01, r_old= 0.10], Reward=  6.96 /  6.96 /  4879.33, epsilon=  0.100, speed=  0.04, gear= 1, damage= 0.00
Ep:1414 step:740(708924), a_t=[s=-0.94, t= 0.067770, b= 0.889381], r_t=[r=-0.10, prog=-0.10, pen=-0.00, r_old=-0.10], Reward=  6.49 /  6.49 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1414 step:760(708944), a_t=[s=-0.87, t= 0.048183, b= 0.893020], r_t=[r= 0.03, prog= 0.03, pen=-0.00, r_old= 0.03], Reward=  5.71 /  5.71 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1414 step:780(708964), a_t=[s=-0.87, t= 0.034380, b= 0.883695], r_t=[r=-0.05, prog=-0.05, pen=-0.00, r_old=-0.05], Reward=  5.56 /  5.56 /  4879.33, epsilon=  0.100, speed= -0.02, gear= 1, damage= 0.00
Ep:1414 step:800(708984), a_t=[s=-0.87, t= 0.048970, b= 0.889648], r_t=[r= 0.13, prog= 0.14, pen=-0.01, r_old= 0.13], Reward=  4.64 /  4.64 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1414 step:820(709004), a_t=[s=-0.94, t= 0.065568, b= 0.879795], r_t=[r=-0.03, prog=-0.03, pen=-0.00, r_old=-0.03], Reward=  3.72 /  3.72 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1414 step:840(709024), a_t=[s=-0.97, t= 0.064775, b= 0.887449], r_t=[r=-0.26, prog=-0.26, pen=-0.00, r_old=-0.26], Reward=  3.34 /  3.34 /  4879.33, epsilon=  0.100, speed= -0.09, gear= 1, damage= 0.00
Ep:1414 step:860(709044), a_t=[s=-1.00, t= 0.039323, b= 0.891131], r_t=[r=-0.22, prog=-0.22, pen=-0.00, r_old=-0.22], Reward=  2.37 /  2.37 /  4879.33, epsilon=  0.100, speed= -0.07, gear= 1, damage= 0.00
Ep:1414 step:880(709064), a_t=[s=-1.00, t= 0.048575, b= 0.902188], r_t=[r=-0.18, prog=-0.18, pen=-0.00, r_old=-0.18], Reward=  1.30 /  1.30 /  4879.33, epsilon=  0.100, speed= -0.06, gear= 1, damage= 0.00
Ep:1414 step:900(709084), a_t=[s=-0.95, t= 0.055217, b= 0.890774], r_t=[r= 0.05, prog= 0.06, pen=-0.01, r_old= 0.05], Reward=  0.14 /  0.14 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1414 step:920(709104), a_t=[s=-0.76, t= 0.064722, b= 0.892618], r_t=[r=-0.04, prog=-0.04, pen=-0.00, r_old=-0.04], Reward= -0.52 / -0.52 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1414 step:940(709124), a_t=[s=-0.93, t= 0.034602, b= 0.882436], r_t=[r=-0.00, prog=-0.00, pen=-0.00, r_old=-0.00], Reward= -1.29 / -1.29 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1414 step:960(709144), a_t=[s=-0.97, t= 0.060056, b= 0.888939], r_t=[r=-0.15, prog=-0.15, pen=-0.00, r_old=-0.15], Reward= -1.79 / -1.79 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1414 step:980(709164), a_t=[s=-0.96, t= 0.048276, b= 0.885393], r_t=[r= 0.15, prog= 0.17, pen=-0.02, r_old= 0.15], Reward= -1.56 / -1.56 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1414 step:1000(709184), a_t=[s=-0.90, t= 0.042212, b= 0.889604], r_t=[r= 0.00, prog= 0.00, pen=-0.00, r_old= 0.00], Reward= -1.53 / -1.53 /  4879.33, epsilon=  0.100, speed=  0.00, gear= 1, damage= 0.00
Ep:1414 step:1020(709204), a_t=[s=-1.00, t= 0.043537, b= 0.890732], r_t=[r=-0.08, prog=-0.08, pen=-0.00, r_old=-0.08], Reward= -0.52 / -0.52 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1414 step:1040(709224), a_t=[s=-0.98, t= 0.041908, b= 0.893629], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward= -0.91 / -0.91 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1414 step:1060(709244), a_t=[s=-0.93, t= 0.064303, b= 0.890362], r_t=[r=-0.05, prog=-0.04, pen=-0.00, r_old=-0.05], Reward= -0.55 / -0.55 /  4879.33, epsilon=  0.100, speed= -0.02, gear= 1, damage= 0.00
Ep:1414 step:1080(709264), a_t=[s=-1.00, t= 0.045587, b= 0.886941], r_t=[r=-0.36, prog=-0.35, pen=-0.00, r_old=-0.36], Reward= -3.42 / -3.42 /  4879.33, epsilon=  0.100, speed= -0.12, gear= 1, damage= 0.00
Ep:1414 step:1100(709284), a_t=[s=-0.98, t= 0.064727, b= 0.887234], r_t=[r=-0.11, prog=-0.11, pen=-0.00, r_old=-0.11], Reward= -4.59 / -4.59 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1414 step:1120(709304), a_t=[s=-0.84, t= 0.046241, b= 0.879819], r_t=[r=-0.23, prog=-0.23, pen=-0.00, r_old=-0.23], Reward= -5.37 / -5.37 /  4879.33, epsilon=  0.100, speed= -0.08, gear= 1, damage= 0.00
Ep:1414 step:1140(709324), a_t=[s=-0.82, t= 0.058229, b= 0.886163], r_t=[r=-0.13, prog=-0.13, pen=-0.00, r_old=-0.13], Reward= -4.82 / -4.82 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1414 step:1160(709344), a_t=[s=-0.85, t= 0.041898, b= 0.895601], r_t=[r=-0.12, prog=-0.12, pen=-0.00, r_old=-0.12], Reward= -5.93 / -5.93 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1414 step:1180(709364), a_t=[s=-0.96, t= 0.047128, b= 0.893954], r_t=[r= 0.15, prog= 0.17, pen=-0.02, r_old= 0.15], Reward= -6.27 / -6.27 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1414 step:1200(709384), a_t=[s=-0.91, t= 0.034524, b= 0.898365], r_t=[r=-0.00, prog=-0.00, pen=-0.00, r_old=-0.00], Reward= -7.62 / -7.62 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1414 step:1220(709404), a_t=[s=-0.92, t= 0.051623, b= 0.889849], r_t=[r=-0.09, prog=-0.09, pen=-0.00, r_old=-0.09], Reward= -7.83 / -7.83 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1414 step:1240(709424), a_t=[s=-0.89, t= 0.063110, b= 0.885711], r_t=[r= 0.17, prog= 0.20, pen=-0.03, r_old= 0.17], Reward= -6.41 / -6.41 /  4879.33, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1414 step:1260(709444), a_t=[s=-1.00, t= 0.069174, b= 0.892302], r_t=[r= 0.10, prog= 0.12, pen=-0.02, r_old= 0.10], Reward= -7.77 / -7.77 /  4879.33, epsilon=  0.100, speed=  0.04, gear= 1, damage= 0.00
Ep:1414 step:1280(709464), a_t=[s=-0.93, t= 0.055547, b= 0.888448], r_t=[r=-0.07, prog=-0.07, pen=-0.00, r_old=-0.07], Reward= -6.65 / -6.65 /  4879.33, epsilon=  0.100, speed= -0.02, gear= 1, damage= 0.00
Ep:1414 step:1300(709484), a_t=[s=-0.97, t= 0.052484, b= 0.883551], r_t=[r= 0.01, prog= 0.01, pen=-0.00, r_old= 0.01], Reward= -6.76 / -6.76 /  4879.33, epsilon=  0.100, speed=  0.00, gear= 1, damage= 0.00
Ep:1414 step:1320(709504), a_t=[s=-1.00, t= 0.059220, b= 0.885585], r_t=[r= 0.04, prog= 0.05, pen=-0.01, r_old= 0.04], Reward= -9.43 / -9.43 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1414 step:1340(709524), a_t=[s=-0.97, t= 0.035389, b= 0.892635], r_t=[r=-0.15, prog=-0.15, pen=-0.00, r_old=-0.15], Reward= -12.63 / -12.63 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1414 step:1360(709544), a_t=[s=-0.90, t= 0.059911, b= 0.898530], r_t=[r=-0.13, prog=-0.13, pen=-0.00, r_old=-0.13], Reward= -13.67 / -13.67 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1414 step:1380(709564), a_t=[s=-0.90, t= 0.027230, b= 0.886317], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward= -13.59 / -13.59 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1414 step:1400(709584), a_t=[s=-1.00, t= 0.062792, b= 0.889432], r_t=[r=-0.16, prog=-0.15, pen=-0.00, r_old=-0.16], Reward= -14.05 / -14.05 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1414 step:1420(709604), a_t=[s=-0.98, t= 0.056167, b= 0.887254], r_t=[r= 0.05, prog= 0.06, pen=-0.01, r_old= 0.05], Reward= -12.97 / -12.97 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1414 step:1440(709624), a_t=[s=-0.87, t= 0.058331, b= 0.881336], r_t=[r= 0.08, prog= 0.09, pen=-0.02, r_old= 0.08], Reward= -15.38 / -15.38 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1414 step:1460(709644), a_t=[s=-0.68, t= 0.034519, b= 0.885517], r_t=[r=-0.22, prog=-0.22, pen=-0.00, r_old=-0.22], Reward= -19.15 / -19.15 /  4879.33, epsilon=  0.100, speed= -0.08, gear= 1, damage= 0.00
Ep:1414 step:1480(709664), a_t=[s=-0.87, t= 0.059103, b= 0.888007], r_t=[r=-0.17, prog=-0.16, pen=-0.00, r_old=-0.17], Reward= -20.16 / -20.16 /  4879.33, epsilon=  0.100, speed= -0.06, gear= 1, damage= 0.00
Ep:1414 step:1500(709684), a_t=[s=-1.00, t= 0.037440, b= 0.891029], r_t=[r=-0.00, prog=-0.00, pen=-0.00, r_old=-0.00], Reward= -22.83 / -22.83 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1414 step:1520(709704), a_t=[s=-0.99, t= 0.049215, b= 0.881908], r_t=[r= 0.06, prog= 0.08, pen=-0.01, r_old= 0.06], Reward= -21.96 / -21.96 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1414 step:1540(709724), a_t=[s=-0.87, t= 0.055254, b= 0.888260], r_t=[r= 0.04, prog= 0.05, pen=-0.01, r_old= 0.04], Reward= -21.10 / -21.10 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1414 step:1560(709744), a_t=[s=-1.00, t= 0.029053, b= 0.893461], r_t=[r= 0.19, prog= 0.24, pen=-0.05, r_old= 0.19], Reward= -19.88 / -19.88 /  4879.33, epsilon=  0.100, speed=  0.08, gear= 1, damage= 0.00
Ep:1414 step:1580(709764), a_t=[s=-0.77, t= 0.057772, b= 0.885561], r_t=[r=-0.09, prog=-0.08, pen=-0.00, r_old=-0.09], Reward= -18.76 / -18.76 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1414 step:1600(709784), a_t=[s=-0.94, t= 0.012878, b= 0.889637], r_t=[r=-0.02, prog=-0.02, pen=-0.00, r_old=-0.02], Reward= -17.52 / -17.52 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1414 step:1620(709804), a_t=[s=-0.83, t= 0.047098, b= 0.891232], r_t=[r= 0.19, prog= 0.24, pen=-0.05, r_old= 0.19], Reward= -15.28 / -15.28 /  4879.33, epsilon=  0.100, speed=  0.08, gear= 1, damage= 0.00
Ep:1414 step:1640(709824), a_t=[s=-0.84, t= 0.056130, b= 0.895419], r_t=[r= 0.14, prog= 0.17, pen=-0.03, r_old= 0.14], Reward= -13.89 / -13.89 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1414 step:1660(709844), a_t=[s=-0.91, t= 0.052283, b= 0.893101], r_t=[r= 0.10, prog= 0.13, pen=-0.03, r_old= 0.10], Reward= -13.52 / -13.52 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1414 step:1680(709864), a_t=[s=-0.94, t= 0.049692, b= 0.886869], r_t=[r=-0.00, prog=-0.00, pen=-0.00, r_old=-0.00], Reward= -12.48 / -12.48 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1414 step:1700(709884), a_t=[s=-0.96, t= 0.042576, b= 0.887440], r_t=[r=-0.20, prog=-0.20, pen=-0.00, r_old=-0.20], Reward= -13.04 / -13.04 /  4879.33, epsilon=  0.100, speed= -0.07, gear= 1, damage= 0.00
Ep:1414 step:1720(709904), a_t=[s=-1.00, t= 0.052940, b= 0.887639], r_t=[r= 0.11, prog= 0.14, pen=-0.03, r_old= 0.11], Reward= -12.80 / -12.80 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1414 step:1740(709924), a_t=[s=-0.96, t= 0.059033, b= 0.890404], r_t=[r= 0.17, prog= 0.22, pen=-0.05, r_old= 0.17], Reward= -12.09 / -12.09 /  4879.33, epsilon=  0.100, speed=  0.08, gear= 1, damage= 0.00
Ep:1414 step:1760(709944), a_t=[s=-0.89, t= 0.059944, b= 0.886484], r_t=[r= 0.03, prog= 0.04, pen=-0.01, r_old= 0.03], Reward= -11.79 / -11.79 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1414 step:1780(709964), a_t=[s=-1.00, t= 0.058212, b= 0.892109], r_t=[r= 0.05, prog= 0.06, pen=-0.01, r_old= 0.05], Reward= -12.19 / -12.19 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1414 step:1800(709984), a_t=[s=-0.79, t= 0.066168, b= 0.895332], r_t=[r= 0.23, prog= 0.29, pen=-0.06, r_old= 0.23], Reward= -11.76 / -11.76 /  4879.33, epsilon=  0.100, speed=  0.10, gear= 1, damage= 0.00
Ep:1414 step:1820(710004), a_t=[s=-0.82, t= 0.059250, b= 0.897577], r_t=[r= 0.19, prog= 0.25, pen=-0.06, r_old= 0.19], Reward= -10.95 / -10.95 /  4879.33, epsilon=  0.100, speed=  0.09, gear= 1, damage= 0.00
Ep:1414 step:1840(710024), a_t=[s=-0.97, t= 0.039327, b= 0.896727], r_t=[r= 0.12, prog= 0.16, pen=-0.04, r_old= 0.12], Reward= -11.11 / -11.11 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1414 step:1860(710044), a_t=[s=-0.86, t= 0.046190, b= 0.890639], r_t=[r= 0.22, prog= 0.29, pen=-0.07, r_old= 0.22], Reward= -10.37 / -10.37 /  4879.33, epsilon=  0.100, speed=  0.10, gear= 1, damage= 0.00
Ep:1414 step:1880(710064), a_t=[s=-0.97, t= 0.051240, b= 0.891484], r_t=[r= 0.02, prog= 0.02, pen=-0.01, r_old= 0.02], Reward= -10.37 / -10.37 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1414 step:1900(710084), a_t=[s=-0.93, t= 0.058244, b= 0.891459], r_t=[r= 0.20, prog= 0.26, pen=-0.06, r_old= 0.20], Reward= -9.98 / -9.98 /  4879.33, epsilon=  0.100, speed=  0.09, gear= 1, damage= 0.00
Ep:1414 step:1920(710104), a_t=[s=-0.87, t= 0.038531, b= 0.895683], r_t=[r= 0.03, prog= 0.03, pen=-0.01, r_old= 0.03], Reward= -9.16 / -9.16 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1414 step:1940(710124), a_t=[s=-0.90, t= 0.047740, b= 0.895411], r_t=[r= 0.14, prog= 0.18, pen=-0.04, r_old= 0.14], Reward= -8.96 / -8.96 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1414 step:1960(710144), a_t=[s=-0.88, t= 0.047558, b= 0.894025], r_t=[r=-0.18, prog=-0.18, pen=-0.00, r_old=-0.18], Reward= -10.26 / -10.26 /  4879.33, epsilon=  0.100, speed= -0.06, gear= 1, damage= 0.00
Ep:1414 step:1980(710164), a_t=[s=-1.00, t= 0.047485, b= 0.887914], r_t=[r=-0.34, prog=-0.34, pen=-0.01, r_old=-0.34], Reward= -11.12 / -11.12 /  4879.33, epsilon=  0.100, speed= -0.12, gear= 1, damage= 0.00
=============================================================
 starting episode: 1415/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:1415 step:0(710184), a_t=[s=-0.91, t= 0.067716, b= 0.892922], r_t=[r=-0.34, prog=-0.34, pen= 0.00, r_old=-0.34], Reward= -0.34 / -0.34 /  4879.33, epsilon=  0.100, speed= -0.11, gear= 1, damage= 0.00
Ep:1415 step:20(710204), a_t=[s=-1.00, t= 0.056219, b= 0.884976], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward= -1.39 / -1.39 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
