=============================================================
 starting episode: 1100/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:1100 step:0(600236), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward= -0.00 / -0.00 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1123/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:1123 step:0(610174), a_t=[s=-0.85, t= 0.055183, b= 0.886984], r_t=[r= 0.12, prog= 0.12, pen=-0.00, r_old= 0.12], Reward=  0.12 /  0.12 /  4879.33, epsilon=  0.100, speed=  0.04, gear= 1, damage= 0.00
Ep:1123 step:20(610194), a_t=[s=-0.94, t= 0.057761, b= 0.890643], r_t=[r= 0.12, prog= 0.12, pen=-0.00, r_old= 0.12], Reward=  0.25 /  0.25 /  4879.33, epsilon=  0.100, speed=  0.04, gear= 1, damage= 0.00
Ep:1123 step:40(610214), a_t=[s=-0.98, t= 0.043302, b= 0.888842], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward=  0.84 /  0.84 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1123 step:60(610234), a_t=[s=-0.89, t= 0.047639, b= 0.884993], r_t=[r=-0.03, prog=-0.03, pen=-0.00, r_old=-0.03], Reward=  2.15 /  2.15 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1123 step:80(610254), a_t=[s=-1.00, t= 0.059519, b= 0.904553], r_t=[r= 0.18, prog= 0.18, pen=-0.00, r_old= 0.18], Reward=  1.40 /  1.40 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1123 step:100(610274), a_t=[s=-0.92, t= 0.058737, b= 0.890288], r_t=[r=-0.06, prog=-0.06, pen=-0.00, r_old=-0.06], Reward=  1.20 /  1.20 /  4879.33, epsilon=  0.100, speed= -0.02, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1124/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:1124 step:0(610276), a_t=[s=-0.99, t= 0.050363, b= 0.889194], r_t=[r=-0.17, prog=-0.17, pen= 0.00, r_old=-0.17], Reward= -0.17 / -0.17 /  4879.33, epsilon=  0.100, speed= -0.06, gear= 1, damage= 0.00
Ep:1124 step:20(610296), a_t=[s=-0.93, t= 0.045068, b= 0.888334], r_t=[r=-0.22, prog=-0.22, pen= 0.00, r_old=-0.22], Reward= -0.97 / -0.97 /  4879.33, epsilon=  0.100, speed= -0.07, gear= 1, damage= 0.00
Ep:1124 step:40(610316), a_t=[s=-0.97, t= 0.056870, b= 0.889250], r_t=[r= 0.02, prog= 0.02, pen=-0.00, r_old= 0.02], Reward=  0.13 /  0.13 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1124 step:60(610336), a_t=[s=-0.90, t= 0.057146, b= 0.892930], r_t=[r=-0.16, prog=-0.16, pen= 0.00, r_old=-0.16], Reward=  0.36 /  0.36 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1124 step:80(610356), a_t=[s=-0.73, t= 0.044828, b= 0.882574], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward=  0.08 /  0.08 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1124 step:100(610376), a_t=[s=-0.90, t= 0.045935, b= 0.893489], r_t=[r=-0.09, prog=-0.09, pen=-0.00, r_old=-0.09], Reward= -0.30 / -0.30 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1125/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:1125 step:0(610378), a_t=[s=-0.94, t= 0.023844, b= 0.891639], r_t=[r=-0.08, prog=-0.08, pen= 0.00, r_old=-0.08], Reward= -0.08 / -0.08 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1125 step:20(610398), a_t=[s=-0.88, t= 0.038919, b= 0.894592], r_t=[r= 0.22, prog= 0.22, pen=-0.00, r_old= 0.22], Reward=  0.53 /  0.53 /  4879.33, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1125 step:40(610418), a_t=[s=-0.97, t= 0.044794, b= 0.888210], r_t=[r=-0.37, prog=-0.37, pen= 0.00, r_old=-0.37], Reward=  1.65 /  1.65 /  4879.33, epsilon=  0.100, speed= -0.12, gear= 1, damage= 0.00
Ep:1125 step:60(610438), a_t=[s=-0.81, t= 0.062702, b= 0.898334], r_t=[r=-0.16, prog=-0.16, pen=-0.00, r_old=-0.16], Reward=  0.20 /  0.20 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1125 step:80(610458), a_t=[s=-0.94, t= 0.042595, b= 0.896981], r_t=[r=-0.11, prog=-0.11, pen=-0.00, r_old=-0.11], Reward=  0.21 /  0.21 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1125 step:100(610478), a_t=[s=-0.88, t= 0.051193, b= 0.888092], r_t=[r= 0.11, prog= 0.11, pen=-0.00, r_old= 0.11], Reward=  0.07 /  0.07 /  4879.33, epsilon=  0.100, speed=  0.04, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1126/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:1126 step:0(610480), a_t=[s=-1.00, t= 0.048627, b= 0.887915], r_t=[r= 0.04, prog= 0.04, pen=-0.00, r_old= 0.04], Reward=  0.04 /  0.04 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1126 step:20(610500), a_t=[s=-0.97, t= 0.036650, b= 0.892484], r_t=[r=-0.17, prog=-0.17, pen=-0.00, r_old=-0.17], Reward= -0.74 / -0.74 /  4879.33, epsilon=  0.100, speed= -0.06, gear= 1, damage= 0.00
Ep:1126 step:40(610520), a_t=[s=-0.84, t= 0.048267, b= 0.886763], r_t=[r=-0.08, prog=-0.08, pen=-0.00, r_old=-0.08], Reward= -0.19 / -0.19 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1126 step:60(610540), a_t=[s=-1.00, t= 0.033764, b= 0.892986], r_t=[r= 0.25, prog= 0.25, pen=-0.00, r_old= 0.25], Reward=  0.84 /  0.84 /  4879.33, epsilon=  0.100, speed=  0.08, gear= 1, damage= 0.00
Ep:1126 step:80(610560), a_t=[s=-0.86, t= 0.053814, b= 0.884318], r_t=[r=-0.06, prog=-0.06, pen=-0.00, r_old=-0.06], Reward=  2.87 /  2.87 /  4879.33, epsilon=  0.100, speed= -0.02, gear= 1, damage= 0.00
Ep:1126 step:100(610580), a_t=[s=-0.84, t= 0.057015, b= 0.885708], r_t=[r= 0.10, prog= 0.10, pen=-0.00, r_old= 0.10], Reward=  3.03 /  3.03 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1127/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:1127 step:0(610582), a_t=[s=-1.00, t= 0.063618, b= 0.884293], r_t=[r=-0.31, prog=-0.31, pen= 0.00, r_old=-0.31], Reward= -0.31 / -0.31 /  4879.33, epsilon=  0.100, speed= -0.10, gear= 1, damage= 0.00
Ep:1127 step:20(610602), a_t=[s=-0.86, t= 0.055182, b= 0.895642], r_t=[r=-0.02, prog=-0.02, pen= 0.00, r_old=-0.02], Reward= -0.36 / -0.36 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1127 step:40(610622), a_t=[s=-0.87, t= 0.033901, b= 0.891477], r_t=[r= 0.05, prog= 0.05, pen=-0.00, r_old= 0.05], Reward=  0.28 /  0.28 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1127 step:60(610642), a_t=[s=-0.89, t= 0.058716, b= 0.892140], r_t=[r=-0.18, prog=-0.18, pen= 0.00, r_old=-0.18], Reward= -0.25 / -0.25 /  4879.33, epsilon=  0.100, speed= -0.06, gear= 1, damage= 0.00
Ep:1127 step:80(610662), a_t=[s=-1.00, t= 0.039503, b= 0.891037], r_t=[r= 0.10, prog= 0.10, pen=-0.00, r_old= 0.10], Reward=  0.39 /  0.39 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1127 step:100(610682), a_t=[s=-1.00, t= 0.035065, b= 0.883860], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward= -0.15 / -0.15 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 1128/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:1128 step:0(610684), a_t=[s=-1.00, t= 0.056531, b= 0.891439], r_t=[r= 0.16, prog= 0.16, pen=-0.00, r_old= 0.16], Reward=  0.16 /  0.16 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1128 step:20(610704), a_t=[s=-0.95, t= 0.046474, b= 0.889791], r_t=[r= 0.07, prog= 0.07, pen=-0.00, r_old= 0.07], Reward=  0.37 /  0.37 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1128 step:40(610724), a_t=[s=-0.99, t= 0.041934, b= 0.890055], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  1.67 /  1.67 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1128 step:60(610744), a_t=[s=-0.93, t= 0.047124, b= 0.892241], r_t=[r= 0.23, prog= 0.23, pen=-0.00, r_old= 0.23], Reward=  3.30 /  3.30 /  4879.33, epsilon=  0.100, speed=  0.08, gear= 1, damage= 0.00
Ep:1128 step:80(610764), a_t=[s=-0.89, t= 0.039988, b= 0.887932], r_t=[r=-0.02, prog=-0.02, pen=-0.00, r_old=-0.02], Reward=  4.11 /  4.11 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1128 step:100(610784), a_t=[s=-1.00, t= 0.047030, b= 0.891865], r_t=[r= 0.18, prog= 0.18, pen=-0.00, r_old= 0.18], Reward=  3.89 /  3.89 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1128 step:120(610804), a_t=[s=-0.86, t= 0.047115, b= 0.892634], r_t=[r=-0.12, prog=-0.12, pen=-0.00, r_old=-0.12], Reward=  3.61 /  3.61 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1128 step:140(610824), a_t=[s=-1.00, t= 0.046916, b= 0.883567], r_t=[r= 0.09, prog= 0.10, pen=-0.00, r_old= 0.09], Reward=  4.49 /  4.49 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1128 step:160(610844), a_t=[s=-0.90, t= 0.036007, b= 0.892115], r_t=[r=-0.08, prog=-0.08, pen=-0.00, r_old=-0.08], Reward=  3.30 /  3.30 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1128 step:180(610864), a_t=[s=-1.00, t= 0.049136, b= 0.889398], r_t=[r=-0.32, prog=-0.31, pen=-0.00, r_old=-0.32], Reward=  0.95 /  0.95 /  4879.33, epsilon=  0.100, speed= -0.10, gear= 1, damage= 0.00
Ep:1128 step:200(610884), a_t=[s=-0.98, t= 0.045938, b= 0.883882], r_t=[r= 0.06, prog= 0.07, pen=-0.00, r_old= 0.06], Reward=  0.81 /  0.81 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1128 step:220(610904), a_t=[s=-0.97, t= 0.045575, b= 0.896935], r_t=[r= 0.15, prog= 0.15, pen=-0.01, r_old= 0.15], Reward=  1.83 /  1.83 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1128 step:240(610924), a_t=[s=-0.97, t= 0.067691, b= 0.889594], r_t=[r= 0.14, prog= 0.15, pen=-0.01, r_old= 0.14], Reward=  4.65 /  4.65 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1128 step:260(610944), a_t=[s=-0.86, t= 0.047083, b= 0.885513], r_t=[r= 0.13, prog= 0.14, pen=-0.01, r_old= 0.13], Reward=  6.27 /  6.27 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1128 step:280(610964), a_t=[s=-0.92, t= 0.043059, b= 0.890477], r_t=[r= 0.09, prog= 0.09, pen=-0.00, r_old= 0.09], Reward=  7.40 /  7.40 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1128 step:300(610984), a_t=[s=-0.94, t= 0.048834, b= 0.894699], r_t=[r= 0.37, prog= 0.39, pen=-0.02, r_old= 0.37], Reward=  8.72 /  8.72 /  4879.33, epsilon=  0.100, speed=  0.13, gear= 1, damage= 0.00
Ep:1128 step:320(611004), a_t=[s=-0.97, t= 0.049239, b= 0.886463], r_t=[r= 0.10, prog= 0.10, pen=-0.00, r_old= 0.10], Reward=  9.24 /  9.24 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1128 step:340(611024), a_t=[s=-0.90, t= 0.052238, b= 0.885869], r_t=[r=-0.32, prog=-0.31, pen=-0.00, r_old=-0.32], Reward=  8.15 /  8.15 /  4879.33, epsilon=  0.100, speed= -0.10, gear= 1, damage= 0.00
Ep:1128 step:360(611044), a_t=[s=-1.00, t= 0.051651, b= 0.887732], r_t=[r=-0.33, prog=-0.33, pen=-0.00, r_old=-0.33], Reward=  7.81 /  7.81 /  4879.33, epsilon=  0.100, speed= -0.11, gear= 1, damage= 0.00
Ep:1128 step:380(611064), a_t=[s=-0.82, t= 0.059948, b= 0.886766], r_t=[r= 0.18, prog= 0.19, pen=-0.01, r_old= 0.18], Reward=  8.46 /  8.46 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1128 step:400(611084), a_t=[s=-0.80, t= 0.039022, b= 0.890473], r_t=[r=-0.18, prog=-0.18, pen=-0.00, r_old=-0.18], Reward=  7.84 /  7.84 /  4879.33, epsilon=  0.100, speed= -0.06, gear= 1, damage= 0.00
Ep:1128 step:420(611104), a_t=[s=-0.85, t= 0.044075, b= 0.887125], r_t=[r=-0.47, prog=-0.47, pen=-0.00, r_old=-0.47], Reward=  7.29 /  7.29 /  4879.33, epsilon=  0.100, speed= -0.16, gear= 1, damage= 0.00
Ep:1128 step:440(611124), a_t=[s=-1.00, t= 0.048736, b= 0.886357], r_t=[r=-0.11, prog=-0.10, pen=-0.00, r_old=-0.11], Reward=  9.02 /  9.02 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1128 step:460(611144), a_t=[s=-0.77, t= 0.047677, b= 0.902487], r_t=[r=-0.17, prog=-0.16, pen=-0.00, r_old=-0.17], Reward=  9.36 /  9.36 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1128 step:480(611164), a_t=[s=-0.94, t= 0.052393, b= 0.884661], r_t=[r=-0.14, prog=-0.14, pen=-0.00, r_old=-0.14], Reward=  8.99 /  8.99 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1128 step:500(611184), a_t=[s=-0.93, t= 0.052705, b= 0.892388], r_t=[r=-0.25, prog=-0.25, pen=-0.00, r_old=-0.25], Reward=  8.20 /  8.20 /  4879.33, epsilon=  0.100, speed= -0.08, gear= 1, damage= 0.00
Ep:1128 step:520(611204), a_t=[s=-0.97, t= 0.049757, b= 0.886469], r_t=[r=-0.33, prog=-0.33, pen=-0.00, r_old=-0.33], Reward=  8.35 /  8.35 /  4879.33, epsilon=  0.100, speed= -0.11, gear= 1, damage= 0.00
Ep:1128 step:540(611224), a_t=[s=-0.92, t= 0.043126, b= 0.887082], r_t=[r=-0.15, prog=-0.14, pen=-0.00, r_old=-0.15], Reward=  8.86 /  8.86 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1128 step:560(611244), a_t=[s=-0.86, t= 0.055028, b= 0.885016], r_t=[r= 0.02, prog= 0.02, pen=-0.00, r_old= 0.02], Reward=  9.08 /  9.08 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1128 step:580(611264), a_t=[s=-0.87, t= 0.045913, b= 0.888978], r_t=[r=-0.02, prog=-0.02, pen=-0.00, r_old=-0.02], Reward=  8.96 /  8.96 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1128 step:600(611284), a_t=[s=-0.98, t= 0.043121, b= 0.891619], r_t=[r=-0.14, prog=-0.14, pen=-0.00, r_old=-0.14], Reward=  7.99 /  7.99 /  4879.33, epsilon=  0.100, speed= -0.05, gear= 1, damage= 0.00
Ep:1128 step:620(611304), a_t=[s=-0.87, t= 0.050580, b= 0.892226], r_t=[r=-0.27, prog=-0.27, pen=-0.00, r_old=-0.27], Reward=  8.11 /  8.11 /  4879.33, epsilon=  0.100, speed= -0.09, gear= 1, damage= 0.00
Ep:1128 step:640(611324), a_t=[s=-0.78, t= 0.061743, b= 0.888811], r_t=[r= 0.32, prog= 0.35, pen=-0.03, r_old= 0.32], Reward=  8.49 /  8.49 /  4879.33, epsilon=  0.100, speed=  0.12, gear= 1, damage= 0.00
Ep:1128 step:660(611344), a_t=[s=-0.96, t= 0.065188, b= 0.895973], r_t=[r= 0.24, prog= 0.26, pen=-0.02, r_old= 0.24], Reward=  11.08 /  11.08 /  4879.33, epsilon=  0.100, speed=  0.09, gear= 1, damage= 0.00
Ep:1128 step:680(611364), a_t=[s=-0.85, t= 0.037445, b= 0.888177], r_t=[r= 0.05, prog= 0.06, pen=-0.00, r_old= 0.05], Reward=  13.55 /  13.55 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1128 step:700(611384), a_t=[s=-0.91, t= 0.048888, b= 0.885538], r_t=[r= 0.04, prog= 0.05, pen=-0.00, r_old= 0.04], Reward=  14.73 /  14.73 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1128 step:720(611404), a_t=[s=-0.84, t= 0.059820, b= 0.888127], r_t=[r=-0.01, prog=-0.01, pen=-0.00, r_old=-0.01], Reward=  16.95 /  16.95 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1128 step:740(611424), a_t=[s=-0.87, t= 0.072926, b= 0.892326], r_t=[r= 0.18, prog= 0.20, pen=-0.02, r_old= 0.18], Reward=  18.78 /  18.78 /  4879.33, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1128 step:760(611444), a_t=[s=-1.00, t= 0.016090, b= 0.890071], r_t=[r= 0.12, prog= 0.13, pen=-0.01, r_old= 0.12], Reward=  20.89 /  20.89 /  4879.33, epsilon=  0.100, speed=  0.04, gear= 1, damage= 0.00
Ep:1128 step:780(611464), a_t=[s=-1.00, t= 0.058528, b= 0.890034], r_t=[r= 0.06, prog= 0.06, pen=-0.01, r_old= 0.06], Reward=  23.69 /  23.69 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1128 step:800(611484), a_t=[s=-1.00, t= 0.066513, b= 0.895643], r_t=[r= 0.10, prog= 0.11, pen=-0.01, r_old= 0.10], Reward=  26.42 /  26.42 /  4879.33, epsilon=  0.100, speed=  0.04, gear= 1, damage= 0.00
Ep:1128 step:820(611504), a_t=[s=-0.97, t= 0.051862, b= 0.893219], r_t=[r= 0.25, prog= 0.28, pen=-0.03, r_old= 0.25], Reward=  29.20 /  29.20 /  4879.33, epsilon=  0.100, speed=  0.09, gear= 1, damage= 0.00
Ep:1128 step:840(611524), a_t=[s=-0.97, t= 0.068788, b= 0.888203], r_t=[r=-0.12, prog=-0.12, pen=-0.00, r_old=-0.12], Reward=  30.47 /  30.47 /  4879.33, epsilon=  0.100, speed= -0.04, gear= 1, damage= 0.00
Ep:1128 step:860(611544), a_t=[s=-0.87, t= 0.050616, b= 0.889460], r_t=[r= 0.09, prog= 0.10, pen=-0.01, r_old= 0.09], Reward=  32.60 /  32.60 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1128 step:880(611564), a_t=[s=-0.89, t= 0.065768, b= 0.891358], r_t=[r=-0.00, prog=-0.00, pen=-0.00, r_old=-0.00], Reward=  34.40 /  34.40 /  4879.33, epsilon=  0.100, speed= -0.00, gear= 1, damage= 0.00
Ep:1128 step:900(611584), a_t=[s=-1.00, t= 0.051336, b= 0.886408], r_t=[r= 0.28, prog= 0.31, pen=-0.03, r_old= 0.28], Reward=  37.71 /  37.71 /  4879.33, epsilon=  0.100, speed=  0.11, gear= 1, damage= 0.00
Ep:1128 step:920(611604), a_t=[s=-0.95, t= 0.055941, b= 0.895298], r_t=[r= 0.15, prog= 0.17, pen=-0.02, r_old= 0.15], Reward=  40.30 /  40.30 /  4879.33, epsilon=  0.100, speed=  0.06, gear= 1, damage= 0.00
Ep:1128 step:940(611624), a_t=[s=-1.00, t= 0.050611, b= 0.895537], r_t=[r= 0.19, prog= 0.21, pen=-0.02, r_old= 0.19], Reward=  42.51 /  42.51 /  4879.33, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1128 step:960(611644), a_t=[s=-1.00, t= 0.038304, b= 0.899313], r_t=[r= 0.19, prog= 0.21, pen=-0.02, r_old= 0.19], Reward=  43.84 /  43.84 /  4879.33, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1128 step:980(611664), a_t=[s=-0.90, t= 0.050573, b= 0.885537], r_t=[r= 0.32, prog= 0.37, pen=-0.04, r_old= 0.32], Reward=  45.95 /  45.95 /  4879.33, epsilon=  0.100, speed=  0.12, gear= 1, damage= 0.00
Ep:1128 step:1000(611684), a_t=[s=-1.00, t= 0.026441, b= 0.884485], r_t=[r= 0.18, prog= 0.21, pen=-0.02, r_old= 0.18], Reward=  46.22 /  46.22 /  4879.33, epsilon=  0.100, speed=  0.07, gear= 1, damage= 0.00
Ep:1128 step:1020(611704), a_t=[s=-0.84, t= 0.044992, b= 0.888163], r_t=[r= 0.04, prog= 0.05, pen=-0.01, r_old= 0.04], Reward=  46.83 /  46.83 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1128 step:1040(611724), a_t=[s=-0.83, t= 0.041321, b= 0.894152], r_t=[r= 0.14, prog= 0.16, pen=-0.02, r_old= 0.14], Reward=  48.14 /  48.14 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
Ep:1128 step:1060(611744), a_t=[s=-0.89, t= 0.059184, b= 0.893981], r_t=[r=-0.04, prog=-0.04, pen=-0.00, r_old=-0.04], Reward=  47.90 /  47.90 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1128 step:1080(611764), a_t=[s=-1.00, t= 0.061214, b= 0.888302], r_t=[r= 0.05, prog= 0.05, pen=-0.01, r_old= 0.05], Reward=  47.47 /  47.47 /  4879.33, epsilon=  0.100, speed=  0.02, gear= 1, damage= 0.00
Ep:1128 step:1100(611784), a_t=[s=-1.00, t= 0.050215, b= 0.891968], r_t=[r= 0.02, prog= 0.03, pen=-0.00, r_old= 0.02], Reward=  46.61 /  46.61 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1128 step:1120(611804), a_t=[s=-0.85, t= 0.067308, b= 0.887958], r_t=[r= 0.10, prog= 0.11, pen=-0.01, r_old= 0.10], Reward=  47.28 /  47.28 /  4879.33, epsilon=  0.100, speed=  0.04, gear= 1, damage= 0.00
Ep:1128 step:1140(611824), a_t=[s=-0.90, t= 0.052628, b= 0.896773], r_t=[r=-0.04, prog=-0.04, pen=-0.00, r_old=-0.04], Reward=  48.27 /  48.27 /  4879.33, epsilon=  0.100, speed= -0.01, gear= 1, damage= 0.00
Ep:1128 step:1160(611844), a_t=[s=-0.93, t= 0.033177, b= 0.893822], r_t=[r= 0.27, prog= 0.31, pen=-0.04, r_old= 0.27], Reward=  50.21 /  50.21 /  4879.33, epsilon=  0.100, speed=  0.11, gear= 1, damage= 0.00
Ep:1128 step:1180(611864), a_t=[s=-0.91, t= 0.041576, b= 0.883979], r_t=[r= 0.08, prog= 0.10, pen=-0.01, r_old= 0.08], Reward=  50.76 /  50.76 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1128 step:1200(611884), a_t=[s=-1.00, t= 0.050153, b= 0.885704], r_t=[r= 0.34, prog= 0.39, pen=-0.06, r_old= 0.34], Reward=  52.37 /  52.37 /  4879.33, epsilon=  0.100, speed=  0.13, gear= 1, damage= 0.00
Ep:1128 step:1220(611904), a_t=[s=-0.88, t= 0.043128, b= 0.887050], r_t=[r=-0.08, prog=-0.08, pen=-0.00, r_old=-0.08], Reward=  53.61 /  53.61 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1128 step:1240(611924), a_t=[s=-1.00, t= 0.066561, b= 0.881663], r_t=[r= 0.01, prog= 0.01, pen=-0.00, r_old= 0.01], Reward=  53.42 /  53.42 /  4879.33, epsilon=  0.100, speed=  0.00, gear= 1, damage= 0.00
Ep:1128 step:1260(611944), a_t=[s=-0.95, t= 0.055691, b= 0.894786], r_t=[r= 0.25, prog= 0.30, pen=-0.05, r_old= 0.25], Reward=  55.72 /  55.72 /  4879.33, epsilon=  0.100, speed=  0.10, gear= 1, damage= 0.00
Ep:1128 step:1280(611964), a_t=[s=-1.00, t= 0.044602, b= 0.894712], r_t=[r= 0.06, prog= 0.07, pen=-0.01, r_old= 0.06], Reward=  56.34 /  56.34 /  4879.33, epsilon=  0.100, speed=  0.03, gear= 1, damage= 0.00
Ep:1128 step:1300(611984), a_t=[s=-1.00, t= 0.049543, b= 0.894522], r_t=[r= 0.02, prog= 0.02, pen=-0.00, r_old= 0.02], Reward=  58.66 /  58.66 /  4879.33, epsilon=  0.100, speed=  0.01, gear= 1, damage= 0.00
Ep:1128 step:1320(612004), a_t=[s=-1.00, t= 0.050704, b= 0.896845], r_t=[r= 0.11, prog= 0.13, pen=-0.02, r_old= 0.11], Reward=  59.37 /  59.37 /  4879.33, epsilon=  0.100, speed=  0.04, gear= 1, damage= 0.00
Ep:1128 step:1340(612024), a_t=[s=-0.95, t= 0.028836, b= 0.890547], r_t=[r=-0.08, prog=-0.08, pen=-0.00, r_old=-0.08], Reward=  59.67 /  59.67 /  4879.33, epsilon=  0.100, speed= -0.03, gear= 1, damage= 0.00
Ep:1128 step:1360(612044), a_t=[s=-1.00, t= 0.061698, b= 0.889825], r_t=[r=-0.26, prog=-0.25, pen=-0.01, r_old=-0.26], Reward=  58.14 /  58.14 /  4879.33, epsilon=  0.100, speed= -0.09, gear= 1, damage= 0.00
Ep:1128 step:1380(612064), a_t=[s=-1.00, t= 0.045406, b= 0.883644], r_t=[r= 0.11, prog= 0.13, pen=-0.02, r_old= 0.11], Reward=  57.11 /  57.11 /  4879.33, epsilon=  0.100, speed=  0.05, gear= 1, damage= 0.00
