=============================================================
 starting episode: 200/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:200 step:0(208552), a_t=[s=-1.00, t= 0.000000, b= 1.000000], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward= -0.00 / -0.00 /  4879.33, epsilon=  0.365, speed= -0.00, gear= 1, damage= 0.00
Client connected on 3109..............
Ep:221 step:0(229674), a_t=[s=-1.00, t= 0.178823, b= 0.697231], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward=  0.06 /  0.06 /  4879.33, epsilon=  0.308, speed=  0.02, gear= 1, damage= 0.00
Ep:221 step:20(229694), a_t=[s=-0.57, t= 0.181312, b= 0.650859], r_t=[r=-0.23, prog=-0.23, pen=-0.00, r_old=-0.23], Reward=  0.06 /  0.06 /  4879.33, epsilon=  0.308, speed= -0.08, gear= 1, damage= 0.00
Ep:221 step:40(229714), a_t=[s=-0.33, t= 0.191930, b= 0.677483], r_t=[r=-0.26, prog=-0.26, pen=-0.00, r_old=-0.26], Reward= -0.54 / -0.54 /  4879.33, epsilon=  0.308, speed= -0.09, gear= 1, damage= 0.00
Ep:221 step:60(229734), a_t=[s=-1.00, t= 0.127180, b= 0.660757], r_t=[r=-0.33, prog=-0.33, pen=-0.00, r_old=-0.33], Reward= -5.52 / -5.52 /  4879.33, epsilon=  0.308, speed= -0.11, gear= 1, damage= 0.00
Ep:221 step:80(229754), a_t=[s=-1.00, t= 0.178628, b= 0.669046], r_t=[r= 0.44, prog= 0.44, pen=-0.00, r_old= 0.44], Reward= -8.28 / -8.28 /  4879.33, epsilon=  0.307, speed=  0.15, gear= 1, damage= 0.00
Ep:221 step:100(229774), a_t=[s=-0.93, t= 0.151215, b= 0.639621], r_t=[r= 0.09, prog= 0.09, pen=-0.00, r_old= 0.09], Reward= -8.11 / -8.11 /  4879.33, epsilon=  0.307, speed=  0.03, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 222/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:222 step:0(229776), a_t=[s=-1.00, t= 0.194298, b= 0.673321], r_t=[r= 0.05, prog= 0.05, pen=-0.00, r_old= 0.05], Reward=  0.05 /  0.05 /  4879.33, epsilon=  0.307, speed=  0.02, gear= 1, damage= 0.00
Ep:222 step:20(229796), a_t=[s=-0.62, t= 0.144333, b= 0.676951], r_t=[r= 0.30, prog= 0.30, pen=-0.00, r_old= 0.30], Reward=  0.99 /  0.99 /  4879.33, epsilon=  0.307, speed=  0.10, gear= 1, damage= 0.00
Ep:222 step:40(229816), a_t=[s=-0.66, t= 0.159742, b= 0.655416], r_t=[r= 0.29, prog= 0.30, pen=-0.00, r_old= 0.29], Reward=  0.58 /  0.58 /  4879.33, epsilon=  0.307, speed=  0.10, gear= 1, damage= 0.00
Ep:222 step:60(229836), a_t=[s=-0.52, t= 0.141960, b= 0.663918], r_t=[r=-0.03, prog=-0.03, pen=-0.00, r_old=-0.03], Reward=  4.63 /  4.63 /  4879.33, epsilon=  0.307, speed= -0.01, gear= 1, damage= 0.00
Ep:222 step:80(229856), a_t=[s=-1.00, t= 0.138328, b= 0.660099], r_t=[r=-0.11, prog=-0.11, pen=-0.00, r_old=-0.11], Reward=  6.53 /  6.53 /  4879.33, epsilon=  0.307, speed= -0.04, gear= 1, damage= 0.00
Ep:222 step:100(229876), a_t=[s=-1.00, t= 0.163565, b= 0.668595], r_t=[r=-0.08, prog=-0.08, pen=-0.00, r_old=-0.08], Reward=  6.55 /  6.55 /  4879.33, epsilon=  0.307, speed= -0.03, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 223/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:223 step:0(229878), a_t=[s=-1.00, t= 0.215129, b= 0.665416], r_t=[r=-0.11, prog=-0.11, pen= 0.00, r_old=-0.11], Reward= -0.11 / -0.11 /  4879.33, epsilon=  0.307, speed= -0.04, gear= 1, damage= 0.00
Ep:223 step:20(229898), a_t=[s=-0.84, t= 0.144987, b= 0.632740], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward=  0.47 /  0.47 /  4879.33, epsilon=  0.307, speed= -0.03, gear= 1, damage= 0.00
Ep:223 step:40(229918), a_t=[s=-1.00, t= 0.096193, b= 0.678062], r_t=[r=-0.07, prog=-0.07, pen= 0.00, r_old=-0.07], Reward= -0.05 / -0.05 /  4879.33, epsilon=  0.307, speed= -0.02, gear= 1, damage= 0.00
Ep:223 step:60(229938), a_t=[s=-0.82, t= 0.123853, b= 0.661110], r_t=[r= 0.18, prog= 0.18, pen=-0.00, r_old= 0.18], Reward= -0.24 / -0.24 /  4879.33, epsilon=  0.307, speed=  0.06, gear= 1, damage= 0.00
Ep:223 step:80(229958), a_t=[s=-0.70, t= 0.130571, b= 0.664855], r_t=[r=-0.31, prog=-0.31, pen=-0.00, r_old=-0.31], Reward= -2.37 / -2.37 /  4879.33, epsilon=  0.307, speed= -0.10, gear= 1, damage= 0.00
Ep:223 step:100(229978), a_t=[s=-0.96, t= 0.154043, b= 0.676252], r_t=[r= 0.18, prog= 0.18, pen=-0.00, r_old= 0.18], Reward= -2.74 / -2.74 /  4879.33, epsilon=  0.307, speed=  0.06, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 224/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:224 step:0(229980), a_t=[s=-0.68, t= 0.149808, b= 0.653261], r_t=[r=-0.14, prog=-0.14, pen= 0.00, r_old=-0.14], Reward= -0.14 / -0.14 /  4879.33, epsilon=  0.307, speed= -0.05, gear= 1, damage= 0.00
Ep:224 step:20(230000), a_t=[s=-0.79, t= 0.194394, b= 0.642700], r_t=[r=-0.02, prog=-0.02, pen= 0.00, r_old=-0.02], Reward= -0.13 / -0.13 /  4879.33, epsilon=  0.307, speed= -0.01, gear= 1, damage= 0.00
Ep:224 step:40(230020), a_t=[s=-1.00, t= 0.101493, b= 0.679431], r_t=[r= 0.05, prog= 0.05, pen=-0.00, r_old= 0.05], Reward=  0.52 /  0.52 /  4879.33, epsilon=  0.307, speed=  0.02, gear= 1, damage= 0.00
Ep:224 step:60(230040), a_t=[s=-0.69, t= 0.145578, b= 0.664677], r_t=[r=-0.18, prog=-0.18, pen= 0.00, r_old=-0.18], Reward=  0.68 /  0.68 /  4879.33, epsilon=  0.307, speed= -0.06, gear= 1, damage= 0.00
Ep:224 step:80(230060), a_t=[s=-0.52, t= 0.125204, b= 0.669756], r_t=[r=-0.38, prog=-0.38, pen=-0.00, r_old=-0.38], Reward=  3.82 /  3.82 /  4879.33, epsilon=  0.306, speed= -0.13, gear= 1, damage= 0.00
Ep:224 step:100(230080), a_t=[s=-0.75, t= 0.156937, b= 0.648433], r_t=[r=-0.33, prog=-0.33, pen=-0.00, r_old=-0.33], Reward=  4.07 /  4.07 /  4879.33, epsilon=  0.306, speed= -0.11, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 225/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:225 step:0(230082), a_t=[s=-0.89, t= 0.131817, b= 0.665846], r_t=[r= 0.15, prog= 0.15, pen=-0.00, r_old= 0.15], Reward=  0.15 /  0.15 /  4879.33, epsilon=  0.306, speed=  0.05, gear= 1, damage= 0.00
Ep:225 step:20(230102), a_t=[s=-0.75, t= 0.161225, b= 0.662760], r_t=[r=-0.08, prog=-0.08, pen=-0.00, r_old=-0.08], Reward=  0.86 /  0.86 /  4879.33, epsilon=  0.306, speed= -0.03, gear= 1, damage= 0.00
Ep:225 step:40(230122), a_t=[s=-0.97, t= 0.141603, b= 0.677180], r_t=[r=-0.04, prog=-0.04, pen=-0.00, r_old=-0.04], Reward=  0.07 /  0.07 /  4879.33, epsilon=  0.306, speed= -0.01, gear= 1, damage= 0.00
Ep:225 step:60(230142), a_t=[s=-1.00, t= 0.212499, b= 0.673059], r_t=[r=-0.03, prog=-0.03, pen=-0.00, r_old=-0.03], Reward= -4.22 / -4.22 /  4879.33, epsilon=  0.306, speed= -0.01, gear= 1, damage= 0.00
Ep:225 step:80(230162), a_t=[s=-0.92, t= 0.165046, b= 0.645485], r_t=[r= 0.15, prog= 0.16, pen=-0.00, r_old= 0.15], Reward= -7.79 / -7.79 /  4879.33, epsilon=  0.306, speed=  0.05, gear= 1, damage= 0.00
Ep:225 step:100(230182), a_t=[s=-0.73, t= 0.154510, b= 0.686784], r_t=[r= 0.15, prog= 0.15, pen=-0.00, r_old= 0.15], Reward= -7.56 / -7.56 /  4879.33, epsilon=  0.306, speed=  0.05, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 226/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:226 step:0(230184), a_t=[s=-0.94, t= 0.139788, b= 0.671080], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward= -0.09 / -0.09 /  4879.33, epsilon=  0.306, speed= -0.03, gear= 1, damage= 0.00
Ep:226 step:20(230204), a_t=[s=-0.74, t= 0.139057, b= 0.682410], r_t=[r= 0.17, prog= 0.17, pen=-0.00, r_old= 0.17], Reward= -1.02 / -1.02 /  4879.33, epsilon=  0.306, speed=  0.06, gear= 1, damage= 0.00
Ep:226 step:40(230224), a_t=[s=-1.00, t= 0.183180, b= 0.675959], r_t=[r=-0.28, prog=-0.28, pen= 0.00, r_old=-0.28], Reward= -1.89 / -1.89 /  4879.33, epsilon=  0.306, speed= -0.09, gear= 1, damage= 0.00
Ep:226 step:60(230244), a_t=[s=-0.67, t= 0.160145, b= 0.672346], r_t=[r=-0.36, prog=-0.36, pen=-0.00, r_old=-0.36], Reward= -6.43 / -6.43 /  4879.33, epsilon=  0.306, speed= -0.12, gear= 1, damage= 0.00
Ep:226 step:80(230264), a_t=[s=-1.00, t= 0.150954, b= 0.687191], r_t=[r= 0.43, prog= 0.44, pen=-0.00, r_old= 0.43], Reward= -10.30 / -10.30 /  4879.33, epsilon=  0.306, speed=  0.15, gear= 1, damage= 0.00
Ep:226 step:100(230284), a_t=[s=-0.89, t= 0.205047, b= 0.664920], r_t=[r=-0.06, prog=-0.06, pen=-0.00, r_old=-0.06], Reward= -10.69 / -10.69 /  4879.33, epsilon=  0.306, speed= -0.02, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 227/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:227 step:0(230286), a_t=[s=-0.82, t= 0.130946, b= 0.647540], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward= -0.09 / -0.09 /  4879.33, epsilon=  0.306, speed= -0.03, gear= 1, damage= 0.00
Ep:227 step:20(230306), a_t=[s=-0.45, t= 0.101173, b= 0.642579], r_t=[r= 0.13, prog= 0.14, pen=-0.00, r_old= 0.13], Reward=  0.83 /  0.83 /  4879.33, epsilon=  0.306, speed=  0.05, gear= 1, damage= 0.00
Ep:227 step:40(230326), a_t=[s=-0.84, t= 0.094217, b= 0.667398], r_t=[r=-0.12, prog=-0.12, pen= 0.00, r_old=-0.12], Reward= -0.04 / -0.04 /  4879.33, epsilon=  0.306, speed= -0.04, gear= 1, damage= 0.00
Ep:227 step:60(230346), a_t=[s=-0.28, t= 0.146685, b= 0.679894], r_t=[r=-0.10, prog=-0.10, pen=-0.00, r_old=-0.10], Reward= -2.84 / -2.84 /  4879.33, epsilon=  0.306, speed= -0.03, gear= 1, damage= 0.00
Ep:227 step:80(230366), a_t=[s=-1.00, t= 0.102528, b= 0.631081], r_t=[r= 0.29, prog= 0.30, pen=-0.00, r_old= 0.29], Reward= -5.48 / -5.48 /  4879.33, epsilon=  0.305, speed=  0.10, gear= 1, damage= 0.00
Ep:227 step:100(230386), a_t=[s=-0.65, t= 0.175035, b= 0.640625], r_t=[r= 0.35, prog= 0.36, pen=-0.00, r_old= 0.35], Reward= -5.76 / -5.76 /  4879.33, epsilon=  0.305, speed=  0.12, gear= 1, damage= 0.00
META = 1 ... Minimal Progress!
=============================================================
 starting episode: 228/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:228 step:0(230388), a_t=[s=-0.84, t= 0.193772, b= 0.650642], r_t=[r=-0.18, prog=-0.18, pen= 0.00, r_old=-0.18], Reward= -0.18 / -0.18 /  4879.33, epsilon=  0.305, speed= -0.06, gear= 1, damage= 0.00
Ep:228 step:20(230408), a_t=[s=-0.68, t= 0.232690, b= 0.650042], r_t=[r= 0.10, prog= 0.10, pen=-0.00, r_old= 0.10], Reward= -1.73 / -1.73 /  4879.33, epsilon=  0.305, speed=  0.03, gear= 1, damage= 0.00
Ep:228 step:40(230428), a_t=[s=-0.55, t= 0.192345, b= 0.669473], r_t=[r= 0.06, prog= 0.06, pen=-0.00, r_old= 0.06], Reward= -1.06 / -1.06 /  4879.33, epsilon=  0.305, speed=  0.02, gear= 1, damage= 0.00
Ep:228 step:60(230448), a_t=[s=-1.00, t= 0.101643, b= 0.649800], r_t=[r= 0.17, prog= 0.17, pen=-0.00, r_old= 0.17], Reward=  3.44 /  3.44 /  4879.33, epsilon=  0.305, speed=  0.06, gear= 1, damage= 0.00
Ep:228 step:80(230468), a_t=[s=-0.62, t= 0.198439, b= 0.653957], r_t=[r=-0.41, prog=-0.41, pen=-0.00, r_old=-0.41], Reward=  7.68 /  7.68 /  4879.33, epsilon=  0.305, speed= -0.14, gear= 1, damage= 0.00
Ep:228 step:100(230488), a_t=[s=-0.80, t= 0.126704, b= 0.660778], r_t=[r=-0.19, prog=-0.19, pen=-0.00, r_old=-0.19], Reward=  8.41 /  8.41 /  4879.33, epsilon=  0.305, speed= -0.06, gear= 1, damage= 0.00
Ep:228 step:120(230508), a_t=[s=-0.32, t= 0.164505, b= 0.661724], r_t=[r=-0.10, prog=-0.10, pen=-0.00, r_old=-0.10], Reward=  7.75 /  7.75 /  4879.33, epsilon=  0.305, speed= -0.03, gear= 1, damage= 0.00
Ep:228 step:140(230528), a_t=[s=-1.00, t= 0.085317, b= 0.660572], r_t=[r=-0.14, prog=-0.14, pen=-0.00, r_old=-0.14], Reward=  8.67 /  8.67 /  4879.33, epsilon=  0.305, speed= -0.05, gear= 1, damage= 0.00
Ep:228 step:160(230548), a_t=[s=-0.94, t= 0.130600, b= 0.675341], r_t=[r=-0.25, prog=-0.25, pen=-0.00, r_old=-0.25], Reward=  7.66 /  7.66 /  4879.33, epsilon=  0.305, speed= -0.08, gear= 1, damage= 0.00
Ep:228 step:180(230568), a_t=[s=-1.00, t= 0.100163, b= 0.651338], r_t=[r= 0.19, prog= 0.19, pen=-0.00, r_old= 0.19], Reward=  6.15 /  6.15 /  4879.33, epsilon=  0.305, speed=  0.06, gear= 1, damage= 0.00
Ep:228 step:200(230588), a_t=[s=-1.00, t= 0.188869, b= 0.677969], r_t=[r= 0.12, prog= 0.12, pen=-0.00, r_old= 0.12], Reward=  9.89 /  9.89 /  4879.33, epsilon=  0.305, speed=  0.04, gear= 1, damage= 0.00
Ep:228 step:220(230608), a_t=[s=-0.73, t= 0.170114, b= 0.647907], r_t=[r=-0.26, prog=-0.26, pen=-0.00, r_old=-0.26], Reward=  7.17 /  7.17 /  4879.33, epsilon=  0.305, speed= -0.09, gear= 1, damage= 0.00
Ep:228 step:240(230628), a_t=[s=-0.58, t= 0.138594, b= 0.662297], r_t=[r= 0.49, prog= 0.50, pen=-0.02, r_old= 0.49], Reward=  7.28 /  7.28 /  4879.33, epsilon=  0.305, speed=  0.17, gear= 1, damage= 0.00
Ep:228 step:260(230648), a_t=[s=-0.72, t= 0.155704, b= 0.663627], r_t=[r= 0.11, prog= 0.11, pen=-0.00, r_old= 0.11], Reward=  9.73 /  9.73 /  4879.33, epsilon=  0.305, speed=  0.04, gear= 1, damage= 0.00
Ep:228 step:280(230668), a_t=[s=-0.79, t= 0.129557, b= 0.654361], r_t=[r= 0.28, prog= 0.29, pen=-0.01, r_old= 0.28], Reward=  10.82 /  10.82 /  4879.33, epsilon=  0.304, speed=  0.10, gear= 1, damage= 0.00
Ep:228 step:300(230688), a_t=[s=-0.83, t= 0.121392, b= 0.664061], r_t=[r= 0.21, prog= 0.22, pen=-0.01, r_old= 0.21], Reward=  12.84 /  12.84 /  4879.33, epsilon=  0.304, speed=  0.07, gear= 1, damage= 0.00
Ep:228 step:320(230708), a_t=[s=-0.83, t= 0.140770, b= 0.664088], r_t=[r=-0.10, prog=-0.10, pen=-0.00, r_old=-0.10], Reward=  11.44 /  11.44 /  4879.33, epsilon=  0.304, speed= -0.03, gear= 1, damage= 0.00
Ep:228 step:340(230728), a_t=[s=-1.00, t= 0.185043, b= 0.656521], r_t=[r=-0.27, prog=-0.26, pen=-0.00, r_old=-0.27], Reward=  12.00 /  12.00 /  4879.33, epsilon=  0.304, speed= -0.09, gear= 1, damage= 0.00
Ep:228 step:360(230748), a_t=[s=-0.73, t= 0.171667, b= 0.658098], r_t=[r=-0.30, prog=-0.30, pen=-0.00, r_old=-0.30], Reward=  11.91 /  11.91 /  4879.33, epsilon=  0.304, speed= -0.10, gear= 1, damage= 0.00
Ep:228 step:380(230768), a_t=[s=-0.78, t= 0.164738, b= 0.627539], r_t=[r=-0.20, prog=-0.20, pen=-0.00, r_old=-0.20], Reward=  11.41 /  11.41 /  4879.33, epsilon=  0.304, speed= -0.07, gear= 1, damage= 0.00
Ep:228 step:400(230788), a_t=[s=-1.00, t= 0.116332, b= 0.663519], r_t=[r= 0.09, prog= 0.09, pen=-0.01, r_old= 0.09], Reward=  13.26 /  13.26 /  4879.33, epsilon=  0.304, speed=  0.03, gear= 1, damage= 0.00
Ep:228 step:420(230808), a_t=[s=-1.00, t= 0.128539, b= 0.666565], r_t=[r=-0.22, prog=-0.22, pen=-0.00, r_old=-0.22], Reward=  13.19 /  13.19 /  4879.33, epsilon=  0.304, speed= -0.07, gear= 1, damage= 0.00
Ep:228 step:440(230828), a_t=[s=-1.00, t= 0.168157, b= 0.643781], r_t=[r=-0.42, prog=-0.41, pen=-0.01, r_old=-0.42], Reward=  13.01 /  13.01 /  4879.33, epsilon=  0.304, speed= -0.14, gear= 1, damage= 0.00
Ep:228 step:460(230848), a_t=[s=-0.79, t= 0.145965, b= 0.678351], r_t=[r=-0.42, prog=-0.41, pen=-0.01, r_old=-0.42], Reward=  13.15 /  13.15 /  4879.33, epsilon=  0.304, speed= -0.14, gear= 1, damage= 0.00
Ep:228 step:480(230868), a_t=[s=-0.68, t= 0.185718, b= 0.680923], r_t=[r= 0.24, prog= 0.25, pen=-0.02, r_old= 0.24], Reward=  12.69 /  12.69 /  4879.33, epsilon=  0.304, speed=  0.08, gear= 1, damage= 0.00
Ep:228 step:500(230888), a_t=[s=-0.71, t= 0.126989, b= 0.668862], r_t=[r= 0.01, prog= 0.01, pen=-0.00, r_old= 0.01], Reward=  12.37 /  12.37 /  4879.33, epsilon=  0.304, speed=  0.00, gear= 1, damage= 0.00
Ep:228 step:520(230908), a_t=[s=-0.87, t= 0.126967, b= 0.674579], r_t=[r=-0.19, prog=-0.19, pen=-0.00, r_old=-0.19], Reward=  11.95 /  11.95 /  4879.33, epsilon=  0.304, speed= -0.06, gear= 1, damage= 0.00
Ep:228 step:540(230928), a_t=[s=-1.00, t= 0.119296, b= 0.689579], r_t=[r=-0.19, prog=-0.18, pen=-0.00, r_old=-0.19], Reward=  10.52 /  10.52 /  4879.33, epsilon=  0.304, speed= -0.06, gear= 1, damage= 0.00
Ep:228 step:560(230948), a_t=[s=-1.00, t= 0.130931, b= 0.678936], r_t=[r= 0.09, prog= 0.09, pen=-0.01, r_old= 0.09], Reward=  10.90 /  10.90 /  4879.33, epsilon=  0.304, speed=  0.03, gear= 1, damage= 0.00
Ep:228 step:580(230968), a_t=[s=-0.85, t= 0.124846, b= 0.679180], r_t=[r=-0.01, prog=-0.01, pen=-0.00, r_old=-0.01], Reward=  9.97 /  9.97 /  4879.33, epsilon=  0.303, speed= -0.00, gear= 1, damage= 0.00
Ep:228 step:600(230988), a_t=[s=-0.82, t= 0.123829, b= 0.684903], r_t=[r= 0.14, prog= 0.15, pen=-0.01, r_old= 0.14], Reward=  10.06 /  10.06 /  4879.33, epsilon=  0.303, speed=  0.05, gear= 1, damage= 0.00
Ep:228 step:620(231008), a_t=[s=-1.00, t= 0.172522, b= 0.691746], r_t=[r=-0.51, prog=-0.50, pen=-0.01, r_old=-0.51], Reward=  10.61 /  10.61 /  4879.33, epsilon=  0.303, speed= -0.17, gear= 1, damage= 0.00
Ep:228 step:640(231028), a_t=[s=-0.67, t= 0.170531, b= 0.648081], r_t=[r=-0.23, prog=-0.22, pen=-0.00, r_old=-0.23], Reward=  10.29 /  10.29 /  4879.33, epsilon=  0.303, speed= -0.08, gear= 1, damage= 0.00
Ep:228 step:660(231048), a_t=[s=-0.99, t= 0.167917, b= 0.666882], r_t=[r= 0.08, prog= 0.09, pen=-0.01, r_old= 0.08], Reward=  11.57 /  11.57 /  4879.33, epsilon=  0.303, speed=  0.03, gear= 1, damage= 0.00
Ep:228 step:680(231068), a_t=[s=-1.00, t= 0.143061, b= 0.679980], r_t=[r= 0.08, prog= 0.09, pen=-0.01, r_old= 0.08], Reward=  13.43 /  13.43 /  4879.33, epsilon=  0.303, speed=  0.03, gear= 1, damage= 0.00
Ep:228 step:700(231088), a_t=[s=-0.74, t= 0.157868, b= 0.669392], r_t=[r=-0.16, prog=-0.16, pen=-0.00, r_old=-0.16], Reward=  12.74 /  12.74 /  4879.33, epsilon=  0.303, speed= -0.05, gear= 1, damage= 0.00
Ep:228 step:720(231108), a_t=[s=-0.77, t= 0.102862, b= 0.644013], r_t=[r=-0.12, prog=-0.11, pen=-0.00, r_old=-0.12], Reward=  14.82 /  14.82 /  4879.33, epsilon=  0.303, speed= -0.04, gear= 1, damage= 0.00
Ep:228 step:740(231128), a_t=[s=-0.43, t= 0.147487, b= 0.652773], r_t=[r=-0.42, prog=-0.41, pen=-0.01, r_old=-0.42], Reward=  10.76 /  10.76 /  4879.33, epsilon=  0.303, speed= -0.14, gear= 1, damage= 0.00
Ep:228 step:760(231148), a_t=[s=-1.00, t= 0.172839, b= 0.649474], r_t=[r= 0.12, prog= 0.14, pen=-0.01, r_old= 0.12], Reward=  11.76 /  11.76 /  4879.33, epsilon=  0.303, speed=  0.05, gear= 1, damage= 0.00
Ep:228 step:780(231168), a_t=[s=-1.00, t= 0.204271, b= 0.644829], r_t=[r=-0.00, prog=-0.00, pen=-0.00, r_old=-0.00], Reward=  11.08 /  11.08 /  4879.33, epsilon=  0.303, speed= -0.00, gear= 1, damage= 0.00
Ep:228 step:800(231188), a_t=[s=-0.95, t= 0.149223, b= 0.664431], r_t=[r=-0.15, prog=-0.14, pen=-0.00, r_old=-0.15], Reward=  11.18 /  11.18 /  4879.33, epsilon=  0.303, speed= -0.05, gear= 1, damage= 0.00
Ep:228 step:820(231208), a_t=[s=-0.82, t= 0.158866, b= 0.652297], r_t=[r= 0.25, prog= 0.28, pen=-0.03, r_old= 0.25], Reward=  12.65 /  12.65 /  4879.33, epsilon=  0.303, speed=  0.10, gear= 1, damage= 0.00
Ep:228 step:840(231228), a_t=[s=-0.86, t= 0.188257, b= 0.664193], r_t=[r=-0.29, prog=-0.28, pen=-0.01, r_old=-0.29], Reward=  9.41 /  9.41 /  4879.33, epsilon=  0.303, speed= -0.10, gear= 1, damage= 0.00
Ep:228 step:860(231248), a_t=[s=-1.00, t= 0.150908, b= 0.648712], r_t=[r= 0.10, prog= 0.11, pen=-0.01, r_old= 0.10], Reward=  10.21 /  10.21 /  4879.33, epsilon=  0.303, speed=  0.04, gear= 1, damage= 0.00
Ep:228 step:880(231268), a_t=[s=-0.40, t= 0.159331, b= 0.671557], r_t=[r=-0.44, prog=-0.42, pen=-0.01, r_old=-0.44], Reward=  8.48 /  8.48 /  4879.33, epsilon=  0.302, speed= -0.14, gear= 1, damage= 0.00
Ep:228 step:900(231288), a_t=[s=-0.39, t= 0.112382, b= 0.702191], r_t=[r=-0.17, prog=-0.17, pen=-0.00, r_old=-0.17], Reward=  10.07 /  10.07 /  4879.33, epsilon=  0.302, speed= -0.06, gear= 1, damage= 0.00
Ep:228 step:920(231308), a_t=[s=-0.82, t= 0.087591, b= 0.666210], r_t=[r=-0.17, prog=-0.17, pen=-0.00, r_old=-0.17], Reward=  10.63 /  10.63 /  4879.33, epsilon=  0.302, speed= -0.06, gear= 1, damage= 0.00
Ep:228 step:940(231328), a_t=[s=-1.00, t= 0.106566, b= 0.664535], r_t=[r= 0.01, prog= 0.02, pen=-0.00, r_old= 0.01], Reward=  11.23 /  11.23 /  4879.33, epsilon=  0.302, speed=  0.01, gear= 1, damage= 0.00
Ep:228 step:960(231348), a_t=[s=-0.69, t= 0.214351, b= 0.658781], r_t=[r=-0.30, prog=-0.29, pen=-0.01, r_old=-0.30], Reward=  7.43 /  7.43 /  4879.33, epsilon=  0.302, speed= -0.10, gear= 1, damage= 0.00
Ep:228 step:980(231368), a_t=[s=-1.00, t= 0.101692, b= 0.691440], r_t=[r=-0.14, prog=-0.13, pen=-0.00, r_old=-0.14], Reward=  6.85 /  6.85 /  4879.33, epsilon=  0.302, speed= -0.05, gear= 1, damage= 0.00
Ep:228 step:1000(231388), a_t=[s=-0.37, t= 0.109439, b= 0.674016], r_t=[r= 0.24, prog= 0.27, pen=-0.04, r_old= 0.24], Reward=  8.24 /  8.24 /  4879.33, epsilon=  0.302, speed=  0.09, gear= 1, damage= 0.00
Ep:228 step:1020(231408), a_t=[s=-0.92, t= 0.063691, b= 0.682855], r_t=[r= 0.16, prog= 0.19, pen=-0.03, r_old= 0.16], Reward=  8.49 /  8.49 /  4879.33, epsilon=  0.302, speed=  0.07, gear= 1, damage= 0.00
Ep:228 step:1040(231428), a_t=[s=-0.60, t= 0.128685, b= 0.665999], r_t=[r=-0.23, prog=-0.22, pen=-0.01, r_old=-0.23], Reward=  4.80 /  4.80 /  4879.33, epsilon=  0.302, speed= -0.08, gear= 1, damage= 0.00
Ep:228 step:1060(231448), a_t=[s=-0.79, t= 0.135391, b= 0.660658], r_t=[r= 0.12, prog= 0.14, pen=-0.02, r_old= 0.12], Reward=  5.99 /  5.99 /  4879.33, epsilon=  0.302, speed=  0.05, gear= 1, damage= 0.00
Ep:228 step:1080(231468), a_t=[s=-1.00, t= 0.135271, b= 0.702905], r_t=[r=-0.02, prog=-0.02, pen=-0.00, r_old=-0.02], Reward=  6.20 /  6.20 /  4879.33, epsilon=  0.302, speed= -0.01, gear= 1, damage= 0.00
Ep:228 step:1100(231488), a_t=[s=-0.46, t= 0.177822, b= 0.658380], r_t=[r= 0.06, prog= 0.08, pen=-0.01, r_old= 0.06], Reward=  3.98 /  3.98 /  4879.33, epsilon=  0.302, speed=  0.03, gear= 1, damage= 0.00
Ep:228 step:1120(231508), a_t=[s=-1.00, t= 0.117471, b= 0.675772], r_t=[r=-0.16, prog=-0.15, pen=-0.01, r_old=-0.16], Reward=  2.21 /  2.21 /  4879.33, epsilon=  0.302, speed= -0.05, gear= 1, damage= 0.00
Ep:228 step:1140(231528), a_t=[s=-0.82, t= 0.149705, b= 0.669384], r_t=[r=-0.07, prog=-0.07, pen=-0.00, r_old=-0.07], Reward=  3.60 /  3.60 /  4879.33, epsilon=  0.302, speed= -0.02, gear= 1, damage= 0.00
Ep:228 step:1160(231548), a_t=[s=-0.59, t= 0.126369, b= 0.670334], r_t=[r=-0.05, prog=-0.05, pen=-0.00, r_old=-0.05], Reward=  4.02 /  4.02 /  4879.33, epsilon=  0.302, speed= -0.02, gear= 1, damage= 0.00
