=============================================================
 starting episode: 0/2000
Client connected on 3103..............
Ep:0 step:0(1), a_t=[s= 0.19, t= 0.362220, b= 0.000000], r_t=[r= 0.30, prog= 0.30, pen=-0.00, r_old= 0.30], Reward=  0.30 /  0.30 / -inf, epsilon=  1.000, speed=  0.10, gear= 0, damage= 0.00
Ep:9 step:240(5089), a_t=[s= 1.00, t= 0.591859, b= 0.000000], r_t=[r=-0.46, prog= 0.04, pen=-0.50, r_old=-0.46], Reward=  388.56 /  393.22 /  5053.32, epsilon=  0.983, speed=  0.17, gear= 1, damage= 1019.00
Ep:9 step:260(5109), a_t=[s=-0.04, t= 0.288507, b= 0.000000], r_t=[r= 0.09, prog=-0.03, pen= 0.11, r_old= 0.09], Reward=  385.75 /  390.41 /  5053.32, epsilon=  0.983, speed= -0.12, gear= 1, damage= 1019.00
Ep:9 step:280(5129), a_t=[s= 1.00, t= 0.527749, b= 0.000000], r_t=[r=-0.22, prog= 0.02, pen=-0.23, r_old=-0.22], Reward=  381.75 /  386.41 /  5053.32, epsilon=  0.983, speed=  0.08, gear= 1, damage= 1019.00
Ep:9 step:300(5149), a_t=[s= 1.00, t= 0.449216, b= 0.000000], r_t=[r=-0.30, prog= 0.02, pen=-0.32, r_old=-0.30], Reward=  379.61 /  384.27 /  5053.32, epsilon=  0.983, speed=  0.11, gear= 1, damage= 1019.00
Ep:9 step:320(5169), a_t=[s= 0.24, t= 0.556073, b= 0.000000], r_t=[r= 0.03, prog=-0.01, pen= 0.04, r_old= 0.03], Reward=  377.03 /  381.69 /  5053.32, epsilon=  0.983, speed= -0.04, gear= 1, damage= 1019.00
Ep:9 step:340(5189), a_t=[s= 1.00, t= 0.497218, b= 0.000000], r_t=[r=-0.55, prog= 0.04, pen=-0.59, r_old=-0.55], Reward=  373.31 /  377.97 /  5053.32, epsilon=  0.983, speed=  0.20, gear= 1, damage= 1019.00
Ep:9 step:360(5209), a_t=[s= 0.95, t= 0.468841, b= 0.000000], r_t=[r=-0.35, prog= 0.02, pen=-0.37, r_old=-0.35], Reward=  370.60 /  375.27 /  5053.32, epsilon=  0.983, speed=  0.13, gear= 1, damage= 1019.00
Ep:9 step:380(5229), a_t=[s= 0.14, t= 0.512277, b= 0.000000], r_t=[r=-0.37, prog= 0.02, pen=-0.39, r_old=-0.37], Reward=  365.08 /  369.75 /  5053.32, epsilon=  0.983, speed=  0.14, gear= 1, damage= 1019.00
Ep:9 step:400(5249), a_t=[s= 0.76, t= 0.489975, b= 0.000000], r_t=[r=-0.53, prog= 0.03, pen=-0.56, r_old=-0.53], Reward=  361.03 /  365.69 /  5053.32, epsilon=  0.983, speed=  0.19, gear= 1, damage= 1019.00
Ep:9 step:420(5269), a_t=[s=-0.14, t= 0.373692, b= 0.000000], r_t=[r=-0.18, prog= 0.01, pen=-0.19, r_old=-0.18], Reward=  357.60 /  362.26 /  5053.32, epsilon=  0.982, speed=  0.07, gear= 1, damage= 1019.00
Ep:9 step:440(5289), a_t=[s= 0.87, t= 0.371265, b= 0.000000], r_t=[r=-0.48, prog= 0.02, pen=-0.50, r_old=-0.48], Reward=  354.23 /  358.89 /  5053.32, epsilon=  0.982, speed=  0.17, gear= 1, damage= 1019.00
Ep:9 step:460(5309), a_t=[s= 0.54, t= 0.479881, b= 0.001190], r_t=[r= 0.01, prog=-0.00, pen= 0.02, r_old= 0.01], Reward=  351.90 /  356.56 /  5053.32, epsilon=  0.982, speed= -0.02, gear= 1, damage= 1019.00
Ep:9 step:480(5329), a_t=[s= 0.27, t= 0.513616, b= 0.000000], r_t=[r= 0.05, prog=-0.01, pen= 0.05, r_old= 0.05], Reward=  347.57 /  352.23 /  5053.32, epsilon=  0.982, speed= -0.06, gear= 1, damage= 1019.00
Ep:9 step:500(5349), a_t=[s= 0.61, t= 0.576752, b= 0.000000], r_t=[r=-0.25, prog= 0.01, pen=-0.26, r_old=-0.25], Reward=  343.68 /  348.35 /  5053.32, epsilon=  0.982, speed=  0.09, gear= 1, damage= 1019.00
Ep:9 step:520(5369), a_t=[s=-0.41, t= 0.341375, b= 0.000000], r_t=[r=-0.24, prog= 0.01, pen=-0.25, r_old=-0.24], Reward=  338.91 /  343.57 /  5053.32, epsilon=  0.982, speed=  0.09, gear= 1, damage= 1019.00
Ep:9 step:540(5389), a_t=[s= 0.82, t= 0.420830, b= 0.000000], r_t=[r=-0.66, prog= 0.04, pen=-0.69, r_old=-0.66], Reward=  335.08 /  339.74 /  5053.32, epsilon=  0.982, speed=  0.24, gear= 1, damage= 1019.00
Ep:9 step:560(5409), a_t=[s= 0.46, t= 0.527584, b= 0.000000], r_t=[r=-0.08, prog= 0.00, pen=-0.08, r_old=-0.08], Reward=  331.90 /  336.56 /  5053.32, epsilon=  0.982, speed=  0.03, gear= 1, damage= 1019.00
Ep:9 step:580(5429), a_t=[s= 0.69, t= 0.428528, b= 0.000000], r_t=[r=-0.44, prog= 0.02, pen=-0.46, r_old=-0.44], Reward=  328.88 /  333.54 /  5053.32, epsilon=  0.982, speed=  0.16, gear= 1, damage= 1019.00
Ep:9 step:600(5449), a_t=[s= 0.18, t= 0.504712, b= 0.000000], r_t=[r= 0.05, prog=-0.01, pen= 0.06, r_old= 0.05], Reward=  326.66 /  331.33 /  5053.32, epsilon=  0.982, speed= -0.06, gear= 1, damage= 1019.00
Ep:9 step:620(5469), a_t=[s= 0.71, t= 0.412647, b= 0.000000], r_t=[r=-0.36, prog= 0.02, pen=-0.38, r_old=-0.36], Reward=  323.64 /  328.30 /  5053.32, epsilon=  0.982, speed=  0.13, gear= 1, damage= 1019.00
Ep:9 step:640(5489), a_t=[s= 0.66, t= 0.615808, b= 0.000000], r_t=[r=-0.44, prog= 0.03, pen=-0.47, r_old=-0.44], Reward=  319.70 /  324.36 /  5053.32, epsilon=  0.982, speed=  0.16, gear= 1, damage= 1019.00
Ep:9 step:660(5509), a_t=[s= 0.58, t= 0.387504, b= 0.000000], r_t=[r=-0.21, prog= 0.02, pen=-0.23, r_old=-0.21], Reward=  316.31 /  320.97 /  5053.32, epsilon=  0.982, speed=  0.08, gear= 1, damage= 1019.00
Ep:9 step:680(5529), a_t=[s=-0.65, t= 0.517980, b= 0.000000], r_t=[r= 0.06, prog=-0.02, pen= 0.07, r_old= 0.06], Reward=  314.51 /  319.17 /  5053.32, epsilon=  0.982, speed= -0.08, gear= 1, damage= 1019.00
Ep:9 step:700(5549), a_t=[s=-0.10, t= 0.494919, b= 0.000000], r_t=[r= 0.01, prog=-0.00, pen= 0.01, r_old= 0.01], Reward=  309.79 /  314.46 /  5053.32, epsilon=  0.982, speed= -0.01, gear= 1, damage= 1019.00
Ep:9 step:720(5569), a_t=[s= 0.20, t= 0.376650, b= 0.000000], r_t=[r=-0.10, prog= 0.01, pen=-0.10, r_old=-0.10], Reward=  306.70 /  311.36 /  5053.32, epsilon=  0.981, speed=  0.04, gear= 1, damage= 1019.00
Ep:9 step:740(5589), a_t=[s=-0.25, t= 0.519290, b= 0.000000], r_t=[r=-0.27, prog= 0.03, pen=-0.30, r_old=-0.27], Reward=  303.77 /  308.44 /  5053.32, epsilon=  0.981, speed=  0.10, gear= 1, damage= 1019.00
Ep:9 step:760(5609), a_t=[s= 1.00, t= 0.432955, b= 0.000000], r_t=[r=-0.05, prog= 0.01, pen=-0.06, r_old=-0.05], Reward=  301.76 /  306.42 /  5053.32, epsilon=  0.981, speed=  0.02, gear= 1, damage= 1019.00
Ep:9 step:780(5629), a_t=[s=-0.12, t= 0.395202, b= 0.000000], r_t=[r= 0.00, prog=-0.00, pen= 0.00, r_old= 0.00], Reward=  298.68 /  303.35 /  5053.32, epsilon=  0.981, speed= -0.00, gear= 1, damage= 1019.00
Ep:9 step:800(5649), a_t=[s= 0.09, t= 0.341013, b= 0.000000], r_t=[r= 0.07, prog=-0.06, pen= 0.13, r_old= 0.07], Reward=  295.85 /  300.51 /  5053.32, epsilon=  0.981, speed= -0.14, gear= 1, damage= 1019.00
Ep:9 step:820(5669), a_t=[s=-0.02, t= 0.497738, b= 0.000000], r_t=[r= 0.03, prog=-0.03, pen= 0.05, r_old= 0.03], Reward=  290.91 /  295.57 /  5053.32, epsilon=  0.981, speed= -0.06, gear= 1, damage= 1019.00
Ep:9 step:840(5689), a_t=[s=-0.87, t= 0.628716, b= 0.000000], r_t=[r= 0.06, prog=-0.06, pen= 0.12, r_old= 0.06], Reward=  288.55 /  293.21 /  5053.32, epsilon=  0.981, speed= -0.13, gear= 1, damage= 1019.00
Ep:9 step:860(5709), a_t=[s= 0.71, t= 0.427406, b= 0.000000], r_t=[r= 0.01, prog=-0.01, pen= 0.02, r_old= 0.01], Reward=  286.54 /  291.20 /  5053.32, epsilon=  0.981, speed= -0.02, gear= 1, damage= 1019.00
Ep:9 step:880(5729), a_t=[s= 0.91, t= 0.281744, b= 0.000000], r_t=[r=-0.02, prog= 0.00, pen=-0.02, r_old=-0.02], Reward=  285.16 /  289.83 /  5053.32, epsilon=  0.981, speed=  0.01, gear= 1, damage= 1019.00
Ep:9 step:900(5749), a_t=[s= 0.63, t= 0.383189, b= 0.000000], r_t=[r=-0.07, prog= 0.02, pen=-0.09, r_old=-0.07], Reward=  282.44 /  287.10 /  5053.32, epsilon=  0.981, speed=  0.03, gear= 1, damage= 1019.00
Ep:9 step:920(5769), a_t=[s= 1.00, t= 0.549791, b= 0.000000], r_t=[r= 0.00, prog=-0.00, pen= 0.00, r_old= 0.00], Reward=  280.49 /  285.16 /  5053.32, epsilon=  0.981, speed= -0.01, gear= 1, damage= 1019.00
Ep:9 step:940(5789), a_t=[s= 0.01, t= 0.537546, b= 0.000000], r_t=[r=-0.23, prog= 0.06, pen=-0.30, r_old=-0.23], Reward=  277.95 /  282.61 /  5053.32, epsilon=  0.981, speed=  0.10, gear= 1, damage= 1019.00
Ep:9 step:960(5809), a_t=[s= 0.73, t= 0.422170, b= 0.000000], r_t=[r=-0.22, prog= 0.07, pen=-0.28, r_old=-0.22], Reward=  274.00 /  278.66 /  5053.32, epsilon=  0.981, speed=  0.10, gear= 1, damage= 1019.00
Ep:9 step:980(5829), a_t=[s= 0.50, t= 0.548288, b= 0.000000], r_t=[r=-0.38, prog= 0.12, pen=-0.50, r_old=-0.38], Reward=  270.97 /  275.63 /  5053.32, epsilon=  0.981, speed=  0.18, gear= 1, damage= 1019.00
Ep:9 step:1000(5849), a_t=[s= 0.38, t= 0.541154, b= 0.000000], r_t=[r=-0.11, prog= 0.04, pen=-0.15, r_old=-0.11], Reward=  266.97 /  271.63 /  5053.32, epsilon=  0.981, speed=  0.05, gear= 1, damage= 1019.00
Ep:9 step:1020(5869), a_t=[s=-0.06, t= 0.691181, b= 0.000000], r_t=[r=-0.17, prog= 0.06, pen=-0.23, r_old=-0.17], Reward=  264.74 /  269.40 /  5053.32, epsilon=  0.980, speed=  0.08, gear= 1, damage= 1019.00
Ep:9 step:1040(5889), a_t=[s= 1.00, t= 0.692049, b= 0.000000], r_t=[r=-0.35, prog= 0.14, pen=-0.48, r_old=-0.35], Reward=  261.82 /  266.49 /  5053.32, epsilon=  0.980, speed=  0.17, gear= 1, damage= 1019.00
Ep:9 step:1060(5909), a_t=[s=-0.26, t= 0.482442, b= 0.000000], r_t=[r=-0.08, prog= 0.03, pen=-0.11, r_old=-0.08], Reward=  258.65 /  263.31 /  5053.32, epsilon=  0.980, speed=  0.04, gear= 1, damage= 1019.00
Ep:9 step:1080(5929), a_t=[s= 1.00, t= 0.421279, b= 0.000000], r_t=[r=-0.17, prog= 0.08, pen=-0.25, r_old=-0.17], Reward=  255.21 /  259.87 /  5053.32, epsilon=  0.980, speed=  0.09, gear= 1, damage= 1019.00
Ep:9 step:1100(5949), a_t=[s=-0.68, t= 0.365289, b= 0.000000], r_t=[r=-0.43, prog= 0.19, pen=-0.63, r_old=-0.43], Reward=  252.79 /  257.45 /  5053.32, epsilon=  0.980, speed=  0.22, gear= 1, damage= 1019.00
Ep:9 step:1120(5969), a_t=[s=-0.08, t= 0.448230, b= 0.000000], r_t=[r=-0.06, prog= 0.03, pen=-0.09, r_old=-0.06], Reward=  250.30 /  254.96 /  5053.32, epsilon=  0.980, speed=  0.03, gear= 1, damage= 1019.00
Ep:9 step:1140(5989), a_t=[s= 0.16, t= 0.404251, b= 0.000000], r_t=[r=-0.00, prog=-0.01, pen= 0.01, r_old=-0.00], Reward=  248.16 /  252.82 /  5053.32, epsilon=  0.980, speed= -0.01, gear= 1, damage= 1019.00
Ep:9 step:1160(6009), a_t=[s= 0.32, t= 0.504892, b= 0.000000], r_t=[r=-0.24, prog= 0.13, pen=-0.37, r_old=-0.24], Reward=  245.22 /  249.89 /  5053.32, epsilon=  0.980, speed=  0.13, gear= 1, damage= 1019.00
Ep:9 step:1180(6029), a_t=[s= 0.13, t= 0.545794, b= 0.000000], r_t=[r=-0.16, prog= 0.10, pen=-0.25, r_old=-0.16], Reward=  242.82 /  247.48 /  5053.32, epsilon=  0.980, speed=  0.09, gear= 1, damage= 1019.00
Ep:9 step:1200(6049), a_t=[s=-0.47, t= 0.377286, b= 0.000000], r_t=[r=-0.00, prog=-0.02, pen= 0.02, r_old=-0.00], Reward=  240.97 /  245.64 /  5053.32, epsilon=  0.980, speed= -0.02, gear= 1, damage= 1019.00
Ep:9 step:1220(6069), a_t=[s=-0.51, t= 0.715860, b= 0.000000], r_t=[r=-0.17, prog= 0.13, pen=-0.30, r_old=-0.17], Reward=  237.50 /  242.16 /  5053.32, epsilon=  0.980, speed=  0.11, gear= 1, damage= 1019.00
Ep:9 step:1240(6089), a_t=[s=-0.31, t= 0.640069, b= 0.000000], r_t=[r=-0.16, prog= 0.13, pen=-0.29, r_old=-0.16], Reward=  234.83 /  239.49 /  5053.32, epsilon=  0.980, speed=  0.10, gear= 1, damage= 1019.00
Ep:9 step:1260(6109), a_t=[s= 1.00, t= 0.514224, b= 0.000000], r_t=[r=-0.03, prog=-0.09, pen= 0.06, r_old=-0.03], Reward=  232.27 /  236.93 /  5053.32, epsilon=  0.980, speed= -0.06, gear= 1, damage= 1019.00
Ep:9 step:1280(6129), a_t=[s=-0.42, t= 0.564100, b= 0.000000], r_t=[r=-0.01, prog=-0.02, pen= 0.02, r_old=-0.01], Reward=  228.98 /  233.65 /  5053.32, epsilon=  0.980, speed= -0.02, gear= 1, damage= 1019.00
Ep:9 step:1300(6149), a_t=[s= 0.90, t= 0.368175, b= 0.000000], r_t=[r=-0.08, prog= 0.14, pen=-0.22, r_old=-0.08], Reward=  225.55 /  230.21 /  5053.32, epsilon=  0.980, speed=  0.08, gear= 1, damage= 1019.00
Ep:9 step:1320(6169), a_t=[s= 0.64, t= 0.430979, b= 0.000000], r_t=[r=-0.04, prog=-0.09, pen= 0.05, r_old=-0.04], Reward=  222.91 /  227.57 /  5053.32, epsilon=  0.979, speed= -0.05, gear= 1, damage= 1019.00
Ep:9 step:1340(6189), a_t=[s= 0.87, t= 0.608345, b= 0.000000], r_t=[r=-0.21, prog= 0.57, pen=-0.77, r_old=-0.21], Reward=  220.03 /  224.69 /  5053.32, epsilon=  0.979, speed=  0.29, gear= 1, damage= 1019.00
Ep:9 step:1360(6209), a_t=[s= 0.16, t= 0.681073, b= 0.000000], r_t=[r=-0.20, prog= 0.74, pen=-0.94, r_old=-0.20], Reward=  215.68 /  220.35 /  5053.32, epsilon=  0.979, speed=  0.36, gear= 1, damage= 1019.00
Ep:9 step:1380(6229), a_t=[s= 1.00, t= 0.444804, b= 0.000000], r_t=[r=-0.15, prog= 0.82, pen=-0.97, r_old=-0.15], Reward=  212.25 /  216.91 /  5053.32, epsilon=  0.979, speed=  0.38, gear= 1, damage= 1019.00
Ep:9 step:1400(6249), a_t=[s=-1.00, t= 0.616978, b= 0.000000], r_t=[r=-0.12, prog= 1.04, pen=-1.16, r_old=-0.12], Reward=  210.35 /  215.01 /  5053.32, epsilon=  0.979, speed=  0.46, gear= 1, damage= 1019.00
Ep:9 step:1420(6269), a_t=[s=-0.31, t= 0.518366, b= 0.000000], r_t=[r=-0.02, prog= 0.54, pen=-0.56, r_old=-0.02], Reward=  209.06 /  213.72 /  5053.32, epsilon=  0.979, speed=  0.23, gear= 1, damage= 1019.00
Ep:9 step:1440(6289), a_t=[s= 0.54, t= 0.510970, b= 0.000000], r_t=[r= 0.04, prog= 1.60, pen=-1.56, r_old= 0.04], Reward=  208.96 /  213.63 /  5053.32, epsilon=  0.979, speed=  0.64, gear= 1, damage= 1019.00
Ep:9 step:1460(6309), a_t=[s=-0.26, t= 0.508970, b= 0.000000], r_t=[r= 0.16, prog= 1.88, pen=-1.72, r_old= 0.16], Reward=  211.24 /  215.90 /  5053.32, epsilon=  0.979, speed=  0.72, gear= 1, damage= 1019.00
Ep:9 step:1480(6329), a_t=[s= 1.00, t= 0.577660, b= 0.000000], r_t=[r= 6.82, prog= 26.42, pen=-19.61, r_old= 6.82], Reward=  241.51 /  246.17 /  5053.32, epsilon=  0.979, speed=  9.04, gear= 1, damage= 1019.00
Ep:9 step:1500(6349), a_t=[s= 0.38, t= 0.568432, b= 0.000000], r_t=[r= 33.00, prog= 99.77, pen=-66.78, r_old= 33.00], Reward=  569.75 /  574.42 /  5053.32, epsilon=  0.979, speed=  33.99, gear= 1, damage= 1019.00
Ep:9 step:1520(6369), a_t=[s=-0.90, t= 0.460351, b= 0.000000], r_t=[r= 75.34, prog= 190.34, pen=-115.01, r_old= 75.34], Reward=  1919.25 /  1876.16 /  5053.32, epsilon=  0.979, speed=  64.33, gear= 2, damage= 1032.00
META = 1 ... Running backwards
=============================================================
 starting episode: 10/2000
Client connected on 3103..............
Ep:10 step:0(6379), a_t=[s=-0.52, t= 0.448002, b= 0.000000], r_t=[r= 0.08, prog= 0.08, pen=-0.00, r_old= 0.08], Reward=  0.08 /  0.08 /  5053.32, epsilon=  0.979, speed=  0.03, gear= 1, damage= 0.00
Ep:10 step:20(6399), a_t=[s= 0.71, t= 0.494404, b= 0.000000], r_t=[r= 22.08, prog= 99.97, pen=-77.89, r_old= 22.08], Reward=  650.26 /  650.26 /  5053.32, epsilon=  0.979, speed=  41.63, gear= 1, damage= 0.00
Ep:10 step:40(6419), a_t=[s=-1.00, t= 0.351575, b= 0.000000], r_t=[r=-0.08, prog= 0.23, pen=-0.31, r_old=-0.08], Reward=  589.06 /  580.37 /  5053.32, epsilon=  0.979, speed=  0.13, gear= 1, damage= 87.00
Ep:10 step:60(6439), a_t=[s= 1.00, t= 0.506954, b= 0.000000], r_t=[r=-0.07, prog= 0.21, pen=-0.28, r_old=-0.07], Reward=  587.33 /  578.65 /  5053.32, epsilon=  0.979, speed=  0.12, gear= 1, damage= 87.00
Ep:10 step:80(6459), a_t=[s= 0.99, t= 0.542899, b= 0.000000], r_t=[r=-0.06, prog= 0.24, pen=-0.30, r_old=-0.06], Reward=  585.59 /  576.91 /  5053.32, epsilon=  0.978, speed=  0.13, gear= 1, damage= 87.00
Ep:10 step:100(6479), a_t=[s= 0.05, t= 0.563712, b= 0.000000], r_t=[r=-0.06, prog= 0.32, pen=-0.38, r_old=-0.06], Reward=  584.16 /  575.48 /  5053.32, epsilon=  0.978, speed=  0.17, gear= 1, damage= 87.00
Ep:10 step:120(6499), a_t=[s=-1.00, t= 0.455299, b= 0.015830], r_t=[r=-0.05, prog= 0.70, pen=-0.76, r_old=-0.05], Reward=  582.58 /  573.89 /  5053.32, epsilon=  0.978, speed=  0.34, gear= 1, damage= 87.00
Ep:10 step:140(6519), a_t=[s= 0.46, t= 0.434375, b= 0.000000], r_t=[r=-0.01, prog= 0.41, pen=-0.42, r_old=-0.01], Reward=  581.98 /  573.29 /  5053.32, epsilon=  0.978, speed=  0.19, gear= 1, damage= 87.00
Ep:10 step:160(6539), a_t=[s= 1.00, t= 0.508673, b= 0.000000], r_t=[r= 0.01, prog= 0.37, pen=-0.36, r_old= 0.01], Reward=  582.08 /  573.39 /  5053.32, epsilon=  0.978, speed=  0.17, gear= 1, damage= 87.00
Ep:10 step:180(6559), a_t=[s= 0.64, t= 0.466374, b= 0.000000], r_t=[r= 0.03, prog= 0.42, pen=-0.39, r_old= 0.03], Reward=  582.89 /  574.20 /  5053.32, epsilon=  0.978, speed=  0.18, gear= 1, damage= 87.00
Ep:10 step:200(6579), a_t=[s= 1.00, t= 0.522155, b= 0.000000], r_t=[r= 0.09, prog= 0.76, pen=-0.67, r_old= 0.09], Reward=  584.75 /  576.06 /  5053.32, epsilon=  0.978, speed=  0.32, gear= 1, damage= 87.00
Ep:10 step:220(6599), a_t=[s= 0.61, t= 0.467019, b= 0.000000], r_t=[r= 0.15, prog= 0.98, pen=-0.82, r_old= 0.15], Reward=  587.77 /  579.08 /  5053.32, epsilon=  0.978, speed=  0.39, gear= 1, damage= 87.00
Ep:10 step:240(6619), a_t=[s= 0.06, t= 0.541669, b= 0.000000], r_t=[r= 0.24, prog= 1.22, pen=-0.98, r_old= 0.24], Reward=  592.28 /  583.60 /  5053.32, epsilon=  0.978, speed=  0.48, gear= 1, damage= 87.00
Ep:10 step:260(6639), a_t=[s= 0.48, t= 0.528969, b= 0.000000], r_t=[r= 0.32, prog= 1.40, pen=-1.08, r_old= 0.32], Reward=  598.75 /  590.07 /  5053.32, epsilon=  0.978, speed=  0.53, gear= 1, damage= 87.00
Ep:10 step:280(6659), a_t=[s= 0.68, t= 0.520665, b= 0.000000], r_t=[r= 0.42, prog= 1.60, pen=-1.19, r_old= 0.42], Reward=  609.69 /  601.01 /  5053.32, epsilon=  0.978, speed=  0.60, gear= 1, damage= 87.00
Ep:10 step:300(6679), a_t=[s=-0.33, t= 0.648637, b= 0.000000], r_t=[r= 1.31, prog= 4.67, pen=-3.36, r_old= 1.31], Reward=  622.32 /  613.63 /  5053.32, epsilon=  0.978, speed=  1.71, gear= 1, damage= 87.00
Ep:10 step:320(6699), a_t=[s=-0.30, t= 0.555106, b= 0.000000], r_t=[r= 1.53, prog= 4.85, pen=-3.32, r_old= 1.53], Reward=  643.11 /  634.42 /  5053.32, epsilon=  0.978, speed=  1.72, gear= 1, damage= 87.00
Ep:10 step:340(6719), a_t=[s=-1.00, t= 0.570981, b= 0.000000], r_t=[r= 3.60, prog= 10.62, pen=-7.01, r_old= 3.60], Reward=  666.56 /  657.88 /  5053.32, epsilon=  0.978, speed=  3.71, gear= 1, damage= 87.00
Ep:10 step:360(6739), a_t=[s= 0.86, t= 0.655693, b= 0.000000], r_t=[r=-14.50, prog= 15.19, pen=-29.69, r_old=-20.00], Reward=  733.06 /  715.25 /  5053.32, epsilon=  0.978, speed=  5.23, gear= 1, damage= 117.00
Ep:10 step:380(6759), a_t=[s=-0.66, t= 0.418820, b= 0.000000], r_t=[r= 2.77, prog= 7.76, pen=-4.99, r_old= 2.77], Reward=  777.74 /  754.46 /  5053.32, epsilon=  0.977, speed=  2.68, gear= 1, damage= 128.00
Ep:10 step:400(6779), a_t=[s= 0.81, t= 0.328125, b= 0.000000], r_t=[r= 4.76, prog= 12.95, pen=-8.19, r_old= 4.76], Reward=  862.05 /  824.76 /  5053.32, epsilon=  0.977, speed=  4.44, gear= 1, damage= 143.00
Ep:10 step:420(6799), a_t=[s= 0.42, t= 0.330338, b= 0.000000], r_t=[r= 8.32, prog= 21.50, pen=-13.18, r_old= 8.32], Reward=  952.58 /  911.66 /  5053.32, epsilon=  0.977, speed=  7.29, gear= 1, damage= 145.00
Ep:10 step:440(6819), a_t=[s= 0.12, t= 0.555355, b= 0.000000], r_t=[r= 0.81, prog= 3.29, pen=-2.48, r_old= 0.81], Reward=  869.24 /  802.16 /  5053.32, epsilon=  0.977, speed=  1.24, gear= 1, damage= 289.00
Ep:10 step:460(6839), a_t=[s= 1.00, t= 0.434011, b= 0.000000], r_t=[r= 0.38, prog= 1.40, pen=-1.02, r_old= 0.38], Reward=  880.77 /  813.70 /  5053.32, epsilon=  0.977, speed=  0.51, gear= 1, damage= 289.00
Ep:10 step:480(6859), a_t=[s= 0.87, t= 0.427394, b= 0.000000], r_t=[r= 0.75, prog= 2.39, pen=-1.63, r_old= 0.75], Reward=  900.52 /  833.44 /  5053.32, epsilon=  0.977, speed=  0.85, gear= 1, damage= 289.00
Ep:10 step:500(6879), a_t=[s=-1.00, t= 0.547462, b= 0.000000], r_t=[r= 4.51, prog= 12.60, pen=-8.09, r_old= 4.51], Reward=  936.52 /  869.45 /  5053.32, epsilon=  0.977, speed=  4.35, gear= 1, damage= 289.00
Ep:10 step:520(6899), a_t=[s=-1.00, t= 0.647795, b= 0.000000], r_t=[r= 7.23, prog= 19.04, pen=-11.81, r_old= 7.23], Reward=  979.93 /  908.26 /  5053.32, epsilon=  0.977, speed=  6.49, gear= 1, damage= 338.00
Ep:10 step:540(6919), a_t=[s=-0.60, t= 0.375639, b= 0.000000], r_t=[r= 2.38, prog= 6.71, pen=-4.33, r_old= 2.38], Reward=  1032.29 /  939.70 /  5053.32, epsilon=  0.977, speed=  2.32, gear= 1, damage= 379.00
Ep:10 step:560(6939), a_t=[s=-0.34, t= 0.512655, b= 0.000000], r_t=[r= 2.97, prog= 8.64, pen=-5.66, r_old= 2.97], Reward=  1034.82 /  930.88 /  5053.32, epsilon=  0.977, speed=  3.01, gear= 1, damage= 446.00
Ep:10 step:580(6959), a_t=[s=-0.75, t= 0.532738, b= 0.000000], r_t=[r= 6.07, prog= 15.47, pen=-9.40, r_old= 6.07], Reward=  1096.36 /  992.42 /  5053.32, epsilon=  0.977, speed=  5.24, gear= 1, damage= 446.00
Ep:10 step:600(6979), a_t=[s= 1.00, t= 0.324219, b= 0.000000], r_t=[r=-9.39, prog= 19.60, pen=-29.00, r_old=-17.00], Reward=  1083.47 /  962.76 /  5053.32, epsilon=  0.977, speed=  6.65, gear= 1, damage= 563.00
Ep:10 step:620(6999), a_t=[s=-0.31, t= 0.599731, b= 0.000000], r_t=[r= 3.73, prog= 10.49, pen=-6.76, r_old= 3.73], Reward=  1104.69 /  972.62 /  5053.32, epsilon=  0.977, speed=  3.63, gear= 1, damage= 595.00
Ep:10 step:640(7019), a_t=[s=-0.75, t= 0.491642, b= 0.000000], r_t=[r= 6.28, prog= 16.45, pen=-10.18, r_old= 6.28], Reward=  1174.17 /  1042.09 /  5053.32, epsilon=  0.977, speed=  5.60, gear= 1, damage= 595.00
Ep:10 step:660(7039), a_t=[s= 0.47, t= 0.477119, b= 0.000000], r_t=[r= 3.91, prog= 10.18, pen=-6.26, r_old= 3.91], Reward=  1252.76 /  1120.69 /  5053.32, epsilon=  0.977, speed=  3.46, gear= 1, damage= 595.00
Ep:10 step:680(7059), a_t=[s= 0.73, t= 0.560334, b= 0.000000], r_t=[r= 3.04, prog= 7.84, pen=-4.80, r_old= 3.04], Reward=  1322.85 /  1190.78 /  5053.32, epsilon=  0.976, speed=  2.66, gear= 1, damage= 595.00
Ep:10 step:700(7079), a_t=[s=-1.00, t= 0.354725, b= 0.000000], r_t=[r= 4.98, prog= 13.89, pen=-8.91, r_old= 4.98], Reward=  1419.26 /  1276.24 /  5053.32, epsilon=  0.976, speed=  4.80, gear= 1, damage= 657.00
Ep:10 step:720(7099), a_t=[s= 0.73, t= 0.601760, b= 0.000000], r_t=[r= 9.19, prog= 24.78, pen=-15.59, r_old= 9.19], Reward=  1499.93 /  1347.35 /  5053.32, epsilon=  0.976, speed=  8.49, gear= 1, damage= 697.00
Ep:10 step:740(7119), a_t=[s= 0.55, t= 0.435408, b= 0.000000], r_t=[r= 0.55, prog= 1.74, pen=-1.18, r_old= 0.55], Reward=  1524.86 /  1359.35 /  5053.32, epsilon=  0.976, speed=  0.62, gear= 1, damage= 732.00
