=============================================================
 starting episode: 0/2000
Client connected on 3105..............
Ep:0 step:0(1), a_t=[s= 0.24, t= 0.550774, b= 0.000000], r_t=[r= 0.30, prog= 0.30, pen=-0.00, r_old= 0.30], Reward=  0.30 /  0.30 / -inf, epsilon=  1.000, speed=  0.10, gear= 0, damage= 0.00
Ep:5 step:100(6474), a_t=[s= 0.27, t= 0.290432, b= 0.000000], r_t=[r=-0.03, prog= 0.32, pen=-0.34, r_old=-0.03], Reward=  1088.49 /  1088.49 /  6018.84, epsilon=  0.978, speed=  0.15, gear= 1, damage= 263.00
Ep:5 step:120(6494), a_t=[s= 0.53, t= 0.587932, b= 0.000000], r_t=[r=-0.00, prog= 0.64, pen=-0.65, r_old=-0.00], Reward=  1087.96 /  1087.96 /  6018.84, epsilon=  0.978, speed=  0.30, gear= 1, damage= 263.00
Ep:5 step:140(6514), a_t=[s= 1.00, t= 0.607071, b= 0.000000], r_t=[r= 0.02, prog= 0.52, pen=-0.49, r_old= 0.02], Reward=  1088.32 /  1088.32 /  6018.84, epsilon=  0.978, speed=  0.23, gear= 1, damage= 263.00
Ep:5 step:160(6534), a_t=[s= 1.00, t= 0.395845, b= 0.000000], r_t=[r= 0.11, prog= 1.02, pen=-0.91, r_old= 0.11], Reward=  1089.65 /  1089.65 /  6018.84, epsilon=  0.978, speed=  0.43, gear= 1, damage= 263.00
Ep:5 step:180(6554), a_t=[s=-0.17, t= 0.492665, b= 0.000000], r_t=[r= 0.17, prog= 1.31, pen=-1.14, r_old= 0.17], Reward=  1091.46 /  1091.46 /  6018.84, epsilon=  0.978, speed=  0.54, gear= 1, damage= 263.00
Ep:5 step:200(6574), a_t=[s= 0.38, t= 0.495174, b= 0.000000], r_t=[r= 0.24, prog= 1.39, pen=-1.15, r_old= 0.24], Reward=  1095.05 /  1095.05 /  6018.84, epsilon=  0.978, speed=  0.55, gear= 1, damage= 263.00
Ep:5 step:220(6594), a_t=[s=-0.35, t= 0.426299, b= 0.000000], r_t=[r= 0.38, prog= 1.82, pen=-1.45, r_old= 0.38], Reward=  1100.43 /  1100.43 /  6018.84, epsilon=  0.978, speed=  0.71, gear= 1, damage= 263.00
Ep:5 step:240(6614), a_t=[s=-0.09, t= 0.651967, b= 0.000000], r_t=[r= 0.70, prog= 2.95, pen=-2.25, r_old= 0.70], Reward=  1108.71 /  1108.71 /  6018.84, epsilon=  0.978, speed=  1.12, gear= 1, damage= 263.00
Ep:5 step:260(6634), a_t=[s=-0.32, t= 0.589068, b= 0.000000], r_t=[r= 1.50, prog= 5.35, pen=-3.85, r_old= 1.50], Reward=  1121.82 /  1121.82 /  6018.84, epsilon=  0.978, speed=  1.95, gear= 1, damage= 263.00
Ep:5 step:280(6654), a_t=[s=-1.00, t= 0.306560, b= 0.000000], r_t=[r= 1.17, prog= 3.75, pen=-2.58, r_old= 1.17], Reward=  1138.84 /  1138.84 /  6018.84, epsilon=  0.978, speed=  1.34, gear= 1, damage= 263.00
Ep:5 step:300(6674), a_t=[s= 0.05, t= 0.543844, b= 0.000000], r_t=[r= 1.87, prog= 5.62, pen=-3.75, r_old= 1.87], Reward=  1163.08 /  1163.08 /  6018.84, epsilon=  0.978, speed=  1.97, gear= 1, damage= 263.00
Ep:5 step:320(6694), a_t=[s= 0.64, t= 0.528073, b= 0.000000], r_t=[r= 1.77, prog= 4.96, pen=-3.20, r_old= 1.77], Reward=  1201.66 /  1201.66 /  6018.84, epsilon=  0.978, speed=  1.72, gear= 1, damage= 263.00
Ep:5 step:340(6714), a_t=[s= 1.00, t= 0.493780, b= 0.000000], r_t=[r= 2.27, prog= 6.30, pen=-4.03, r_old= 2.27], Reward=  1244.41 /  1244.41 /  6018.84, epsilon=  0.978, speed=  2.17, gear= 1, damage= 291.00
Ep:5 step:360(6734), a_t=[s= 0.10, t= 0.443054, b= 0.000000], r_t=[r= 6.37, prog= 17.86, pen=-11.49, r_old= 6.37], Reward=  1224.76 /  1224.76 /  6018.84, epsilon=  0.978, speed=  6.17, gear= 1, damage= 397.00
Ep:5 step:380(6754), a_t=[s= 1.00, t= 0.438345, b= 0.000000], r_t=[r= 1.06, prog= 2.94, pen=-1.88, r_old= 1.06], Reward=  1284.48 /  1284.48 /  6018.84, epsilon=  0.977, speed=  1.01, gear= 1, damage= 401.00
Ep:5 step:400(6774), a_t=[s=-0.30, t= 0.639532, b= 0.000000], r_t=[r= 8.25, prog= 22.37, pen=-14.13, r_old= 8.25], Reward=  1307.65 /  1307.65 /  6018.84, epsilon=  0.977, speed=  7.67, gear= 1, damage= 473.00
Ep:5 step:420(6794), a_t=[s= 1.00, t= 0.556078, b= 0.000000], r_t=[r= 2.18, prog= 5.95, pen=-3.78, r_old= 2.18], Reward=  1350.70 /  1350.70 /  6018.84, epsilon=  0.977, speed=  2.04, gear= 1, damage= 488.00
Ep:5 step:440(6814), a_t=[s= 0.90, t= 0.537943, b= 0.000000], r_t=[r= 2.39, prog= 6.82, pen=-4.43, r_old= 2.39], Reward=  1353.86 /  1353.86 /  6018.84, epsilon=  0.977, speed=  2.37, gear= 1, damage= 583.00
Ep:5 step:460(6834), a_t=[s= 0.36, t= 0.712570, b= 0.000000], r_t=[r= 3.30, prog= 9.54, pen=-6.23, r_old= 3.30], Reward=  1346.24 /  1346.24 /  6018.84, epsilon=  0.977, speed=  3.32, gear= 1, damage= 654.00
Ep:5 step:480(6854), a_t=[s= 0.63, t= 0.539742, b= 0.000000], r_t=[r= 3.33, prog= 8.88, pen=-5.55, r_old= 3.33], Reward=  1402.45 /  1402.45 /  6018.84, epsilon=  0.977, speed=  3.03, gear= 1, damage= 654.00
Ep:5 step:500(6874), a_t=[s= 1.00, t= 0.332766, b= 0.000000], r_t=[r=-5.00, prog= 25.09, pen=-21.16, r_old=-5.00], Reward=  1534.65 /  1534.65 /  6018.84, epsilon=  0.977, speed=  8.68, gear= 1, damage= 674.00
Ep:5 step:520(6894), a_t=[s= 0.52, t= 0.422795, b= 0.000000], r_t=[r= 2.07, prog= 6.12, pen=-4.05, r_old= 2.07], Reward=  1512.73 /  1512.73 /  6018.84, epsilon=  0.977, speed=  2.14, gear= 1, damage= 743.00
Ep:5 step:540(6914), a_t=[s= 1.00, t= 0.633236, b= 0.000000], r_t=[r= 2.38, prog= 6.75, pen=-4.36, r_old= 2.38], Reward=  1558.95 /  1558.95 /  6018.84, epsilon=  0.977, speed=  2.34, gear= 1, damage= 743.00
Ep:5 step:560(6934), a_t=[s= 0.79, t= 0.486017, b= 0.000000], r_t=[r= 2.08, prog= 5.42, pen=-3.34, r_old= 2.08], Reward=  1633.03 /  1633.03 /  6018.84, epsilon=  0.977, speed=  1.84, gear= 1, damage= 743.00
Ep:5 step:580(6954), a_t=[s= 1.00, t= 0.535821, b= 0.000000], r_t=[r= 8.50, prog= 21.62, pen=-13.12, r_old= 8.50], Reward=  1716.20 /  1716.20 /  6018.84, epsilon=  0.977, speed=  7.32, gear= 1, damage= 743.00
Ep:5 step:600(6974), a_t=[s= 0.65, t= 0.326835, b= 0.000000], r_t=[r= 0.34, prog= 1.05, pen=-0.72, r_old= 0.34], Reward=  1536.00 /  1536.00 /  6018.84, epsilon=  0.977, speed=  0.37, gear= 1, damage= 948.00
Ep:5 step:620(6994), a_t=[s= 1.00, t= 0.655143, b= 0.000000], r_t=[r= 1.88, prog= 5.40, pen=-3.52, r_old= 1.88], Reward=  1566.99 /  1566.99 /  6018.84, epsilon=  0.977, speed=  1.88, gear= 1, damage= 948.00
Ep:5 step:640(7014), a_t=[s= 0.26, t= 0.350007, b= 0.000000], r_t=[r= 1.34, prog= 3.68, pen=-2.34, r_old= 1.34], Reward=  1610.30 /  1610.30 /  6018.84, epsilon=  0.977, speed=  1.27, gear= 1, damage= 948.00
Ep:5 step:660(7034), a_t=[s= 0.76, t= 0.485151, b= 0.000000], r_t=[r= 5.01, prog= 13.19, pen=-8.18, r_old= 5.01], Reward=  1675.22 /  1675.22 /  6018.84, epsilon=  0.977, speed=  4.50, gear= 1, damage= 948.00
Ep:5 step:680(7054), a_t=[s=-0.47, t= 0.558669, b= 0.000000], r_t=[r= 2.50, prog= 8.32, pen=-5.82, r_old= 2.50], Reward=  1793.97 /  1793.97 /  6018.84, epsilon=  0.976, speed=  2.99, gear= 1, damage= 966.00
Ep:5 step:700(7074), a_t=[s= 1.00, t= 0.558120, b= 0.000000], r_t=[r= 1.02, prog= 3.08, pen=-2.06, r_old= 1.02], Reward=  1822.54 /  1822.54 /  6018.84, epsilon=  0.976, speed=  1.08, gear= 1, damage= 966.00
Ep:5 step:720(7094), a_t=[s= 0.79, t= 0.548632, b= 0.000000], r_t=[r= 1.56, prog= 4.53, pen=-2.97, r_old= 1.56], Reward=  1848.77 /  1848.77 /  6018.84, epsilon=  0.976, speed=  1.58, gear= 1, damage= 966.00
Ep:5 step:740(7114), a_t=[s= 0.69, t= 0.615834, b= 0.000000], r_t=[r= 2.61, prog= 7.21, pen=-4.60, r_old= 2.61], Reward=  1894.35 /  1894.35 /  6018.84, epsilon=  0.976, speed=  2.48, gear= 1, damage= 966.00
Ep:5 step:760(7134), a_t=[s= 0.27, t= 0.426500, b= 0.005732], r_t=[r= 3.27, prog= 8.64, pen=-5.37, r_old= 3.27], Reward=  1975.69 /  1975.69 /  6018.84, epsilon=  0.976, speed=  2.95, gear= 1, damage= 966.00
Ep:5 step:780(7154), a_t=[s= 0.35, t= 0.436967, b= 0.000000], r_t=[r= 2.79, prog= 7.65, pen=-4.86, r_old= 2.79], Reward=  1939.59 /  1939.59 /  6018.84, epsilon=  0.976, speed=  2.63, gear= 1, damage= 1063.00
Ep:5 step:800(7174), a_t=[s= 0.43, t= 0.599657, b= 0.000000], r_t=[r= 2.90, prog= 7.68, pen=-4.78, r_old= 2.90], Reward=  1987.64 /  1987.64 /  6018.84, epsilon=  0.976, speed=  2.62, gear= 1, damage= 1063.00
Ep:5 step:820(7194), a_t=[s= 0.76, t= 0.475123, b= 0.000000], r_t=[r=-5.00, prog= 7.64, pen=-9.93, r_old=-5.00], Reward=  2004.23 /  2004.23 /  6018.84, epsilon=  0.976, speed=  2.65, gear= 1, damage= 1121.00
Ep:5 step:840(7214), a_t=[s= 0.92, t= 0.504976, b= 0.000000], r_t=[r= 3.31, prog= 8.67, pen=-5.36, r_old= 3.31], Reward=  2063.54 /  2063.54 /  6018.84, epsilon=  0.976, speed=  2.95, gear= 1, damage= 1121.00
Ep:5 step:860(7234), a_t=[s= 0.87, t= 0.702866, b= 0.000000], r_t=[r= 1.77, prog= 5.05, pen=-3.28, r_old= 1.77], Reward=  2082.29 /  2082.29 /  6018.84, epsilon=  0.976, speed=  1.75, gear= 1, damage= 1168.00
Ep:5 step:880(7254), a_t=[s=-0.45, t= 0.572079, b= 0.000000], r_t=[r= 2.63, prog= 7.26, pen=-4.63, r_old= 2.63], Reward=  2118.82 /  2118.82 /  6018.84, epsilon=  0.976, speed=  2.50, gear= 1, damage= 1168.00
Ep:5 step:900(7274), a_t=[s= 1.00, t= 0.431661, b= 0.000000], r_t=[r= 1.77, prog= 4.67, pen=-2.90, r_old= 1.77], Reward=  2172.42 /  2172.42 /  6018.84, epsilon=  0.976, speed=  1.59, gear= 1, damage= 1168.00
Ep:5 step:920(7294), a_t=[s= 0.56, t= 0.567484, b= 0.000000], r_t=[r= 1.56, prog= 4.77, pen=-3.21, r_old= 1.56], Reward=  2052.52 /  2052.52 /  6018.84, epsilon=  0.976, speed=  1.68, gear= 1, damage= 1359.00
Ep:5 step:940(7314), a_t=[s= 0.18, t= 0.610108, b= 0.000000], r_t=[r= 1.99, prog= 5.74, pen=-3.75, r_old= 1.99], Reward=  2078.75 /  2078.75 /  6018.84, epsilon=  0.976, speed=  2.00, gear= 1, damage= 1359.00
Ep:5 step:960(7334), a_t=[s= 1.00, t= 0.516594, b= 0.000000], r_t=[r= 2.79, prog= 7.59, pen=-4.80, r_old= 2.79], Reward=  2134.80 /  2134.80 /  6018.84, epsilon=  0.976, speed=  2.61, gear= 1, damage= 1359.00
Ep:5 step:980(7354), a_t=[s=-0.68, t= 0.532337, b= 0.000000], r_t=[r= 5.92, prog= 15.62, pen=-9.71, r_old= 5.92], Reward=  2185.65 /  2185.65 /  6018.84, epsilon=  0.975, speed=  5.33, gear= 1, damage= 1359.00
Ep:5 step:1000(7374), a_t=[s=-1.00, t= 0.482263, b= 0.000000], r_t=[r= 4.19, prog= 10.87, pen=-6.68, r_old= 4.19], Reward=  2243.37 /  2243.37 /  6018.84, epsilon=  0.975, speed=  3.70, gear= 1, damage= 1377.00
Ep:5 step:1020(7394), a_t=[s= 0.39, t= 0.577574, b= 0.000000], r_t=[r= 4.14, prog= 10.80, pen=-6.66, r_old= 4.14], Reward=  2313.22 /  2313.22 /  6018.84, epsilon=  0.975, speed=  3.67, gear= 1, damage= 1377.00
Ep:5 step:1040(7414), a_t=[s= 0.62, t= 0.561704, b= 0.000000], r_t=[r= 2.76, prog= 7.17, pen=-4.40, r_old= 2.76], Reward=  2367.31 /  2367.31 /  6018.84, epsilon=  0.975, speed=  2.43, gear= 1, damage= 1377.00
Ep:5 step:1060(7434), a_t=[s= 0.66, t= 0.334367, b= 0.000000], r_t=[r= 3.25, prog= 8.70, pen=-5.45, r_old= 3.25], Reward=  2410.05 /  2410.05 /  6018.84, epsilon=  0.975, speed=  2.97, gear= 1, damage= 1419.00
Ep:5 step:1080(7454), a_t=[s= 0.65, t= 0.493156, b= 0.000000], r_t=[r= 1.88, prog= 4.99, pen=-3.12, r_old= 1.88], Reward=  2456.45 /  2456.45 /  6018.84, epsilon=  0.975, speed=  1.71, gear= 1, damage= 1419.00
Ep:5 step:1100(7474), a_t=[s=-0.94, t= 0.612624, b= 0.019054], r_t=[r= 3.29, prog= 8.77, pen=-5.48, r_old= 3.29], Reward=  2516.35 /  2516.35 /  6018.84, epsilon=  0.975, speed=  3.00, gear= 1, damage= 1419.00
Ep:5 step:1120(7494), a_t=[s= 1.00, t= 0.566603, b= 0.000000], r_t=[r= 3.12, prog= 8.29, pen=-5.17, r_old= 3.12], Reward=  2598.70 /  2598.70 /  6018.84, epsilon=  0.975, speed=  2.83, gear= 1, damage= 1419.00
Ep:5 step:1140(7514), a_t=[s= 0.40, t= 0.615218, b= 0.000000], r_t=[r= 5.99, prog= 15.34, pen=-9.35, r_old= 5.99], Reward=  2664.33 /  2664.33 /  6018.84, epsilon=  0.975, speed=  5.20, gear= 1, damage= 1419.00
Ep:5 step:1160(7534), a_t=[s= 1.00, t= 0.517447, b= 0.000000], r_t=[r= 2.60, prog= 6.82, pen=-4.22, r_old= 2.60], Reward=  2747.69 /  2747.69 /  6018.84, epsilon=  0.975, speed=  2.32, gear= 1, damage= 1419.00
Ep:5 step:1180(7554), a_t=[s= 0.26, t= 0.569834, b= 0.000000], r_t=[r= 3.98, prog= 10.81, pen=-6.83, r_old= 3.98], Reward=  2765.21 /  2765.21 /  6018.84, epsilon=  0.975, speed=  3.71, gear= 1, damage= 1465.00
Ep:5 step:1200(7574), a_t=[s= 0.84, t= 0.324944, b= 0.000000], r_t=[r= 4.13, prog= 10.73, pen=-6.59, r_old= 4.13], Reward=  2836.85 /  2836.85 /  6018.84, epsilon=  0.975, speed=  3.65, gear= 1, damage= 1465.00
Ep:5 step:1220(7594), a_t=[s= 0.21, t= 0.552174, b= 0.000000], r_t=[r= 1.56, prog= 4.57, pen=-3.01, r_old= 1.56], Reward=  2864.66 /  2864.66 /  6018.84, epsilon=  0.975, speed=  1.60, gear= 1, damage= 1514.00
Ep:5 step:1240(7614), a_t=[s=-0.08, t= 0.451644, b= 0.000000], r_t=[r= 6.80, prog= 17.98, pen=-11.18, r_old= 6.80], Reward=  2926.14 /  2926.14 /  6018.84, epsilon=  0.975, speed=  6.13, gear= 1, damage= 1514.00
Ep:5 step:1260(7634), a_t=[s= 0.85, t= 0.413939, b= 0.000000], r_t=[r=-51.00, prog= 11.99, pen=-59.05, r_old=-51.00], Reward=  2908.50 /  2908.50 /  6018.84, epsilon=  0.975, speed=  4.23, gear= 1, damage= 1595.00
Ep:5 step:1280(7654), a_t=[s=-0.22, t= 0.257671, b= 0.000000], r_t=[r= 0.79, prog= 2.48, pen=-1.70, r_old= 0.79], Reward=  2923.34 /  2923.34 /  6018.84, epsilon=  0.974, speed=  0.88, gear= 1, damage= 1600.00
Ep:5 step:1300(7674), a_t=[s=-0.58, t= 0.460615, b= 0.000000], r_t=[r= 4.22, prog= 11.93, pen=-7.71, r_old= 4.22], Reward=  2956.91 /  2956.91 /  6018.84, epsilon=  0.974, speed=  4.13, gear= 1, damage= 1600.00
Ep:5 step:1320(7694), a_t=[s= 0.38, t= 0.635921, b= 0.000000], r_t=[r= 2.88, prog= 7.66, pen=-4.78, r_old= 2.88], Reward=  3019.00 /  3019.00 /  6018.84, epsilon=  0.974, speed=  2.62, gear= 1, damage= 1600.00
Ep:5 step:1340(7714), a_t=[s= 0.58, t= 0.531381, b= 0.000000], r_t=[r= 0.48, prog= 1.76, pen=-1.28, r_old= 0.48], Reward=  2878.50 /  2878.50 /  6018.84, epsilon=  0.974, speed=  0.65, gear= 1, damage= 1801.00
Ep:5 step:1360(7734), a_t=[s= 1.00, t= 0.488251, b= 0.000000], r_t=[r= 0.76, prog= 2.47, pen=-1.70, r_old= 0.76], Reward=  2898.39 /  2898.39 /  6018.84, epsilon=  0.974, speed=  0.88, gear= 1, damage= 1801.00
Ep:5 step:1380(7754), a_t=[s= 0.17, t= 0.686220, b= 0.000000], r_t=[r= 2.66, prog= 7.57, pen=-4.91, r_old= 2.66], Reward=  2934.62 /  2934.62 /  6018.84, epsilon=  0.974, speed=  2.63, gear= 1, damage= 1801.00
Ep:5 step:1400(7774), a_t=[s=-0.26, t= 0.590731, b= 0.000000], r_t=[r= 4.55, prog= 12.21, pen=-7.66, r_old= 4.55], Reward=  2998.61 /  2998.61 /  6018.84, epsilon=  0.974, speed=  4.18, gear= 1, damage= 1801.00
Ep:5 step:1420(7794), a_t=[s= 1.00, t= 0.481827, b= 0.000000], r_t=[r= 1.52, prog= 4.01, pen=-2.50, r_old= 1.52], Reward=  3056.37 /  3056.37 /  6018.84, epsilon=  0.974, speed=  1.37, gear= 1, damage= 1801.00
Ep:5 step:1440(7814), a_t=[s= 0.62, t= 0.426921, b= 0.000000], r_t=[r= 1.03, prog= 3.40, pen=-2.37, r_old= 1.03], Reward=  3084.85 /  3084.85 /  6018.84, epsilon=  0.974, speed=  1.22, gear= 1, damage= 1893.00
Ep:5 step:1460(7834), a_t=[s=-1.00, t= 0.375572, b= 0.000000], r_t=[r= 1.75, prog= 5.11, pen=-3.36, r_old= 1.75], Reward=  3119.02 /  3119.02 /  6018.84, epsilon=  0.974, speed=  1.78, gear= 1, damage= 1893.00
Ep:5 step:1480(7854), a_t=[s=-0.89, t= 0.540894, b= 0.000000], r_t=[r= 4.36, prog= 13.45, pen=-9.09, r_old= 4.36], Reward=  3206.73 /  3206.73 /  6018.84, epsilon=  0.974, speed=  4.76, gear= 1, damage= 1909.00
Ep:5 step:1500(7874), a_t=[s= 0.44, t= 0.410589, b= 0.000000], r_t=[r= 1.41, prog= 4.05, pen=-2.64, r_old= 1.41], Reward=  3240.78 /  3240.78 /  6018.84, epsilon=  0.974, speed=  1.41, gear= 1, damage= 1909.00
Ep:5 step:1520(7894), a_t=[s= 1.00, t= 0.394167, b= 0.000000], r_t=[r= 1.65, prog= 4.61, pen=-2.95, r_old= 1.65], Reward=  3278.22 /  3278.22 /  6018.84, epsilon=  0.974, speed=  1.59, gear= 1, damage= 1916.00
Ep:5 step:1540(7914), a_t=[s= 0.61, t= 0.692492, b= 0.000000], r_t=[r= 4.04, prog= 10.59, pen=-6.55, r_old= 4.04], Reward=  3339.58 /  3339.58 /  6018.84, epsilon=  0.974, speed=  3.61, gear= 1, damage= 1916.00
Ep:5 step:1560(7934), a_t=[s= 0.78, t= 0.422820, b= 0.000000], r_t=[r= 2.07, prog= 5.79, pen=-3.72, r_old= 2.07], Reward=  3435.87 /  3435.87 /  6018.84, epsilon=  0.974, speed=  2.00, gear= 1, damage= 1926.00
Ep:5 step:1580(7954), a_t=[s= 0.63, t= 0.409539, b= 0.000000], r_t=[r= 1.77, prog= 4.91, pen=-3.14, r_old= 1.77], Reward=  3467.34 /  3467.34 /  6018.84, epsilon=  0.973, speed=  1.69, gear= 1, damage= 1926.00
Ep:5 step:1600(7974), a_t=[s=-0.19, t= 0.525254, b= 0.000000], r_t=[r= 2.72, prog= 7.35, pen=-4.63, r_old= 2.72], Reward=  3507.52 /  3507.52 /  6018.84, epsilon=  0.973, speed=  2.52, gear= 1, damage= 1926.00
Ep:5 step:1620(7994), a_t=[s=-1.00, t= 0.516570, b= 0.000000], r_t=[r=-2.00, prog= 17.51, pen=-13.14, r_old=-2.00], Reward=  3500.40 /  3500.40 /  6018.84, epsilon=  0.973, speed=  6.03, gear= 1, damage= 1989.00
Ep:5 step:1640(8014), a_t=[s=-0.26, t= 0.393936, b= 0.000000], r_t=[r= 1.10, prog= 3.31, pen=-2.22, r_old= 1.10], Reward=  3543.62 /  3543.62 /  6018.84, epsilon=  0.973, speed=  1.17, gear= 1, damage= 2013.00
Ep:5 step:1660(8034), a_t=[s= 0.30, t= 0.562658, b= 0.008052], r_t=[r= 1.57, prog= 4.51, pen=-2.94, r_old= 1.57], Reward=  3573.00 /  3573.00 /  6018.84, epsilon=  0.973, speed=  1.57, gear= 1, damage= 2013.00
Ep:5 step:1680(8054), a_t=[s= 0.14, t= 0.480942, b= 0.000000], r_t=[r= 2.59, prog= 6.94, pen=-4.35, r_old= 2.59], Reward=  3625.30 /  3625.30 /  6018.84, epsilon=  0.973, speed=  2.38, gear= 1, damage= 2013.00
Ep:5 step:1700(8074), a_t=[s= 0.31, t= 0.569240, b= 0.000000], r_t=[r= 6.17, prog= 16.33, pen=-10.15, r_old= 6.17], Reward=  3678.63 /  3678.63 /  6018.84, epsilon=  0.973, speed=  5.57, gear= 1, damage= 2041.00
Ep:5 step:1720(8094), a_t=[s=-0.55, t= 0.420228, b= 0.000000], r_t=[r= 4.64, prog= 12.00, pen=-7.35, r_old= 4.64], Reward=  3744.71 /  3744.71 /  6018.84, epsilon=  0.973, speed=  4.07, gear= 1, damage= 2041.00
Ep:5 step:1740(8114), a_t=[s= 0.94, t= 0.421066, b= 0.000000], r_t=[r= 1.23, prog= 3.46, pen=-2.23, r_old= 1.23], Reward=  3766.26 /  3766.26 /  6018.84, epsilon=  0.973, speed=  1.20, gear= 1, damage= 2087.00
Ep:5 step:1760(8134), a_t=[s=-0.17, t= 0.424631, b= 0.000000], r_t=[r= 8.39, prog= 21.62, pen=-13.23, r_old= 8.39], Reward=  3871.89 /  3871.89 /  6018.84, epsilon=  0.973, speed=  7.34, gear= 1, damage= 2087.00
Ep:5 step:1780(8154), a_t=[s= 0.72, t= 0.563614, b= 0.000000], r_t=[r= 15.91, prog= 43.73, pen=-27.83, r_old= 15.91], Reward=  4104.00 /  4104.00 /  6018.84, epsilon=  0.973, speed=  15.05, gear= 1, damage= 2087.00
Ep:5 step:1800(8174), a_t=[s=-0.59, t= 0.396811, b= 0.000000], r_t=[r= 1.08, prog= 4.24, pen=-3.16, r_old= 1.08], Reward=  4166.64 /  4166.64 /  6018.84, epsilon=  0.973, speed=  1.58, gear= 1, damage= 2087.00
Ep:5 step:1820(8194), a_t=[s= 0.22, t= 0.722077, b= 0.000000], r_t=[r= 1.55, prog= 5.24, pen=-3.69, r_old= 1.55], Reward=  4185.08 /  4185.08 /  6018.84, epsilon=  0.973, speed=  1.89, gear= 1, damage= 2087.00
Ep:5 step:1840(8214), a_t=[s=-0.72, t= 0.495899, b= 0.000000], r_t=[r= 3.25, prog= 9.74, pen=-6.49, r_old= 3.25], Reward=  4211.80 /  4211.80 /  6018.84, epsilon=  0.973, speed=  3.42, gear= 1, damage= 2087.00
Ep:5 step:1860(8234), a_t=[s= 1.00, t= 0.363500, b= 0.000000], r_t=[r= 0.65, prog= 1.81, pen=-1.16, r_old= 0.65], Reward=  4253.54 /  4253.54 /  6018.84, epsilon=  0.973, speed=  0.62, gear= 1, damage= 2087.00
Ep:5 step:1880(8254), a_t=[s=-1.00, t= 0.532192, b= 0.000000], r_t=[r= 4.43, prog= 11.53, pen=-7.11, r_old= 4.43], Reward=  4315.05 /  4315.05 /  6018.84, epsilon=  0.972, speed=  3.92, gear= 1, damage= 2087.00
Ep:5 step:1900(8274), a_t=[s= 1.00, t= 0.614887, b= 0.000000], r_t=[r= 0.10, prog= 2.08, pen=-1.98, r_old= 0.10], Reward=  4459.86 /  4459.86 /  6018.84, epsilon=  0.972, speed=  0.92, gear= 1, damage= 2109.00
Ep:5 step:1920(8294), a_t=[s=-0.08, t= 0.459936, b= 0.000000], r_t=[r= 0.13, prog= 1.46, pen=-1.33, r_old= 0.13], Reward=  4460.98 /  4460.98 /  6018.84, epsilon=  0.972, speed=  0.62, gear= 1, damage= 2109.00
Ep:5 step:1940(8314), a_t=[s= 0.48, t= 0.585996, b= 0.000000], r_t=[r= 0.18, prog= 1.39, pen=-1.21, r_old= 0.18], Reward=  4463.31 /  4463.31 /  6018.84, epsilon=  0.972, speed=  0.57, gear= 1, damage= 2109.00
Ep:5 step:1960(8334), a_t=[s= 1.00, t= 0.502105, b= 0.000000], r_t=[r= 0.14, prog= 0.84, pen=-0.70, r_old= 0.14], Reward=  4466.67 /  4466.67 /  6018.84, epsilon=  0.972, speed=  0.34, gear= 1, damage= 2109.00
Ep:5 step:1980(8354), a_t=[s= 1.00, t= 0.625955, b= 0.000000], r_t=[r= 0.26, prog= 1.33, pen=-1.06, r_old= 0.26], Reward=  4471.63 /  4471.63 /  6018.84, epsilon=  0.972, speed=  0.52, gear= 1, damage= 2109.00
=============================================================
 starting episode: 6/2000
### TORCS is RELAUNCHED ###
Client connected on 3105..............
Ep:6 step:0(8374), a_t=[s= 1.00, t= 0.688850, b= 0.000000], r_t=[r= 0.36, prog= 0.36, pen=-0.00, r_old= 0.36], Reward=  0.36 /  0.36 /  6018.84, epsilon=  0.972, speed=  0.12, gear= 1, damage= 0.00
Ep:6 step:20(8394), a_t=[s= 0.88, t= 0.637346, b= 0.000000], r_t=[r= 50.88, prog= 109.69, pen=-58.81, r_old= 50.88], Reward=  844.80 /  844.80 /  6018.84, epsilon=  0.972, speed=  43.57, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 7/2000
Waiting for server on 3105............
Count Down : 5
Client connected on 3105..............
Ep:7 step:0(8402), a_t=[s= 0.13, t= 0.536708, b= 0.000000], r_t=[r=-0.03, prog=-0.03, pen= 0.00, r_old=-0.03], Reward= -0.03 / -0.03 /  6018.84, epsilon=  0.972, speed= -0.01, gear= 1, damage= 0.00
Ep:7 step:20(8422), a_t=[s= 1.00, t= 0.433867, b= 0.000000], r_t=[r= 40.13, prog= 100.55, pen=-60.43, r_old= 40.13], Reward=  825.99 /  825.99 /  6018.84, epsilon=  0.972, speed=  41.52, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 8/2000
Client connected on 3105..............
Ep:8 step:0(8435), a_t=[s= 0.77, t= 0.499244, b= 0.000000], r_t=[r= 0.47, prog= 0.47, pen=-0.00, r_old= 0.47], Reward=  0.47 /  0.47 /  6018.84, epsilon=  0.972, speed=  0.16, gear= 1, damage= 0.00
Ep:8 step:20(8455), a_t=[s= 0.11, t= 0.538605, b= 0.000000], r_t=[r= 84.90, prog= 134.00, pen=-49.10, r_old= 84.90], Reward=  885.00 /  885.00 /  6018.84, epsilon=  0.972, speed=  46.07, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 9/2000
Waiting for server on 3105............
Count Down : 5
